ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,59513,57438,2075
19155,46300,41507,4793
19181,17002,16058,944
19073,4739,4238,501
19085,3471,3231,240
19163,80866,74858,6008
19083,7260,5946,1314
19113,123347,114943,8404
19153,245506,233689,11817
19057,17502,16809,693
19009,2090,1989,101
19165,5667,5541,126
19097,8015,7761,254
19013,69181,63160,6021
19169,49236,46542,2694
19193,45237,40491,4746
19183,7421,6892,529
19171,8894,7925,969
19021,10054,6525,3529
19121,6851,6697,154
19027,10298,9211,1087
19125,15426,11418,4008
19049,43822,41448,2374
19075,4799,4418,381
,5211,5210,1
19045,16816,15315,1501
19179,12243,11419,824
19081,3640,2931,709
19111,13211,11356,1855
19105,6813,5934,879
19103,89663,85583,4080
19145,7233,6449,784
19173,2181,2162,19
19055,5189,4435,754
19033,25420,23615,1805
19043,6539,5887,652
19195,1690,1689,1
19189,4249,3751,498
19187,17354,16091,1263
19139,17845,12995,4850
19005,5531,5420,111
19031,6285,6006,279
19051,4807,3149,1658
19059,7534,7292,242
19019,6286,5973,313
19197,6384,4674,1710
19135,3360,3078,282
19117,3667,3278,389
19065,10618,9714,904
19129,5783,5639,144
19115,4658,3134,1524
19151,1987,1841,146
19099,14398,13277,1121
19185,3222,2846,376
19029,10298,9876,422
19041,8133,7887,246
19149,9694,6773,2921
19007,4529,4054,475
19063,4844,4475,369
19053,2892,2774,118
19191,8659,7670,989
19091,4179,3802,377
19015,11251,10709,542
19101,7911,6969,942
19047,7375,5794,1581
19017,12834,11632,1202
19167,12194,9571,2623
19067,7107,6090,1017
19119,2991,2919,72
19079,7103,6700,403
19095,6092,5487,605
19023,3932,3770,162
19087,8812,6950,1862
19123,7619,7097,522
19039,5358,4005,1353
19035,4754,4497,257
19147,3356,3210,146
19003,1631,1623,8
19175,4929,4641,288
19011,7710,7251,459
19089,2213,2049,164
19141,5388,5050,338
19157,9186,8771,415
19077,4465,4221,244
19071,1677,1579,98
19131,4413,4269,144
19107,1665,1565,100
19133,2287,2092,195
19109,6091,5617,474
19127,15578,12830,2748
19137,3629,3058,571
19037,3045,2715,330
19001,2487,2156,331
19177,1505,1394,111
19161,3246,3197,49
19143,1620,1459,161
19069,3608,3368,240
19025,4224,4055,169
19159,2027,2023,4
19093,2017,1526,491
