RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19057,27633,1682,12609,736
19013,111240,6279,50078,4796
19155,66988,4809,30124,1940
19103,163074,9416,74690,4245
19153,449226,35287,201551,10857
19113,215455,13840,97112,7429
19183,18256,981,8333,608
19163,129428,8850,58048,4493
19123,13331,610,6013,693
19015,24627,1428,11290,624
19049,85919,6257,38807,2075
19187,28726,1835,12920,1071
19179,22659,1258,9708,1986
19169,91618,6350,41437,2379
19099,29826,2200,13201,1219
19181,43406,2880,19730,1078
19193,73291,4078,32540,4141
19111,22650,1106,10154,1240
19087,14397,683,6198,1319
19127,33728,2381,14529,2292
19161,7665,221,3578,288
19031,16404,765,7518,603
19115,7343,326,3028,962
19075,11334,453,5239,401
19125,23772,1336,10211,2013
19145,11710,620,5342,398
19007,8372,461,3769,372
19067,12128,523,5593,418
19033,38141,2064,17346,1390
19101,12529,842,5529,629
19079,13440,573,6121,625
19107,6937,280,3197,263
19139,33885,1859,14260,3503
19129,10586,684,4826,251
19029,11254,536,5213,296
19109,11841,545,5405,486
19121,12806,693,5916,277
19167,20594,786,9138,1531
19081,7689,256,3514,405
19021,15047,719,5825,2680
19027,18505,724,8423,934
19061,95687,3781,45199,1510
19051,4835,250,2227,131
19149,17900,780,7582,1956
19157,16114,747,7495,380
19165,10351,322,4918,191
19073,7276,445,3187,457
19133,6844,304,3183,173
19117,5543,287,2452,352
19041,12667,589,5880,320
19135,5168,255,2317,279
19017,22106,1047,10055,948
19043,12992,329,6067,527
19005,10121,414,4759,191
19071,4696,207,2158,173
19059,15627,610,7400,217
19053,4557,254,2042,218
19045,34347,1890,15630,1198
19019,16515,727,7628,533
19147,6886,240,3226,194
19063,7152,446,3218,269
19047,11883,493,5079,1232
19159,3896,155,1853,35
19189,7976,323,3559,533
19141,10430,375,4801,454
19105,17987,787,8149,881
19143,4097,109,1905,179
19025,8660,287,4048,273
19185,3946,252,1771,152
19069,7831,314,3600,319
19171,14639,707,6590,750
19095,14857,692,6784,599
19085,10138,526,4653,309
19055,13216,512,5965,775
19077,9298,548,4230,291
19175,9204,500,4242,219
19119,6563,173,3121,149
19097,15702,524,7429,323
19177,4209,167,1939,165
19003,2878,160,1338,43
19091,7009,272,3201,334
19037,9351,298,4216,621
19191,18588,661,8564,799
19197,10144,496,4397,854
19065,16055,655,7448,502
19039,6696,365,2834,661
19001,5182,313,2294,279
19011,21413,996,9805,803
19173,4362,153,2078,54
19137,7832,368,3486,492
19009,4977,196,2324,133
19131,7841,226,3730,153
19035,9091,347,4206,331
19083,13585,521,6117,829
19195,5618,203,2628,157
,83,6,36,6
19093,4700,159,2089,363
19023,12746,434,5974,367
19151,5189,214,2393,190
19089,6695,259,3017,403
