County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,735162,65422,56814,636,558,78
Linn,309211,22496,20436,338,302,36
Scott,227302,21685,19657,244,220,24
Black Hawk,224950,17436,15478,310,287,23
Johnson,222864,15461,14339,85,77,8
Dubuque,203188,14778,13129,209,193,16
Story,168934,11461,10518,48,42,6
Woodbury,153626,16515,14895,229,210,19
Dallas,134676,12595,11044,99,85,14
Pottawattamie,125719,12323,10917,173,150,23
Marshall,86160,5234,4746,76,68,8
Warren,82206,6320,5661,90,80,10
Cerro Gordo,81580,5946,5279,90,75,15
Webster,71924,5427,5021,94,79,15
Clinton,68034,6082,5437,93,79,14
Des Moines,60076,5029,4478,68,56,12
Muscatine,59421,5205,4679,105,96,9
Lee,57093,4049,3698,56,43,13
Jasper,54775,4552,4107,72,67,5
Wapello,49775,4692,4169,122,118,4
Sioux,47996,5340,5065,74,71,3
Poweshiek,47671,1645,1522,35,32,3
Buena Vista,46663,4912,4201,40,36,4
Boone,46268,2865,2605,34,31,3
Marion,44760,3859,3552,76,65,11
Washington,43940,2730,2490,51,47,4
Winneshiek,41862,2054,1935,35,30,5
Bremer,41700,3006,2771,60,51,9
Plymouth,40138,4333,3925,80,72,8
Benton,39529,2740,2503,55,44,11
Carroll,38544,3079,2800,52,43,9
Henry,38254,3090,2875,37,36,1
Fayette,38073,1940,1812,42,37,5
Hardin,37258,2004,1808,44,34,10
Tama,34151,2235,2019,71,67,4
Buchanan,33168,2030,1871,33,27,6
Cedar,33088,2005,1868,23,21,2
Mahaska,33030,2426,2240,51,46,5
Clay,32378,2272,2124,27,22,5
Iowa,31117,1559,1463,24,22,2
Delaware,30850,2158,2040,41,37,4
Butler,30788,1753,1607,35,31,4
Crawford,29487,2926,2622,40,35,5
Dickinson,28858,2682,2436,44,38,6
Jones,28125,3135,2920,57,51,6
Kossuth,27537,2281,2097,65,56,9
O'Brien,27388,2153,1935,61,56,5
Jackson,27306,2383,2170,42,39,3
Floyd,27069,1801,1560,42,32,10
Clayton,26704,1795,1645,57,48,9
Hamilton,24330,2001,1747,51,46,5
Hancock,22851,1597,1435,34,27,7
Page,22594,2005,1905,22,20,2
Allamakee,22533,1579,1458,51,41,10
Harrison,22232,1932,1722,73,69,4
Madison,22140,1786,1597,19,15,4
Mills,22122,1795,1593,24,21,3
Cherokee,21962,1693,1546,38,30,8
Jefferson,21952,1451,1298,35,29,6
Sac,21672,1395,1285,19,19,0
Cass,21659,1476,1330,54,48,6
Wright,21627,1931,1804,40,33,7
Franklin,21173,1338,1151,21,19,2
Grundy,20098,1447,1331,33,27,6
Palo Alto,19790,1194,1099,23,22,1
Guthrie,19689,1312,1186,32,26,6
Calhoun,19490,1437,1358,13,12,1
Appanoose,18971,1466,1231,49,44,5
Mitchell,18875,1377,1228,42,39,3
Monona,18804,887,801,31,29,2
Winnebago,18760,1553,1385,31,26,5
Chickasaw,18545,1315,1227,16,14,2
Louisa,18270,1358,1233,49,42,7
Union,18178,1377,1252,34,26,8
Shelby,18118,1371,1273,37,33,4
Emmet,17957,1433,1294,40,38,2
Howard,17613,1091,1022,22,18,4
Lyon,17320,1596,1537,41,37,4
Keokuk,16425,1030,928,31,31,0
Humboldt,16046,1245,1162,26,23,3
Greene,15608,829,765,11,10,1
Montgomery,14950,1115,996,38,36,2
Pocahontas,14242,903,836,22,22,0
Clarke,14174,1068,977,24,22,2
Worth,14055,801,735,8,7,1
Audubon,13330,541,497,10,9,1
Ida,13115,1027,865,35,32,3
Adair,12700,993,833,32,22,10
Davis,11837,921,802,24,23,1
Decatur,10864,629,603,9,9,0
Ringgold,10477,578,539,24,18,6
Monroe,10238,1005,922,29,22,7
Lucas,9997,808,752,23,18,5
Osceola,9646,817,766,16,13,3
Taylor,9301,687,647,12,10,2
Van Buren,8970,590,542,18,15,3
Pending Investigation,8259,989,943,0,0,0
Fremont,7961,662,617,9,7,2
Wayne,7623,585,513,23,18,5
Adams,6064,353,337,4,4,0
