County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,221044,41682,35609,413,376,37
Linn,95676,16667,14935,249,233,16
Scott,70357,14216,12164,152,144,8
Johnson,65239,11194,9936,47,43,4
Black Hawk,57451,12823,11379,220,207,13
Woodbury,49997,12355,10928,168,155,13
Dubuque,48010,10659,9565,139,131,8
Story,45917,8032,7176,31,27,4
Dallas,43605,7982,6781,67,57,10
Pottawattamie,39679,8327,7035,98,89,9
Warren,22416,3836,3078,34,32,2
Cerro Gordo,19867,4357,3789,62,51,11
Webster,18562,4455,3835,64,57,7
Clinton,17873,4152,3545,55,49,6
Muscatine,17558,3587,3106,75,68,7
Des Moines,17346,3548,3094,35,32,3
Marshall,16924,4037,3631,57,54,3
Jasper,14542,2916,2361,54,52,2
Wapello,13737,3144,2673,92,90,2
Sioux,13329,4355,3899,44,43,1
Lee,12995,2878,2360,25,21,4
Buena Vista,12890,3730,3217,26,23,3
Marion,12508,2716,2161,49,42,7
Plymouth,11330,3367,2960,53,47,6
Boone,10920,1924,1526,15,13,2
Benton,10354,1991,1768,38,34,4
Pending Investigation,9908,752,396,0,0,0
Washington,9650,1897,1531,28,27,1
Carroll,9622,2391,2053,31,25,6
Bremer,9508,2271,2067,44,40,4
Henry,9194,2487,2164,27,27,0
Dickinson,8714,1717,1494,20,18,2
Mahaska,8468,1749,1333,35,32,3
Jones,8217,2593,2408,48,47,1
Winneshiek,7987,1386,1100,18,16,2
Buchanan,7652,1446,1260,17,16,1
Crawford,7415,2138,1844,22,19,3
Fayette,7366,1412,1125,19,18,1
Cedar,7339,1399,1166,19,18,1
Jackson,7319,1786,1585,29,28,1
Tama,6955,1762,1544,56,54,2
Poweshiek,6902,1212,1043,24,22,2
Clay,6896,1551,1294,13,10,3
Hardin,6865,1458,1259,26,24,2
Wright,6832,1530,1344,18,16,2
Iowa,6612,1141,1011,21,20,1
Delaware,6593,1637,1480,32,31,1
Mills,6586,1285,1128,15,14,1
Kossuth,6394,1564,1280,32,31,1
Floyd,6348,1287,1132,34,26,8
Hamilton,6202,1491,1222,24,24,0
Jefferson,6134,1037,787,20,19,1
Madison,5953,974,779,8,7,1
Clayton,5685,1396,1191,46,39,7
Butler,5646,1290,1101,23,20,3
O'Brien,5561,1591,1395,53,49,4
Union,5551,1035,867,19,19,0
Harrison,5405,1446,1136,58,55,3
Cass,5167,1056,848,39,37,2
Page,5094,1373,1246,14,13,1
Winnebago,5017,1108,958,28,23,5
Allamakee,4947,1187,921,26,22,4
Cherokee,4939,1246,1005,22,20,2
Hancock,4863,1187,934,24,19,5
Appanoose,4827,976,839,36,36,0
Grundy,4672,1095,895,18,14,4
Guthrie,4664,961,801,23,18,5
Mitchell,4639,1054,861,30,30,0
Calhoun,4575,1173,1102,9,9,0
Louisa,4507,1076,905,24,20,4
Sac,4460,1042,917,14,14,0
Chickasaw,4367,1043,930,11,10,1
Shelby,4290,949,804,25,25,0
Franklin,4182,911,763,17,16,1
Emmet,4157,1020,825,27,26,1
Humboldt,3953,983,831,18,15,3
Lyon,3795,1261,1078,25,23,2
Clarke,3791,691,516,6,6,0
Palo Alto,3732,821,698,8,8,0
Howard,3564,738,581,17,13,4
Montgomery,3521,770,530,15,14,1
Greene,3503,648,550,7,7,0
Keokuk,3336,793,685,25,25,0
Monona,3075,551,476,16,15,1
Lucas,3065,585,355,8,8,0
Worth,3002,531,404,3,2,1
Pocahontas,3001,724,606,12,12,0
Adair,2965,611,477,17,13,4
Decatur,2771,430,356,4,4,0
Monroe,2676,682,463,17,16,1
Ida,2657,699,568,29,28,1
Davis,2607,639,533,20,19,1
Van Buren,2212,456,404,11,10,1
Fremont,2209,472,403,5,3,2
Taylor,2128,547,480,9,7,2
Audubon,2076,384,312,7,7,0
Osceola,2029,614,558,8,7,1
Ringgold,1949,367,266,8,7,1
Wayne,1832,384,311,21,17,4
Adams,1285,266,193,2,2,0
