County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,34831,218147,10892,481723
Linn,12364,108578,8005,236279
Scott,9521,70624,5654,157640
Johnson,9164,81798,3833,176221
Story,6766,43589,2538,95676
Black Hawk,6460,60291,5756,133029
Pottawattamie,5353,39527,4725,90062
Dallas,5177,38672,2200,83307
Woodbury,4646,38603,4529,85974
Dubuque,4644,55192,1967,116804
Cerro Gordo,2524,22552,1657,49348
Des Moines,2217,16071,658,35052
Clinton,1878,14540,1386,32419
Warren,1813,15431,881,33389
Webster,1644,15528,1034,34011
Marshall,1553,12004,2612,28103
Muscatine,1500,12265,4711,30875
Jasper,1214,12613,1028,27267
Bremer,1181,11152,1153,24631
Lee,1164,10803,1710,24721
Wapello,1130,10901,593,23640
Tama,1108,7364,964,16825
Boone,1057,10182,502,21877
Marion,906,11032,3979,27102
Winneshiek,839,7230,947,16234
Carroll,835,8785,1047,19616
Jefferson,819,6627,913,14988
Buena Vista,771,6182,3262,16488
Page,717,6243,704,13943
Washington,709,6559,489,14324
Poweshiek,681,8469,400,17922
Mills,676,4928,139,10687
Clay,668,7592,217,16016
Sioux,659,9274,2564,21785
Emmet,615,4385,347,9847
Mahaska,595,6848,466,14798
Plymouth,588,6470,2864,16428
Fayette,585,9511,879,20502
Cass,582,9639,398,20477
Dickinson,570,7049,207,14878
Henry,530,6773,1744,15869
Wright,504,4370,1658,10882
Kossuth,502,5445,461,11899
Jackson,474,7483,232,15661
Jones,457,5665,802,12644
Benton,439,7035,437,14959
Union,431,4440,265,9486
Crawford,431,5566,1561,13148
Greene,402,4035,475,9021
Buchanan,393,5757,296,12203
Clarke,389,3808,1333,9349
O'Brien,386,4863,314,10434
Guthrie,382,3995,232,8619
Madison,382,6533,144,13648
Hardin,376,5730,1280,13169
Cedar,366,5818,262,12235
Floyd,359,5920,979,13197
Hamilton,352,6483,396,13868
Grundy,351,4306,344,9316
Allamakee,348,5336,104,11129
Iowa,342,5344,577,11629
Appanoose,334,3938,456,8758
Delaware,317,4265,725,9535
Winnebago,315,3610,478,8033
Montgomery,314,2969,555,6832
Shelby,301,5407,104,11267
Harrison,294,3185,220,6894
Humboldt,284,3713,370,8221
Monroe,268,2915,267,6393
Cherokee,264,4378,237,9265
Out of State,249,5211,1,10368
Lucas,240,3134,376,6979
Clayton,231,5820,642,12558
Franklin,218,3257,227,6972
Adair,214,2049,324,4576
Davis,213,3055,1649,8001
Wayne,206,2797,367,6268
Decatur,198,2711,118,5830
Mitchell,198,4158,129,8661
Palo Alto,189,3139,140,6636
Monona,180,1967,171,4269
Louisa,177,3074,1516,7817
Howard,176,1983,159,4286
Chickasaw,142,2650,316,5751
Hancock,133,2868,704,6573
Ringgold,121,1963,4,4104
Adams,113,1590,6,3481
Lyon,113,2888,69,5966
Sac,110,3182,45,6537
Pocahontas,104,1791,144,3833
Butler,99,3762,154,7793
Calhoun,99,4038,161,8366
Ida,99,1507,478,3589
Taylor,96,2132,15,4399
Worth,86,1645,1,3374
Fremont,85,1540,94,3260
Audubon,80,1927,101,4032
Van Buren,74,1389,99,2953
Keokuk,61,1530,100,3219
Osceola,56,1435,158,3084
