Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.18563892145369285,American Indian or Alaska Native
Asian,0.3958320950082621,Asian
Black,0.21904687560985129,Black
Native Hawaiian or Other Pacific Islander,0.38051623646960866,Native Hawaiian or Other Pacific Islander
Other Race,0.5633420567994573,Other Race
White,0.43554639954111115,White
