ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19157,18232,530,8696,407
19155,92323,4567,41026,4775
19027,20076,614,9109,1073
19197,11167,331,4579,1697
19113,243489,8905,113790,8255
19187,34783,1418,15937,1213
19169,98836,4960,46016,2651
19147,6718,152,3196,145
19153,499534,27860,230227,11529
19139,31675,1252,12743,4806
19049,86343,3640,40896,2326
19103,180318,7166,84737,4041
19057,35854,1964,16585,683
19087,16164,458,6905,1845
19033,50517,2080,23315,1738
19135,6589,163,3059,275
19143,3109,45,1453,160
19105,12977,301,5882,862
19171,17354,712,7813,969
19061,119177,3476,56931,2038
19179,24369,918,11281,769
19125,27568,820,11308,3983
19013,136426,5235,62505,5947
19165,11439,247,5513,122
19151,3875,71,1828,144
19193,88293,4125,39943,4692
19029,20750,489,9815,414
19079,14071,273,6622,401
19163,162308,7639,73775,5898
19175,9699,386,4562,279
19045,33317,1582,15092,1466
19021,17113,638,6440,3501
19091,8304,244,3772,371
19081,6634,104,2912,706
19055,9748,256,4389,752
19011,15247,401,7192,451
19025,8399,90,4054,169
19129,11898,553,5594,143
19035,9397,212,4464,249
19047,13410,355,5728,1574
19075,9416,346,4342,373
19161,6544,107,3187,45
19131,8780,155,4232,141
19059,15163,479,7223,232
19173,4427,98,2143,17
19073,9210,292,4176,493
19127,29023,1338,12553,2675
19185,6320,180,2833,371
19121,13809,306,6644,151
19117,7143,168,3252,380
19167,22157,547,9492,2614
19007,8886,272,4028,465
19015,22360,779,10551,527
19099,28011,873,13122,1088
19149,16756,441,6693,2891
19065,20770,501,9678,894
19137,6946,275,3039,565
19145,14221,595,6416,764
19109,12064,446,5553,472
19181,34085,1495,15915,926
19017,25112,965,11484,1184
19097,15959,333,7698,246
19043,12634,194,5872,651
19041,16384,483,7859,242
19069,7084,169,3332,239
19031,12469,272,5979,271
19089,4347,150,2024,164
19039,9572,291,3959,1352
19189,8179,246,3711,491
19095,11800,273,5454,597
19023,7810,93,3769,161
19005,11222,322,5393,106
19141,10681,289,5029,325
19195,3403,71,1667,1
19083,13418,281,5888,1307
19063,9969,575,4454,369
19051,8105,165,3131,1654
19111,25329,963,11160,1807
19191,16719,700,7533,979
19019,12435,289,5922,306
19067,13397,302,6034,1008
19009,4046,76,1936,101
19053,5888,163,2757,118
19183,14637,558,6779,516
19115,7889,155,3118,1519
19003,3508,96,1610,8
19123,15078,476,7025,506
19001,4695,143,2144,327
19101,15310,706,6838,930
,10367,246,5210,1
19093,3643,113,1524,485
19077,8838,231,4174,238
19037,5863,111,2715,330
19085,6950,269,3215,238
19133,4410,66,2085,190
19159,4157,93,2003,4
19071,3318,72,1574,98
19119,6006,103,2911,70
19177,2970,75,1394,105
19107,3270,42,1565,100
