County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,742994,65588,57197,638,560,78
Linn,312682,22605,20618,339,303,36
Scott,230793,21729,19904,246,222,24
Black Hawk,227129,17576,15550,312,288,24
Johnson,225467,15497,14425,85,77,8
Dubuque,204702,14816,13182,211,195,16
Story,170025,11477,10587,48,42,6
Woodbury,155091,16541,14953,230,211,19
Dallas,135946,12625,11114,99,85,14
Pottawattamie,126540,12348,10997,174,151,23
Marshall,86661,5237,4774,76,68,8
Warren,83065,6344,5698,91,81,10
Cerro Gordo,83054,5979,5340,93,78,15
Webster,72560,5442,5037,94,79,15
Clinton,68980,6093,5482,93,79,14
Des Moines,61036,5039,4551,70,58,12
Muscatine,60077,5219,4734,106,97,9
Lee,57854,4067,3723,56,43,13
Jasper,55204,4559,4126,72,67,5
Wapello,50317,4706,4187,122,118,4
Sioux,48313,5348,5081,74,71,3
Poweshiek,47878,1649,1525,36,33,3
Buena Vista,47027,4970,4217,40,36,4
Boone,46585,2872,2629,34,31,3
Marion,45172,3867,3576,76,65,11
Washington,44289,2743,2502,51,47,4
Winneshiek,42120,2059,1934,35,30,5
Bremer,42072,3009,2796,60,51,9
Plymouth,40448,4336,3936,81,73,8
Benton,39935,2758,2512,55,44,11
Carroll,38844,3081,2813,52,43,9
Henry,38679,3096,2891,37,36,1
Fayette,38341,1948,1815,43,38,5
Hardin,37546,2007,1818,44,34,10
Tama,34475,2247,2027,71,67,4
Buchanan,33541,2048,1881,33,27,6
Cedar,33492,2015,1879,23,21,2
Mahaska,33418,2430,2254,51,46,5
Clay,32621,2277,2132,27,22,5
Iowa,31385,1559,1471,24,22,2
Butler,31068,1754,1615,35,31,4
Delaware,31057,2154,2057,43,38,5
Crawford,29795,2930,2631,40,35,5
Dickinson,29042,2687,2445,44,38,6
Jones,28412,3138,2937,57,51,6
Kossuth,27816,2283,2100,66,57,9
Jackson,27607,2389,2192,42,39,3
O'Brien,27504,2154,1935,61,56,5
Floyd,27364,1811,1573,42,32,10
Clayton,27066,1799,1649,57,48,9
Hamilton,24547,2007,1758,51,46,5
Hancock,23182,1600,1454,34,27,7
Page,22745,2012,1911,22,20,2
Allamakee,22723,1585,1466,52,42,10
Harrison,22431,1935,1723,73,69,4
Madison,22403,1788,1615,19,15,4
Jefferson,22275,1456,1300,35,29,6
Mills,22258,1802,1605,24,21,3
Cherokee,22133,1696,1552,38,30,8
Sac,21833,1395,1288,20,19,1
Cass,21765,1476,1340,55,49,6
Wright,21742,1932,1813,40,33,7
Franklin,21537,1342,1187,23,21,2
Grundy,20242,1451,1335,33,27,6
Palo Alto,19950,1195,1110,23,22,1
Guthrie,19928,1314,1195,32,26,6
Calhoun,19664,1442,1374,13,12,1
Appanoose,19178,1469,1234,49,44,5
Mitchell,19087,1377,1232,43,40,3
Winnebago,18973,1555,1396,31,26,5
Monona,18882,889,801,31,29,2
Chickasaw,18690,1315,1230,17,14,3
Louisa,18485,1362,1239,49,42,7
Union,18398,1381,1253,35,27,8
Shelby,18225,1376,1280,37,33,4
Emmet,18090,1438,1297,41,39,2
Howard,17780,1098,1022,22,18,4
Lyon,17453,1595,1544,41,37,4
Keokuk,16551,1033,933,32,31,1
Humboldt,16145,1244,1167,26,23,3
Greene,15704,829,766,11,10,1
Montgomery,15033,1116,997,38,36,2
Pocahontas,14353,903,837,22,22,0
Clarke,14315,1070,980,24,22,2
Worth,14305,802,745,8,7,1
Audubon,13610,553,501,10,9,1
Ida,13177,1028,868,35,32,3
Adair,12780,993,838,32,22,10
Davis,11970,924,812,25,23,2
Decatur,10971,631,605,9,9,0
Ringgold,10593,583,539,24,18,6
Monroe,10338,1007,926,30,22,8
Lucas,10097,808,754,23,18,5
Osceola,9739,817,775,16,13,3
Taylor,9427,689,651,12,10,2
Van Buren,9085,589,543,18,15,3
Pending Investigation,8085,980,942,0,0,0
Fremont,8011,662,618,9,7,2
Wayne,7752,585,517,23,18,5
Adams,6181,354,338,4,4,0
