County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,684705,63647,53689,612,542,70
Linn,287909,21815,19496,332,296,36
Black Hawk,211556,17076,14959,306,283,23
Johnson,208512,15053,13371,83,77,6
Scott,207801,20720,17690,237,216,21
Dubuque,187729,14483,12456,205,189,16
Story,160463,11150,9915,47,41,6
Woodbury,144650,16272,14249,224,206,18
Dallas,126549,12290,10550,97,84,13
Pottawattamie,118442,11954,10129,164,145,19
Marshall,81612,5142,4659,75,67,8
Warren,76090,6116,5285,87,77,10
Cerro Gordo,75626,5674,5005,87,73,14
Webster,67751,5375,4946,92,77,15
Clinton,62318,5890,5085,92,79,13
Des Moines,55402,4804,4292,65,54,11
Muscatine,54735,4976,4341,98,89,9
Lee,53192,3930,3590,55,42,13
Jasper,51133,4430,3955,70,65,5
Wapello,46614,4614,4089,122,118,4
Sioux,44834,5261,4869,73,70,3
Buena Vista,44723,4881,4137,40,36,4
Boone,44056,2785,2479,33,31,2
Poweshiek,43262,1609,1484,33,30,3
Marion,42031,3767,3445,75,64,11
Washington,40944,2666,2394,50,46,4
Winneshiek,39227,2031,1855,33,28,5
Bremer,39070,2939,2696,60,51,9
Plymouth,37945,4290,3755,79,71,8
Benton,36847,2674,2419,55,44,11
Carroll,36092,3024,2702,52,43,9
Henry,35866,3029,2795,37,36,1
Fayette,35793,1917,1780,41,36,5
Hardin,34430,1952,1711,42,34,8
Tama,32464,2202,1979,71,67,4
Buchanan,30758,1998,1798,31,26,5
Cedar,30710,1946,1752,23,21,2
Mahaska,30542,2369,2139,50,45,5
Clay,30218,2238,1969,25,20,5
Iowa,29492,1528,1413,24,22,2
Butler,29313,1719,1573,34,30,4
Delaware,28176,2095,1890,39,35,4
Crawford,27343,2867,2555,40,35,5
Dickinson,26577,2633,2207,43,37,6
Kossuth,26032,2256,2009,64,56,8
Jones,25924,3064,2837,56,51,5
O'Brien,25851,2130,1857,60,55,5
Jackson,25449,2324,2100,42,39,3
Floyd,25202,1744,1479,42,32,10
Clayton,24769,1761,1573,56,47,9
Hamilton,23183,1973,1715,49,45,4
Mills,21213,1763,1537,21,18,3
Hancock,21205,1543,1370,34,27,7
Harrison,21182,1905,1634,73,69,4
Page,21108,1973,1837,21,19,2
Allamakee,20890,1546,1436,51,41,10
Cherokee,20741,1679,1498,38,30,8
Cass,20567,1443,1277,54,48,6
Wright,20567,1878,1734,35,28,7
Madison,20427,1701,1485,19,15,4
Jefferson,20306,1430,1275,35,29,6
Sac,19856,1370,1216,19,19,0
Franklin,19285,1235,1087,21,19,2
Grundy,19171,1434,1305,32,27,5
Palo Alto,18609,1173,1035,23,22,1
Guthrie,18416,1271,1122,29,24,5
Calhoun,18183,1384,1311,13,12,1
Monona,17990,877,763,30,28,2
Mitchell,17772,1364,1213,41,38,3
Appanoose,17538,1443,1201,47,43,4
Winnebago,17285,1486,1307,31,26,5
Chickasaw,17282,1294,1202,15,13,2
Louisa,17155,1338,1200,49,42,7
Shelby,17087,1350,1205,37,33,4
Emmet,16915,1386,1178,40,38,2
Union,16912,1316,1181,32,26,6
Howard,16694,1076,998,22,18,4
Lyon,16020,1564,1458,41,37,4
Keokuk,15603,1019,906,31,31,0
Humboldt,15366,1234,1148,26,23,3
Greene,14795,817,745,10,10,0
Montgomery,14288,1097,947,37,35,2
Clarke,13311,1045,952,24,22,2
Worth,12971,759,675,8,7,1
Pocahontas,12816,887,810,21,21,0
Ida,12422,1009,839,34,32,2
Adair,12218,970,806,32,22,10
Audubon,12121,514,472,9,8,1
Davis,10849,870,763,24,23,1
Pending Investigation,10551,1025,951,0,0,0
Decatur,10333,606,576,9,9,0
Monroe,9638,989,887,28,21,7
Ringgold,9577,553,509,24,18,6
Lucas,9280,789,725,23,18,5
Osceola,8859,802,696,16,13,3
Taylor,8534,678,633,12,10,2
Van Buren,8348,581,528,18,15,3
Fremont,7269,650,579,9,7,2
Wayne,6918,564,489,23,18,5
Adams,5553,342,315,4,4,0
