County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,652399,62025,51962,593,528,65
Linn,274353,21335,19205,328,293,35
Black Hawk,203582,16780,14736,306,283,23
Johnson,199278,14535,13121,80,75,5
Scott,196825,19776,17145,233,213,20
Dubuque,178864,14140,12275,202,188,14
Story,154731,10903,9656,47,41,6
Woodbury,138248,15940,13771,219,201,18
Dallas,121554,12044,10218,96,84,12
Pottawattamie,113035,11534,9805,157,139,18
Marshall,78671,5110,4608,74,66,8
Cerro Gordo,72559,5535,4941,86,72,14
Warren,71976,5916,5121,86,76,10
Webster,65895,5329,4891,90,76,14
Clinton,59199,5733,4963,89,77,12
Des Moines,53363,4702,4245,64,53,11
Muscatine,51633,4808,4202,96,87,9
Lee,51543,3887,3579,55,42,13
Jasper,48992,4380,3857,69,64,5
Wapello,44854,4584,3987,120,116,4
Buena Vista,43015,4843,4094,40,36,4
Boone,42199,2725,2430,31,29,2
Sioux,42147,5170,4752,73,70,3
Poweshiek,40306,1588,1467,33,30,3
Marion,40076,3728,3389,75,64,11
Washington,38685,2624,2359,49,45,4
Bremer,37241,2910,2660,60,51,9
Winneshiek,36475,1985,1812,33,28,5
Plymouth,36333,4208,3637,79,71,8
Benton,35480,2638,2377,55,44,11
Carroll,34752,2971,2661,50,43,7
Henry,34557,2989,2769,37,36,1
Fayette,33842,1903,1762,41,36,5
Hardin,32795,1897,1678,40,33,7
Tama,31311,2181,1964,69,65,4
Mahaska,29344,2320,2111,49,44,5
Buchanan,29260,1964,1756,31,26,5
Cedar,29166,1899,1724,23,21,2
Clay,28322,2171,1855,25,20,5
Iowa,28186,1506,1392,24,22,2
Butler,28167,1703,1556,34,30,4
Crawford,26308,2842,2517,39,34,5
Delaware,26272,2025,1828,39,35,4
Dickinson,25096,2522,2024,43,37,6
Kossuth,24768,2215,1943,61,54,7
O'Brien,24688,2090,1791,59,54,5
Jones,24653,3026,2807,55,51,4
Jackson,24490,2289,2070,42,39,3
Floyd,24204,1702,1451,42,32,10
Clayton,23668,1726,1557,55,46,9
Hamilton,22449,1951,1697,49,45,4
Mills,20557,1720,1490,20,17,3
Page,20412,1943,1797,20,18,2
Allamakee,20261,1540,1408,51,41,10
Harrison,20240,1855,1609,73,69,4
Hancock,20042,1515,1350,34,27,7
Cherokee,20042,1653,1435,38,30,8
Wright,19980,1842,1718,35,28,7
Cass,19827,1414,1254,54,48,6
Madison,19519,1650,1450,19,15,4
Jefferson,19510,1416,1264,35,29,6
Sac,18895,1329,1184,19,19,0
Franklin,18697,1219,1074,21,19,2
Grundy,18511,1422,1295,32,27,5
Palo Alto,17586,1139,1004,22,20,2
Calhoun,17570,1378,1291,11,11,0
Guthrie,17439,1242,1082,28,23,5
Monona,17393,857,747,30,28,2
Mitchell,16994,1361,1191,41,38,3
Appanoose,16992,1428,1188,47,43,4
Chickasaw,16622,1282,1193,15,13,2
Winnebago,16617,1449,1285,31,26,5
Louisa,16434,1322,1191,48,41,7
Union,16331,1314,1171,32,26,6
Howard,16118,1067,979,22,18,4
Emmet,16096,1329,1114,40,38,2
Shelby,16086,1305,1145,35,32,3
Keokuk,14890,1007,901,30,30,0
Lyon,14863,1529,1424,41,37,4
Humboldt,14811,1224,1118,26,23,3
Greene,14201,807,727,10,10,0
Montgomery,13613,1064,934,37,35,2
Clarke,12717,1037,937,23,22,1
Pocahontas,12263,875,794,21,21,0
Worth,12170,730,663,8,7,1
Ida,11892,989,801,33,31,2
Adair,11878,958,792,32,22,10
Audubon,11420,509,465,9,8,1
Pending Investigation,11419,1022,926,0,0,0
Davis,10524,864,746,24,23,1
Decatur,10039,598,572,9,9,0
Ringgold,9292,551,496,22,18,4
Monroe,9278,965,878,28,21,7
Lucas,8896,775,708,22,18,4
Osceola,8172,754,670,16,13,3
Taylor,8139,669,632,12,10,2
Van Buren,8019,578,521,18,15,3
Fremont,6938,626,553,10,8,2
Wayne,6449,556,458,23,18,5
Adams,5218,331,316,4,4,0
