County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,597499,59085,49078,566,503,63
Linn,255455,20787,18666,319,287,32
Black Hawk,190033,16376,14340,295,275,20
Johnson,185676,13970,12650,76,71,5
Scott,182496,18503,16439,215,198,17
Dubuque,164731,13652,11868,196,183,13
Story,143132,10388,9173,46,40,6
Woodbury,126510,15150,13253,215,199,16
Dallas,112878,11531,9619,93,82,11
Pottawattamie,105328,10912,9410,148,131,17
Marshall,72432,5020,4447,73,65,8
Cerro Gordo,68385,5388,4829,83,70,13
Warren,66033,5652,4849,77,71,6
Webster,61697,5230,4759,88,74,14
Clinton,54514,5477,4746,87,76,11
Des Moines,49677,4620,4083,61,53,8
Lee,47872,3768,3410,54,41,13
Muscatine,47259,4578,3976,93,84,9
Jasper,44957,4225,3537,67,62,5
Wapello,40965,4424,3683,111,107,4
Buena Vista,40489,4764,3997,37,34,3
Boone,39186,2633,2322,30,28,2
Sioux,38075,4984,4612,69,66,3
Marion,36433,3640,3230,72,62,10
Washington,36172,2551,2292,48,44,4
Poweshiek,35856,1559,1427,30,28,2
Plymouth,33734,3988,3532,79,71,8
Bremer,33662,2848,2539,56,48,8
Benton,32573,2576,2208,54,44,10
Winneshiek,32432,1914,1709,30,26,4
Henry,32363,2945,2715,37,36,1
Carroll,32216,2878,2578,48,41,7
Fayette,30805,1871,1708,36,33,3
Hardin,30203,1832,1608,39,33,6
Tama,29071,2152,1899,68,65,3
Mahaska,27044,2266,2051,46,41,5
Cedar,26834,1813,1596,23,21,2
Buchanan,26677,1883,1674,30,26,4
Iowa,26039,1471,1326,23,21,2
Butler,25971,1681,1524,32,28,4
Clay,25906,1974,1779,25,20,5
Crawford,24276,2784,2409,35,31,4
Delaware,23850,1904,1788,40,35,5
Jones,22803,2954,2770,55,51,4
Jackson,22734,2228,2012,39,36,3
Dickinson,22730,2216,1910,40,34,6
O'Brien,22635,1983,1703,58,54,4
Kossuth,22572,2099,1863,55,49,6
Floyd,22525,1649,1411,41,31,10
Clayton,21760,1683,1533,54,46,8
Hamilton,21240,1926,1655,42,41,1
Mills,19346,1647,1430,20,17,3
Wright,19011,1812,1679,31,26,5
Hancock,18852,1479,1327,31,26,5
Allamakee,18712,1505,1319,48,38,10
Page,18624,1851,1727,19,18,1
Cass,18586,1372,1175,52,47,5
Harrison,18360,1802,1569,70,66,4
Cherokee,18235,1572,1386,37,29,8
Madison,18206,1598,1366,18,14,4
Jefferson,18105,1393,1240,34,28,6
Franklin,17732,1195,1055,20,19,1
Sac,17473,1275,1139,18,18,0
Grundy,17127,1402,1247,31,26,5
Calhoun,16380,1348,1253,11,11,0
Monona,16050,825,726,29,27,2
Palo Alto,15986,1071,951,22,20,2
Guthrie,15876,1180,1047,28,23,5
Appanoose,15817,1396,1137,47,43,4
Mitchell,15622,1328,1154,40,38,2
Chickasaw,15511,1263,1160,15,13,2
Winnebago,15489,1401,1236,31,26,5
Louisa,15331,1293,1151,47,40,7
Union,15241,1273,1141,31,26,5
Howard,14922,1039,933,22,18,4
Shelby,14593,1240,1088,34,31,3
Emmet,14586,1225,1088,40,38,2
Humboldt,13806,1189,1083,25,22,3
Keokuk,13729,993,870,29,29,0
Lyon,13373,1465,1389,41,37,4
Greene,13235,782,710,10,10,0
Pending Investigation,12725,1012,852,0,0,0
Montgomery,12705,1047,921,36,34,2
Clarke,12012,1014,879,21,21,0
Pocahontas,11604,856,788,19,19,0
Worth,11123,706,636,8,7,1
Adair,11121,933,724,31,22,9
Ida,10714,944,766,32,30,2
Audubon,10612,494,439,9,8,1
Davis,9592,835,718,23,22,1
Decatur,9080,588,529,9,9,0
Ringgold,8785,529,474,20,17,3
Monroe,8580,942,838,28,21,7
Lucas,8243,756,668,21,17,4
Taylor,7593,666,620,12,10,2
Van Buren,7513,562,514,18,15,3
Osceola,7264,710,646,15,13,2
Fremont,6513,597,538,9,7,2
Wayne,5349,515,416,21,17,4
Adams,4804,327,312,4,4,0
