County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,58397,164470,7613,395157
Linn,22303,86624,7018,201234
Story,13229,32342,1722,78814
Johnson,12806,68265,3158,152141
Scott,11262,60425,4213,137595
Dallas,9933,28558,1547,67428
Black Hawk,9222,52160,4868,118696
Pottawattamie,7145,33234,4321,78892
Dubuque,6577,49412,1388,106608
Woodbury,4838,34906,3946,78189
Marshall,3535,8773,2520,23537
Warren,3508,12695,602,29271
Cerro Gordo,3505,19660,1247,44127
Clinton,3015,11792,1102,27781
Jasper,2932,9824,561,22921
Muscatine,2765,9693,4125,26396
Webster,2670,13276,870,30307
Des Moines,2645,14208,578,31651
Lee,1820,9191,1226,21689
Bremer,1755,9860,981,22430
Wapello,1732,9310,448,20886
Boone,1729,8676,335,19339
Marion,1571,9732,3752,24904
Jones,1566,4190,608,10600
Tama,1530,5880,944,14159
Carroll,1509,7586,853,17631
Henry,1500,5423,1100,13494
Washington,1400,5260,403,12337
Poweshiek,1375,7086,187,15674
Winneshiek,1372,5907,682,13900
Page,1320,5268,627,12502
Mahaska,1251,5738,296,13069
Madison,1214,5389,110,12113
Sioux,1205,8186,2364,19954
Buena Vista,1100,5171,3160,14702
Hamilton,1093,5391,339,12332
Benton,1076,6083,372,13616
Jefferson,1009,5762,754,13295
Jackson,992,6581,142,14285
Fayette,967,8778,833,19375
Floyd,895,5046,772,11766
Iowa,849,4620,484,10580
Mills,807,4454,97,9827
Harrison,787,2588,201,6168
Dickinson,732,6459,148,13811
Emmet,720,4095,298,9308
Cass,715,9109,270,19390
Union,707,3856,154,8453
Cedar,693,5212,224,11319
Buchanan,654,5218,213,11300
Hardin,653,5098,1190,12080
Guthrie,638,3467,174,7748
Clay,633,7143,92,14970
Grundy,622,3770,217,8385
Crawford,619,4985,1466,12081
Shelby,605,4858,61,10435
Allamakee,585,4946,58,10529
Kossuth,583,5023,380,11051
Delaware,577,3702,650,8617
Lucas,548,2682,328,6295
Plymouth,533,6051,2798,15469
Cherokee,532,3886,182,8490
Calhoun,526,3592,130,7856
Clarke,520,3402,1296,8617
Greene,493,3719,406,8397
O'Brien,492,4435,245,9618
Clayton,490,5459,594,12026
Wright,472,3981,1515,9928
Appanoose,466,3629,411,8211
Winnebago,455,3228,406,7339
Butler,449,3358,113,7283
Sac,442,2827,0,6110
Montgomery,437,2648,515,6272
Mitchell,391,3816,64,8101
Hancock,390,2513,576,5991
Lyon,389,2561,27,5534
Pocahontas,377,1443,130,3395
Franklin,365,2972,187,6502
Humboldt,363,3462,322,7744
Monona,361,1645,105,3742
Howard,331,1710,106,3843
Louisa,325,2809,1493,7412
Decatur,319,2501,105,5500
Wayne,317,2624,338,5979
Chickasaw,297,2433,298,5456
Palo Alto,280,2918,96,6248
Monroe,268,2685,212,5876
Ringgold,252,1755,1,3796
Out of State,250,4254,0,8438
Davis,249,2881,1607,7640
Worth,229,1440,0,3106
Adair,213,1900,285,4248
Taylor,207,1964,0,4162
Osceola,183,1262,128,2835
Ida,177,1381,438,3375
Van Buren,172,1280,79,2811
Keokuk,171,1371,100,3014
Adams,170,1504,1,3332
Audubon,134,1806,101,3844
Fremont,133,1445,73,3098
