County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,21083,245851,13092,525483
Linn,7129,118632,8843,251978
Scott,6250,77704,6277,169168
Johnson,5595,88352,4282,186189
Black Hawk,4284,65483,6191,141656
Story,4150,47961,2830,102113
Woodbury,3818,41919,4932,92165
Pottawattamie,3776,43194,4867,95950
Dallas,3046,42876,2493,89919
Dubuque,2890,58678,2212,122262
Cerro Gordo,1791,24271,1973,52379
Des Moines,1648,17490,722,37396
Webster,1284,16557,1346,36005
Clinton,1278,16088,1598,35125
Warren,1125,16584,1026,35156
Muscatine,1011,13450,4972,33004
Marshall,1008,13386,2917,30580
Lee,830,11676,1955,26374
Bremer,752,11980,1266,25973
Wapello,752,11787,947,25393
Marion,726,11728,4039,28363
Jasper,703,13648,1151,28948
Buena Vista,649,6776,3589,17888
Page,605,6578,848,14640
Boone,561,10998,576,23079
Jefferson,558,7192,974,15910
Emmet,544,4545,385,10139
Tama,535,8052,984,17703
Sioux,496,9777,2679,22737
Carroll,495,9465,1116,20716
Washington,491,7052,550,15151
Mills,484,5750,150,12162
Winneshiek,483,7952,1059,17415
Henry,463,7106,1940,16666
Mahaska,461,7242,573,15565
Dickinson,453,7438,255,15583
Clay,451,8030,295,16751
Poweshiek,446,8980,431,18744
Fayette,445,9877,928,21141
Cass,427,10012,431,21110
Plymouth,373,6913,2973,17215
Benton,355,7386,464,15598
Kossuth,316,5806,496,12463
Crawford,312,5950,1592,13830
Union,307,4773,316,10076
Grundy,288,4470,409,9649
Montgomery,287,3151,581,7189
Allamakee,284,5500,118,11409
Jackson,284,7884,260,16298
Madison,279,6774,161,14061
Buchanan,271,6104,339,12815
Appanoose,260,4124,480,9080
Wright,249,4756,1718,11460
Clarke,247,4127,1367,9882
Out of State,246,5210,1,10374
Floyd,244,6208,1072,13750
Shelby,240,5652,142,11727
O'Brien,238,5168,351,10934
Jones,235,6062,905,13316
Harrison,233,3266,255,7033
Hamilton,223,6793,411,14377
Cedar,219,6113,286,12700
Winnebago,215,3834,505,8405
Cherokee,215,4566,286,9640
Hardin,207,6046,1345,13703
Humboldt,203,3866,395,8479
Delaware,199,4534,776,10008
Iowa,198,5604,621,12048
Greene,190,4334,508,9439
Clayton,174,5928,664,12739
Guthrie,170,4290,270,9039
Wayne,166,2869,385,6397
Davis,162,3152,1667,8191
Decatur,150,2815,123,5999
Palo Alto,148,3258,153,6843
Lucas,148,3335,406,7314
Louisa,148,3166,1533,8003
Mitchell,141,4334,163,8992
Monroe,138,3138,303,6750
Franklin,121,3417,254,7218
Adair,116,2177,333,4755
Lyon,108,2938,78,6073
Chickasaw,105,2761,345,5964
Howard,103,2130,186,4533
Sac,88,3211,51,6580
Butler,86,3792,177,7868
Calhoun,78,4081,182,8455
Ida,77,1575,502,3726
Hancock,75,2969,719,6733
Taylor,73,2186,22,4496
Van Buren,73,1407,119,3008
Adams,72,1642,10,3556
Monona,71,2105,212,4477
Ringgold,68,2059,6,4250
Pocahontas,64,1867,156,3958
Fremont,61,1597,98,3353
Worth,38,1716,1,3468
Keokuk,33,1585,100,3301
Osceola,31,1485,177,3177
Audubon,22,2000,101,4123
