County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,714138,64915,55412,625,551,74
Linn,300238,22248,19946,335,299,36
Black Hawk,220397,17288,15257,308,285,23
Scott,218508,21442,18863,241,217,24
Johnson,216873,15339,13923,83,77,6
Dubuque,197074,14650,12929,208,193,15
Story,166043,11374,10244,48,42,6
Woodbury,150155,16419,14695,228,209,19
Dallas,131476,12514,10796,98,85,13
Pottawattamie,123068,12236,10606,168,148,20
Marshall,84471,5197,4704,75,67,8
Warren,79850,6270,5472,88,78,10
Cerro Gordo,78667,5818,5131,89,74,15
Webster,70214,5408,4989,93,78,15
Clinton,65440,6030,5285,93,79,14
Des Moines,57792,4930,4355,66,55,11
Muscatine,57578,5144,4533,99,90,9
Lee,55247,3997,3638,55,42,13
Jasper,53376,4536,4044,72,66,6
Wapello,48214,4666,4131,122,118,4
Sioux,47049,5322,4990,74,71,3
Poweshiek,46115,1622,1499,34,31,3
Buena Vista,45845,4895,4178,40,36,4
Boone,45378,2826,2552,34,31,3
Marion,43511,3828,3488,75,64,11
Washington,42639,2711,2442,50,46,4
Winneshiek,41270,2049,1912,34,29,5
Bremer,40574,2980,2731,60,51,9
Plymouth,39263,4313,3901,80,72,8
Benton,38353,2724,2452,55,44,11
Carroll,37567,3068,2739,52,43,9
Fayette,37345,1933,1794,41,36,5
Henry,37153,3068,2824,37,36,1
Hardin,35985,1988,1762,43,34,9
Tama,33338,2223,1993,71,67,4
Mahaska,32278,2414,2191,51,46,5
Cedar,32257,1990,1812,23,21,2
Buchanan,32219,2018,1853,32,26,6
Clay,31555,2260,2087,25,20,5
Iowa,30423,1551,1436,24,22,2
Butler,30227,1741,1588,34,30,4
Delaware,29812,2138,1989,41,37,4
Crawford,28726,2906,2585,40,35,5
Dickinson,27608,2673,2376,43,37,6
Jones,27481,3111,2877,57,51,6
Kossuth,26896,2272,2069,64,56,8
O'Brien,26773,2150,1907,60,55,5
Floyd,26451,1787,1513,42,32,10
Jackson,26380,2350,2142,42,39,3
Clayton,25861,1783,1621,56,47,9
Hamilton,23927,1985,1739,49,45,4
Hancock,22063,1582,1401,34,27,7
Allamakee,21970,1572,1442,51,41,10
Page,21919,1993,1883,22,20,2
Harrison,21890,1930,1687,73,69,4
Mills,21718,1792,1568,22,19,3
Madison,21451,1765,1522,19,15,4
Cherokee,21351,1689,1530,38,30,8
Wright,21228,1914,1773,37,30,7
Cass,21215,1469,1294,54,48,6
Jefferson,21017,1441,1287,35,29,6
Sac,20975,1387,1255,19,19,0
Franklin,20169,1306,1103,21,19,2
Grundy,19752,1443,1322,33,27,6
Palo Alto,19359,1185,1085,23,22,1
Guthrie,19084,1298,1156,30,24,6
Calhoun,18982,1435,1319,13,12,1
Monona,18505,884,785,30,28,2
Appanoose,18505,1454,1221,49,44,5
Mitchell,18371,1374,1222,42,39,3
Chickasaw,18109,1310,1218,16,14,2
Winnebago,18079,1531,1332,31,26,5
Shelby,17828,1370,1245,37,33,4
Louisa,17794,1345,1226,49,42,7
Union,17704,1364,1203,33,26,7
Emmet,17523,1417,1245,40,38,2
Howard,17283,1092,1009,22,18,4
Lyon,16931,1587,1507,41,37,4
Keokuk,16097,1028,920,31,31,0
Humboldt,15753,1239,1157,26,23,3
Greene,15350,825,756,10,10,0
Montgomery,14685,1110,971,38,36,2
Clarke,13812,1060,961,24,22,2
Pocahontas,13627,898,821,22,22,0
Worth,13558,790,703,8,7,1
Ida,12879,1013,858,35,32,3
Audubon,12574,530,483,10,9,1
Adair,12516,985,815,32,22,10
Davis,11521,903,775,24,23,1
Decatur,10665,624,587,9,9,0
Ringgold,10294,579,532,24,18,6
Monroe,9999,995,915,29,22,7
Lucas,9671,801,729,23,18,5
Osceola,9317,813,737,16,13,3
Pending Investigation,9130,998,930,0,0,0
Taylor,8929,684,644,12,10,2
Van Buren,8716,583,541,18,15,3
Fremont,7470,657,607,9,7,2
Wayne,7383,580,497,23,18,5
Adams,5830,350,330,4,4,0
