RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19175,3069,2958,111
19113,65828,59409,6419
19163,43433,40076,3357
19055,4782,4124,658
19151,1870,1706,164
19013,37845,33911,3934
19157,4766,4504,262
19075,4035,3755,280
19127,10952,8820,2132
19181,12703,12017,686
19061,31815,30790,1025
19015,7914,7523,391
19017,8240,7429,811
19153,120220,112599,7621
19081,2874,2567,307
19033,13682,12641,1041
19103,50965,47494,3471
19131,3178,3127,51
19125,8879,7120,1759
19167,8065,6688,1377
19129,3553,3354,199
19171,5329,4644,685
19189,2925,2481,444
19133,2674,2542,132
19069,2894,2641,253
19029,4389,4169,220
19107,2499,2285,214
19095,5055,4573,482
19141,4199,3805,394
19019,6223,5792,431
19169,23799,22402,1397
19049,22732,21196,1536
19021,6634,4063,2571
19193,24096,21215,2881
19057,9973,9401,572
19035,3465,3181,284
19187,9908,9053,855
19079,4789,4268,521
19091,2520,2232,288
19139,12230,9096,3134
19121,3870,3689,181
19179,8412,6541,1871
19041,4410,4185,225
19045,11420,10466,954
19039,2787,2199,588
19047,4708,3566,1142
19099,9078,8280,798
19101,4574,4064,510
19161,3014,2783,231
19155,21553,19866,1687
19053,1835,1666,169
19085,3579,3312,267
19023,4732,4466,266
19067,4233,3994,239
19073,2659,2321,338
19037,3715,3185,530
19031,5717,5235,482
19191,6516,5955,561
19007,3288,2997,291
19117,1963,1683,280
19071,1685,1539,146
19109,4557,4155,402
19077,3207,2991,216
19147,2612,2474,138
19059,5406,5263,143
19093,1865,1598,267
19005,3998,3883,115
19089,2450,2134,316
19111,7998,7149,849
19197,4210,3479,731
19027,6535,5776,759
19123,4669,4127,542
19137,3032,2607,425
19051,1813,1732,81
19083,5162,4483,679
19105,5702,4993,709
19149,7522,5695,1827
19043,5317,4864,453
19065,6402,5974,428
19165,3505,3365,140
19011,7344,6640,704
19009,1901,1796,105
19097,5358,5134,224
19025,3161,2965,196
19185,1546,1419,127
19087,4765,4396,369
19135,1970,1746,224
19183,6059,5584,475
19145,4124,3753,371
19143,1538,1402,136
19115,3052,2162,890
19001,2003,1794,209
19159,1482,1457,25
19003,1093,1065,28
19063,2766,2537,229
19195,1980,1862,118
19119,2394,2276,118
19173,1796,1760,36
19177,1452,1326,126
,27,21,6
