County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,235933,46774,40414,465,419,46
Linn,101459,18038,16221,279,255,24
Scott,75181,15844,13852,172,162,10
Johnson,69392,12287,10771,52,48,4
Black Hawk,60985,14078,12584,243,229,14
Woodbury,52371,13120,11977,181,168,13
Dubuque,50737,11622,10377,159,150,9
Story,48831,8805,7906,38,33,5
Dallas,46559,9079,7719,72,61,11
Pottawattamie,42072,9164,8050,115,101,14
Warren,24054,4582,3665,39,37,2
Cerro Gordo,21111,4735,4236,72,61,11
Webster,19397,4720,4335,77,66,11
Clinton,19114,4579,4031,68,62,6
Muscatine,18738,3958,3434,78,71,7
Des Moines,18492,3949,3434,43,39,4
Marshall,18125,4308,3984,62,57,5
Jasper,15516,3318,2787,59,57,2
Wapello,14935,3503,2998,98,96,2
Sioux,14026,4597,4246,57,55,2
Lee,13876,3244,2794,32,26,6
Buena Vista,13473,3963,3642,30,27,3
Marion,13422,3090,2616,53,46,7
Boone,11886,2228,1822,17,15,2
Plymouth,11856,3531,3273,70,63,7
Benton,10933,2130,1938,50,40,10
Bremer,10373,2497,2256,48,44,4
Washington,10335,2229,1810,33,32,1
Carroll,10164,2582,2293,34,28,6
Henry,9690,2673,2429,31,31,0
Dickinson,9156,1887,1662,29,26,3
Mahaska,9096,1976,1633,37,33,4
Jones,8696,2746,2566,50,48,2
Pending Investigation,8681,1014,610,0,0,0
Winneshiek,8638,1608,1329,20,18,2
Buchanan,8137,1621,1408,24,22,2
Fayette,7968,1660,1331,24,22,2
Cedar,7861,1556,1343,19,18,1
Jackson,7857,1949,1738,32,31,1
Crawford,7821,2344,2065,24,21,3
Poweshiek,7388,1351,1164,24,22,2
Tama,7379,1901,1702,59,57,2
Clay,7290,1725,1511,21,17,4
Hardin,7240,1570,1429,31,28,3
Wright,7147,1669,1506,24,22,2
Iowa,7080,1277,1110,22,21,1
Delaware,6941,1762,1580,36,32,4
Mills,6931,1385,1251,17,16,1
Kossuth,6824,1789,1530,44,41,3
Floyd,6739,1415,1243,36,28,8
Jefferson,6589,1221,973,25,22,3
Hamilton,6556,1623,1434,30,29,1
Madison,6549,1236,924,10,9,1
Clayton,6094,1538,1352,49,41,8
Butler,6071,1513,1248,24,21,3
O'Brien,5884,1710,1541,54,50,4
O'Brien,5884,1710,1541,1,1,0
Union,5867,1115,998,23,21,2
Harrison,5759,1582,1372,62,58,4
Cass,5504,1150,985,43,41,2
Page,5333,1471,1353,15,14,1
Winnebago,5332,1221,1069,29,24,5
Cherokee,5292,1400,1204,27,23,4
Allamakee,5241,1309,1128,30,26,4
Appanoose,5194,1125,940,40,39,1
Hancock,5169,1315,1134,24,19,5
Grundy,5010,1226,1063,28,23,5
Guthrie,4922,1041,917,24,19,5
Mitchell,4912,1168,1000,37,36,1
Louisa,4784,1161,1025,30,25,5
Calhoun,4752,1234,1162,9,9,0
Sac,4707,1120,1016,15,15,0
Chickasaw,4659,1137,1015,12,11,1
Shelby,4630,1055,907,27,27,0
Franklin,4493,1033,851,18,17,1
Emmet,4446,1113,963,32,31,1
Humboldt,4214,1066,938,19,16,3
Clarke,4136,811,656,9,9,0
Lyon,4049,1375,1222,33,30,3
Palo Alto,3925,918,788,11,10,1
Howard,3834,859,675,19,15,4
Montgomery,3815,888,719,24,23,1
Greene,3665,697,636,7,7,0
Keokuk,3570,862,767,26,26,0
Lucas,3305,666,533,10,9,1
Monona,3275,685,530,18,17,1
Worth,3217,619,505,4,3,1
Adair,3159,696,582,20,16,4
Pocahontas,3132,781,681,11,11,0
Decatur,2983,496,417,4,4,0
Monroe,2929,822,612,20,17,3
Ida,2816,760,677,30,29,1
Davis,2799,701,624,21,20,1
Fremont,2368,524,455,6,4,2
Van Buren,2336,502,442,15,13,2
Taylor,2242,599,537,9,7,2
Audubon,2233,422,361,8,8,0
Osceola,2147,647,604,11,9,2
Ringgold,2077,450,348,11,10,1
Wayne,1943,420,359,21,17,4
Adams,1378,299,254,3,3,0
