RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,470403,29064,214808,11737
19183,18787,785,8679,642
19123,13893,516,6322,734
19015,25593,1256,11826,683
19181,45196,2420,20800,1177
19037,9543,257,4319,649
19155,70098,3888,32092,2029
19021,15481,675,6042,2721
19069,7981,289,3677,338
19161,7778,183,3642,311
19107,7109,222,3302,283
19189,8155,301,3652,550
19113,224721,9539,103710,7764
19103,168645,6864,78655,4463
19193,75628,3698,33805,4318
19169,94988,5023,43714,2531
19099,31502,1413,14311,1468
19187,30426,1253,13985,1203
19095,15278,597,7026,630
19157,16667,621,7812,421
19045,35626,1702,16309,1307
19163,135038,7182,61520,4820
19049,89879,4837,41431,2184
19127,34854,2171,15168,2351
19083,13902,430,6302,867
19017,22691,957,10377,983
19059,15921,547,7566,240
19051,4960,204,2307,142
19055,13519,387,6169,795
19019,16951,634,7873,569
19065,16383,594,7633,523
19139,35155,1641,14929,3656
19115,7550,286,3138,988
19171,15030,608,6829,764
19089,6853,245,3091,426
19119,6672,126,3194,158
19179,23516,992,10217,2086
19031,16949,608,7852,636
19081,7884,220,3618,428
19121,13196,530,6186,295
19013,115337,5023,52621,5071
19027,18833,622,8621,970
19191,19087,697,8781,831
19125,24660,1000,10797,2065
19117,5710,224,2562,362
19077,9573,424,4422,305
19029,11531,359,5420,332
19033,39303,1775,18014,1499
19011,22064,747,10237,842
19061,97805,3238,46482,1604
19053,4648,184,2120,222
19041,12916,487,6041,347
19167,21157,636,9461,1599
19109,12142,492,5566,519
19195,5764,162,2717,168
19091,7191,223,3312,344
19087,14910,549,6458,1449
19063,7311,400,3309,293
19023,13081,408,6140,393
19007,8669,318,3982,388
19079,13850,488,6358,646
19175,9495,411,4422,240
19133,7005,212,3297,199
19141,10643,322,4922,477
19075,11582,414,5367,435
19165,10563,267,5048,200
19009,5083,163,2390,140
19105,18432,614,8438,942
19145,12027,537,5506,483
19025,8844,239,4149,306
19067,12477,454,5782,459
19039,6941,339,2959,684
19147,7024,215,3302,205
19071,4832,155,2246,185
19057,28579,1583,13102,791
19097,16022,477,7598,349
19003,2969,114,1403,49
19173,4455,136,2129,61
19131,8007,203,3816,172
19111,23440,1002,10515,1408
19005,10344,386,4876,206
19197,10366,434,4528,876
19177,4311,118,2005,183
19093,4848,138,2164,382
19073,7493,385,3313,482
19159,3996,112,1923,38
19047,12239,428,5266,1280
19001,5375,263,2406,299
19137,8007,313,3592,510
19035,9270,264,4333,340
19151,5299,188,2456,199
19135,5314,191,2414,295
19185,4035,208,1833,161
19149,18342,706,7815,2006
19101,13039,714,5826,670
19085,10413,427,4826,333
19129,10919,554,5051,263
19143,4196,122,1940,194
19043,13166,299,6161,545
,84,6,36,6
