County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,723872,65217,56015,631,554,77
Linn,304340,22365,20140,336,300,36
Black Hawk,222580,17345,15347,309,286,23
Scott,222321,21581,19164,243,219,24
Johnson,219299,15395,14134,84,77,7
Dubuque,200067,14704,13014,209,193,16
Story,167358,11423,10351,48,42,6
Woodbury,151773,16472,14799,228,209,19
Dallas,133004,12564,10907,98,85,13
Pottawattamie,124325,12286,10745,170,148,22
Marshall,85303,5216,4714,76,68,8
Warren,80953,6293,5560,90,80,10
Cerro Gordo,79934,5886,5190,89,74,15
Webster,70900,5415,5001,94,79,15
Clinton,66615,6062,5341,93,79,14
Des Moines,58766,4988,4407,66,55,11
Muscatine,58400,5183,4595,103,94,9
Lee,56102,4015,3656,55,42,13
Jasper,54074,4546,4066,72,66,6
Wapello,48856,4681,4139,122,118,4
Sioux,47529,5329,5021,74,71,3
Poweshiek,47143,1635,1509,35,32,3
Buena Vista,46159,4901,4192,40,36,4
Boone,45789,2852,2575,34,31,3
Marion,43996,3843,3508,76,65,11
Washington,43221,2721,2460,51,47,4
Winneshiek,41530,2048,1921,35,30,5
Bremer,41063,2995,2744,60,51,9
Plymouth,39689,4317,3912,80,72,8
Benton,38955,2729,2469,55,44,11
Carroll,38066,3078,2767,52,43,9
Fayette,37752,1936,1806,41,36,5
Henry,37627,3085,2847,37,36,1
Hardin,36745,1997,1787,44,34,10
Tama,33614,2230,2005,71,67,4
Buchanan,32657,2025,1860,33,27,6
Mahaska,32610,2420,2209,51,46,5
Cedar,32561,1999,1835,23,21,2
Clay,31901,2266,2111,26,21,5
Iowa,30765,1554,1448,24,22,2
Butler,30482,1745,1589,35,31,4
Delaware,30406,2146,2014,41,37,4
Crawford,29161,2916,2589,40,35,5
Dickinson,28042,2679,2412,44,38,6
Jones,27786,3117,2891,57,51,6
Kossuth,27172,2278,2083,65,56,9
O'Brien,26929,2149,1924,60,55,5
Jackson,26813,2371,2159,42,39,3
Floyd,26716,1798,1537,42,32,10
Clayton,26313,1789,1629,56,47,9
Hamilton,24093,1995,1744,50,45,5
Hancock,22476,1594,1412,34,27,7
Allamakee,22267,1578,1446,51,41,10
Page,22127,1996,1889,22,20,2
Harrison,22062,1930,1704,73,69,4
Mills,21878,1795,1581,23,20,3
Madison,21807,1776,1545,19,15,4
Jefferson,21493,1446,1295,35,29,6
Cherokee,21489,1691,1538,38,30,8
Wright,21417,1922,1781,37,30,7
Cass,21406,1473,1315,54,48,6
Sac,21235,1388,1272,19,19,0
Franklin,20568,1325,1118,21,19,2
Grundy,19890,1446,1325,33,27,6
Palo Alto,19503,1193,1093,23,22,1
Guthrie,19347,1306,1172,31,25,6
Calhoun,19199,1438,1324,13,12,1
Monona,18659,885,794,31,29,2
Appanoose,18659,1460,1223,49,44,5
Mitchell,18590,1376,1225,42,39,3
Winnebago,18379,1538,1354,31,26,5
Chickasaw,18313,1312,1217,16,14,2
Louisa,18016,1350,1230,49,42,7
Shelby,18001,1372,1261,37,33,4
Union,17933,1366,1210,33,26,7
Emmet,17700,1421,1270,40,38,2
Howard,17416,1091,1016,22,18,4
Lyon,17150,1591,1523,41,37,4
Keokuk,16238,1029,922,31,31,0
Humboldt,15899,1242,1159,26,23,3
Greene,15468,825,759,10,10,0
Montgomery,14796,1112,983,38,36,2
Clarke,13955,1062,965,24,22,2
Pocahontas,13860,899,830,22,22,0
Worth,13740,794,715,8,7,1
Ida,12955,1019,862,35,32,3
Audubon,12927,536,485,10,9,1
Adair,12634,990,827,32,22,10
Davis,11698,912,779,24,23,1
Decatur,10747,625,591,9,9,0
Ringgold,10394,577,533,24,18,6
Monroe,10092,999,921,29,22,7
Lucas,9795,805,742,23,18,5
Osceola,9451,815,760,16,13,3
Taylor,9100,686,645,12,10,2
Van Buren,8823,586,540,18,15,3
Pending Investigation,8205,987,924,0,0,0
Fremont,7579,660,611,9,7,2
Wayne,7495,583,501,23,18,5
Adams,5941,352,334,4,4,0
