County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28161,262589,15611,568548
Linn,9628,125481,9680,269042
Scott,8491,82424,6818,181363
Johnson,7053,92024,4676,195391
Black Hawk,6338,69587,6420,152120
Woodbury,5636,45399,5074,101087
Pottawattamie,5368,46082,5011,103478
Story,5186,50372,3284,108388
Dallas,4638,45799,2823,97711
Dubuque,4167,61496,2441,129411
Cerro Gordo,2559,25806,2137,56456
Des Moines,2182,18852,798,40745
Clinton,1862,17298,1726,38269
Webster,1801,17715,1435,38909
Muscatine,1577,14439,5298,35867
Warren,1545,17436,1165,37413
Marshall,1487,14456,3259,33516
Buena Vista,1271,7459,3869,20159
Lee,1250,12579,2220,28858
Wapello,1226,12568,1059,27543
Marion,1091,12460,4184,30354
Jasper,1035,14322,1220,30694
Bremer,976,12761,1493,27981
Sioux,917,10323,2788,24358
Jefferson,788,7624,1003,17030
Winneshiek,786,8456,1071,18732
Page,775,6987,857,15632
Carroll,742,10016,1276,22224
Henry,719,7607,2128,18103
Boone,716,11570,617,24404
Poweshiek,704,9343,487,19786
Mahaska,700,7698,589,16737
Clay,693,8413,314,17775
Washington,689,7488,598,16281
Fayette,672,10240,960,22114
Dickinson,641,7846,289,16627
Tama,641,8273,985,18267
Crawford,614,6341,1608,14933
Plymouth,600,7314,2995,18259
Emmet,594,4700,423,10548
Cass,591,10345,473,21991
Mills,591,6279,184,13358
Benton,532,7692,488,16404
Buchanan,511,6521,380,13928
Union,501,5058,356,10876
Jackson,494,8268,303,17313
Floyd,463,6604,1230,14851
Appanoose,455,4309,519,9681
Delaware,444,4806,822,10844
Grundy,429,4739,514,10421
Hardin,425,6322,1351,14496
Montgomery,420,3384,606,7825
Kossuth,404,6067,534,13109
Allamakee,403,5787,129,12124
Harrison,393,3341,271,7362
Jones,390,6361,993,14152
Cherokee,385,4795,374,10357
Hamilton,378,7076,426,15119
Clarke,376,4399,1387,10571
O'Brien,370,5393,424,11581
Wright,348,5020,1826,12192
Madison,346,7047,193,14715
Shelby,342,5932,195,12437
Winnebago,298,4065,513,8957
Humboldt,295,4026,436,8940
Cedar,289,6349,301,13255
Greene,280,4475,525,9825
Clayton,280,6041,668,13071
Howard,258,2227,246,4939
Guthrie,253,4453,327,9511
Mitchell,245,4507,196,9481
Out of State,236,5210,1,10389
Davis,227,3314,1700,8608
Iowa,227,5761,663,12436
Franklin,221,3552,282,7617
Lucas,221,3466,442,7685
Wayne,218,2945,412,6630
Palo Alto,216,3389,179,7198
Decatur,215,2916,138,6279
Monroe,177,3268,378,7123
Louisa,173,3254,1583,8258
Lyon,163,3032,120,6357
Adair,158,2244,344,4943
Chickasaw,150,2845,362,6192
Calhoun,148,4104,224,8611
Sac,143,3244,76,6730
Hancock,138,3051,749,6989
Monona,135,2182,231,4714
Ida,127,1620,543,3906
Taylor,110,2265,37,4705
Ringgold,108,2163,6,4496
Butler,102,3838,193,7988
Pocahontas,99,1942,182,4172
Fremont,91,1628,98,3445
Adams,85,1676,22,3651
Van Buren,80,1430,149,3093
Worth,67,1769,1,3603
Keokuk,62,1623,100,3408
Audubon,56,2045,101,4245
Osceola,45,1540,204,3329
