County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,28472,260033,15489,563615
Linn,9760,124531,9650,267225
Scott,8458,81721,6781,179894
Johnson,7031,91509,4637,194320
Black Hawk,6334,68895,6409,150731
Woodbury,5715,44866,5072,100099
Pottawattamie,5508,45565,4996,102565
Story,5091,50001,3239,107535
Dallas,4578,45328,2822,96699
Dubuque,4241,61061,2424,128593
Cerro Gordo,2583,25568,2120,55979
Des Moines,2226,18651,796,40380
Clinton,1857,17125,1712,37902
Webster,1800,17564,1435,38602
Warren,1604,17266,1145,37116
Marshall,1500,14279,3255,33172
Muscatine,1386,14286,5252,35325
Lee,1289,12419,2202,28560
Wapello,1248,12428,1051,27280
Buena Vista,1168,7355,3858,19835
Marion,1156,12313,4160,30100
Jasper,1064,14211,1220,30500
Bremer,1004,12645,1482,27772
Sioux,896,10209,2788,24111
Page,800,6909,855,15501
Jefferson,781,7558,1003,16892
Winneshiek,778,8379,1071,18573
Carroll,763,9923,1257,22038
Henry,733,7494,2084,17851
Boone,709,11501,611,24253
Mahaska,705,7621,589,16587
Washington,693,7428,596,16158
Clay,688,8359,313,17659
Poweshiek,673,9283,487,19633
Tama,661,8221,985,18183
Fayette,660,10192,960,22004
Dickinson,638,7798,289,16529
Emmet,605,4677,418,10507
Cass,602,10282,473,21877
Mills,602,5951,180,12716
Plymouth,600,7235,2995,18100
Crawford,599,6261,1608,14757
Buchanan,539,6448,377,13803
Benton,529,7638,487,16293
Jackson,510,8185,303,17164
Union,508,5021,356,10809
Floyd,464,6539,1221,14712
Appanoose,463,4265,516,9600
Montgomery,446,3338,606,7753
Hardin,437,6269,1351,14400
Grundy,434,4706,511,10358
Delaware,418,4781,822,10767
Kossuth,414,6023,529,13027
Allamakee,413,5737,128,12031
Harrison,407,3314,271,7322
O'Brien,385,5345,413,11490
Jones,385,6316,993,14054
Clarke,380,4351,1387,10480
Hamilton,374,7036,426,15033
Cherokee,370,4748,372,10244
Madison,358,7005,189,14636
Wright,356,4986,1818,12127
Shelby,356,5886,189,12356
Humboldt,310,3984,436,8871
Cedar,304,6314,301,13200
Winnebago,299,4027,513,8885
Clayton,285,6011,669,13021
Greene,283,4449,525,9778
Guthrie,275,4417,323,9455
Howard,254,2220,229,4905
Mitchell,247,4492,194,9451
Out of State,239,5210,1,10385
Franklin,236,3524,281,7572
Lucas,235,3440,441,7644
Davis,230,3288,1700,8560
Palo Alto,226,3362,174,7149
Iowa,219,5739,654,12372
Decatur,205,2905,137,6247
Wayne,199,2930,409,6579
Monroe,184,3252,373,7093
Adair,175,2224,344,4920
Louisa,173,3243,1573,8226
Calhoun,154,4093,221,8592
Lyon,152,3019,116,6316
Chickasaw,150,2829,362,6160
Hancock,145,3031,743,6949
Sac,138,3236,70,6703
Monona,132,2174,231,4694
Ida,130,1610,538,3884
Ringgold,122,2138,6,4461
Taylor,119,2251,37,4686
Butler,112,3827,193,7975
Pocahontas,103,1917,179,4125
Fremont,96,1619,98,3432
Adams,84,1673,20,3641
Van Buren,69,1420,131,3044
Worth,68,1756,1,3578
Audubon,62,2030,101,4221
Keokuk,60,1620,100,3400
Osceola,50,1521,204,3296
