ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,61040,11321,24461,924
19163,115892,19916,45529,3916
19057,27947,4214,11637,533
19013,101648,16736,40061,4498
19083,10410,1763,3761,1143
19099,19024,3793,7505,495
19147,5566,697,2377,82
19067,9880,1513,3833,713
19109,9725,1412,3970,374
19063,7983,1714,2948,296
19153,315545,71467,118135,6703
19127,19971,4410,6549,2508
19081,5251,621,2040,552
19139,22811,4049,7316,4098
19193,63554,11772,24739,2745
19103,128335,22239,51550,2740
19091,6091,1858,1948,315
19101,11669,1450,4729,754
19167,17592,2438,6406,2334
19149,13727,1892,4525,2778
19047,10617,1559,3798,1458
19049,50802,14131,17990,1464
19179,17961,3030,7248,436
19171,12041,2222,4491,940
19143,2530,332,1039,120
19055,7459,1169,2850,597
19017,20026,2959,8072,952
19065,17193,2216,7096,808
19187,25360,5347,9568,829
19021,13175,1607,4165,3160
19035,7430,1186,3040,170
19197,8953,943,3276,1480
19145,10412,1925,3928,626
19125,21467,3572,7118,3676
19113,164661,33781,62698,6706
19033,39160,5889,16085,1134
19015,16411,2867,6664,279
19079,10727,2058,4148,325
19151,3085,550,1203,130
19155,68242,8880,27041,4293
19037,4882,684,1953,298
19029,17150,2534,7180,228
19135,5127,822,2056,199
19117,5316,1296,1869,306
19039,7823,881,2859,1249
19189,6230,1265,2283,387
19095,8969,2176,3166,466
19087,10970,1884,4258,554
19041,13451,1501,5972,50
19181,23635,5493,8989,471
19031,9907,1558,4087,201
19119,4706,783,1951,25
19137,5235,995,1869,499
19023,6542,896,2789,65
19061,88558,16633,35464,1076
19129,8357,1951,3158,85
19195,2710,396,1159,0
19165,8860,1757,3527,38
19045,23398,4598,8857,1041
19157,12261,3409,4414,138
19107,2648,394,1077,100
19115,6745,763,2258,1493
19069,5746,931,2322,175
19183,10400,2287,3868,380
19043,10690,1480,4325,570
19123,10911,2419,4121,249
19111,19067,2926,7393,1151
19007,7304,1040,2937,374
19027,14734,3681,5144,768
19005,9488,1120,4170,45
19073,6516,2115,2054,335
19173,3909,388,1756,0
,8400,257,4255,0
19133,3270,434,1373,105
19011,10915,1662,4445,356
19141,8676,1066,3690,225
19105,8606,1567,3198,605
19121,10175,2323,3890,78
19089,3298,655,1284,87
19025,6753,751,2948,100
19097,12272,1893,5135,122
19001,3675,457,1483,253
19077,6480,1347,2484,176
19075,7255,1206,2924,199
19159,3454,457,1487,0
19003,3034,488,1241,0
19185,5117,1089,1847,332
19175,6985,1575,2684,114
19053,4873,844,1962,105
19191,11902,1750,4801,513
19019,9746,1722,3927,190
19131,7429,717,3350,0
19085,5553,1075,2147,187
19051,6713,999,2066,1577
19071,2728,377,1139,71
19093,3001,272,1183,361
19009,3434,437,1451,96
19059,11674,2218,4673,115
19177,2309,413,914,69
19161,5626,822,2401,0
