ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19103,172120,10851,78958,3708
19163,153390,10628,68049,5419
19183,13971,867,6309,471
19057,34295,2283,15673,629
19061,115299,4937,54333,1888
19193,84345,4908,37718,4420
19153,465459,39042,208168,10269
19033,48227,2832,21883,1564
19055,9378,406,4143,719
19155,87635,6009,38013,4659
19191,15780,809,7026,927
19113,230271,14952,104417,7774
19013,130042,7421,58411,5556
19127,27623,1558,11767,2590
19181,32682,1885,15067,831
19179,23080,1286,10576,533
19047,12921,465,5451,1529
19125,26732,1025,10806,3949
19139,30169,1595,11952,4551
19021,16182,784,6040,3227
19027,19341,895,8642,1003
19099,26545,1508,12158,911
19105,12492,464,5597,775
19087,15561,602,6619,1666
19029,20204,649,9501,337
19123,14508,671,6678,439
19145,13711,781,6114,673
19169,93518,7528,42223,2410
19187,33485,1729,15257,1013
19039,9217,396,3742,1323
19157,17409,778,8196,340
19049,80778,6181,36945,2092
19195,3346,77,1636,0
19083,12978,439,5614,1256
19189,7937,306,3571,466
19009,4012,88,1913,101
19005,11004,376,5264,95
19017,24249,1189,10972,1124
19065,20285,664,9368,867
19041,15815,754,7465,183
19147,6569,216,3095,134
19003,3465,117,1581,6
19173,4362,116,2106,11
19175,9327,467,4351,242
19067,12968,410,5798,943
19063,9752,644,4329,342
19035,9153,306,4308,224
19073,8918,437,3972,463
19019,12078,383,5707,278
19115,7755,189,3038,1513
19095,11536,324,5314,562
19097,15494,483,7402,216
19167,21396,760,9054,2514
19121,13462,490,6390,139
19077,8548,398,3954,228
19107,3195,81,1508,100
19059,14663,592,6938,188
19045,31614,1892,14174,1295
19111,24109,1094,10584,1598
19149,16244,583,6389,2845
19007,8658,370,3874,451
19079,13662,385,6368,391
19137,6735,339,2908,552
19025,8334,128,4011,157
19185,6225,232,2764,365
19161,6522,117,3173,42
19165,11150,319,5343,98
19069,6931,204,3247,223
19091,8116,293,3662,358
19037,5746,139,2649,316
19129,10511,758,4800,135
19131,8578,183,4130,118
19197,10762,529,4304,1646
19053,5772,214,2674,118
19085,6809,347,3118,216
19011,14786,508,6919,426
19101,14543,944,6359,880
19081,6467,194,2792,690
19031,12086,391,5734,249
19051,7938,215,3024,1646
19089,4242,170,1968,153
19015,21439,1067,9974,474
19043,12492,235,5790,628
19151,3809,100,1783,140
19071,3236,100,1521,94
19159,4061,152,1928,4
19171,16370,1376,7008,964
19117,6900,266,3084,369
19109,11747,528,5355,457
19135,6291,306,2852,252
19141,10290,405,4791,295
19133,4177,243,1897,155
19075,9197,349,4257,324
19001,4535,223,2030,313
,10466,252,5276,0
19023,7716,134,3718,137
19177,2917,96,1364,91
19119,5921,147,2856,62
19143,3043,50,1420,153
19093,3537,113,1474,478
