County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,622626,60352,50528,577,513,64
Linn,263964,21006,18982,322,289,33
Black Hawk,196260,16543,14526,300,279,21
Johnson,191106,14140,12895,77,72,5
Scott,188702,18827,16746,224,206,18
Dubuque,170999,13765,12105,200,186,14
Story,148257,10554,9393,46,40,6
Woodbury,131882,15523,13451,216,198,18
Dallas,116944,11769,9922,93,82,11
Pottawattamie,108740,11110,9606,149,132,17
Marshall,75092,5070,4527,74,66,8
Cerro Gordo,70219,5432,4875,85,71,14
Warren,68893,5761,4965,80,71,9
Webster,63828,5278,4808,88,74,14
Clinton,56450,5553,4881,87,76,11
Des Moines,51265,4656,4189,63,53,10
Lee,49629,3774,3472,54,41,13
Muscatine,49066,4666,4073,94,85,9
Jasper,46741,4273,3680,69,64,5
Wapello,42944,4533,3828,114,110,4
Buena Vista,41694,4806,4035,39,35,4
Boone,40629,2664,2375,30,28,2
Sioux,39606,5070,4667,69,66,3
Marion,38050,3677,3314,74,64,10
Poweshiek,37969,1580,1440,32,29,3
Washington,37399,2593,2341,49,45,4
Bremer,35276,2875,2577,57,48,9
Plymouth,34701,4069,3571,79,71,8
Winneshiek,34450,1945,1773,31,26,5
Benton,33990,2609,2290,54,44,10
Henry,33500,2957,2753,37,36,1
Carroll,33327,2924,2602,49,42,7
Fayette,31981,1884,1730,37,33,4
Hardin,31462,1866,1639,39,33,6
Tama,30033,2170,1924,68,65,3
Mahaska,28386,2287,2074,47,42,5
Cedar,27919,1839,1654,23,21,2
Buchanan,27833,1918,1708,30,26,4
Butler,27251,1695,1537,32,28,4
Iowa,27122,1491,1355,23,21,2
Clay,26829,2051,1804,25,20,5
Crawford,25376,2817,2465,36,31,5
Delaware,24777,1944,1807,39,35,4
Dickinson,23686,2334,1967,41,35,6
Jones,23554,2983,2784,55,51,4
Kossuth,23495,2147,1911,58,51,7
O'Brien,23478,2035,1726,58,54,4
Jackson,23412,2254,2045,40,37,3
Floyd,23214,1669,1424,41,31,10
Clayton,22619,1698,1550,55,46,9
Hamilton,21800,1937,1686,44,42,2
Mills,19820,1687,1453,20,17,3
Allamakee,19480,1528,1347,48,38,10
Hancock,19453,1493,1337,33,27,6
Wright,19422,1823,1701,32,27,5
Harrison,19389,1827,1592,70,66,4
Page,19389,1894,1765,19,18,1
Cass,19139,1390,1207,52,47,5
Cherokee,19125,1620,1397,37,29,8
Jefferson,18814,1406,1247,35,29,6
Madison,18786,1621,1407,19,15,4
Franklin,18186,1202,1062,20,19,1
Sac,18159,1295,1154,18,18,0
Grundy,17800,1406,1276,31,26,5
Calhoun,16952,1369,1271,11,11,0
Monona,16709,837,735,30,28,2
Guthrie,16661,1204,1060,28,23,5
Palo Alto,16536,1088,974,22,20,2
Appanoose,16360,1410,1173,47,43,4
Mitchell,16128,1339,1161,40,38,2
Winnebago,16033,1424,1256,31,26,5
Chickasaw,15995,1270,1174,15,13,2
Louisa,15868,1301,1176,48,41,7
Union,15699,1286,1155,31,26,5
Howard,15582,1057,964,22,18,4
Shelby,15150,1261,1100,34,31,3
Emmet,15052,1255,1097,40,38,2
Keokuk,14373,999,885,30,30,0
Humboldt,14221,1209,1096,25,22,3
Lyon,14024,1489,1411,41,37,4
Greene,13654,795,713,10,10,0
Montgomery,13089,1049,928,36,34,2
Clarke,12357,1023,911,21,21,0
Pending Investigation,12339,1028,884,0,0,0
Pocahontas,11966,867,788,19,19,0
Worth,11493,713,648,8,7,1
Adair,11428,952,776,31,22,9
Ida,11236,971,768,32,30,2
Audubon,10964,498,455,9,8,1
Davis,10023,848,729,24,23,1
Decatur,9533,592,553,9,9,0
Ringgold,9005,541,482,22,18,4
Monroe,8945,952,855,28,21,7
Lucas,8546,771,679,21,17,4
Taylor,7812,667,626,12,10,2
Van Buren,7747,563,520,18,15,3
Osceola,7602,721,658,16,13,3
Fremont,6665,602,540,10,8,2
Wayne,5923,544,426,21,17,4
Adams,4983,327,315,4,4,0
