RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,0.5028208527299072,47298,1632
19103,0.5589916633584756,79923,4563
19155,0.3744179559255842,32849,2049
19153,0.4745563192502055,220599,12010
19013,0.44788459779925018,53627,5148
19011,0.4382140768180932,10382,856
19193,0.37646328571290019,34455,4361
19099,0.43504101116041418,14682,1495
19135,0.357986246269625,2459,300
19049,0.4772666474056478,42375,2227
19113,0.5010895168191402,105736,7864
19169,0.4878857460588774,44793,2589
19181,0.4368709439241441,21275,1209
19017,0.4613757880456468,10562,1001
19047,0.3954221165279429,5361,1290
19045,0.38715027245902347,16642,1333
19101,0.3616835200874556,5935,682
19031,0.46319858270252858,7985,643
19107,0.3553581885613898,3357,284
19161,0.4117889106059047,3680,323
19027,0.48430448797421279,8789,977
19095,0.47942412259021258,7122,637
19183,0.4326428408832233,8847,656
19019,0.40491145218417948,7995,579
19195,0.39655873187914916,2757,170
19033,0.47111896348645468,18462,1537
19081,0.38513640639698967,3664,430
19139,0.4420588786799175,15145,3715
19165,0.46254583551597697,5088,210
19009,0.4676128093158661,2423,147
19191,0.4871692261517683,8892,847
19023,0.45688759609391235,6197,400
19065,0.4221374045801527,7754,541
19127,0.4617592522035104,15801,2378
19147,0.3982669367544452,3328,211
19171,0.45650884063130417,6920,774
19007,0.3562691131498471,4035,392
19097,0.414578939245846,7704,355
19111,0.35894464747303686,10655,1426
19067,0.4039764735967268,5849,470
19087,0.402425578831312,6540,1490
19021,0.4615188583078491,6168,2887
19003,0.4114380899500278,1429,53
19015,0.4886406952809331,12125,694
19189,0.4120146803167858,3709,557
19173,0.3599085116810979,2139,64
19093,0.37448979591836736,2181,388
19039,0.3947844598190527,3024,685
19163,0.3931237459741071,63069,4919
19069,0.40397219463753727,3719,349
19149,0.3965524089446717,7958,2026
19197,0.4418882343575864,4669,882
19041,0.40796703296703298,6179,355
19117,0.3496511627906977,2644,363
19179,0.3611484457662501,10434,2195
19123,0.3231500339443313,6386,754
19129,0.35733668674300086,5131,268
19037,0.4208497444062683,4366,656
19105,0.46482278419805619,8634,979
19029,0.4542692427547523,5491,340
19125,0.39262622921240189,10985,2071
19157,0.4524427150886295,7939,433
19035,0.42064975522919448,4382,344
19053,0.30355781448538757,2167,222
19167,0.32141730024386747,9590,1613
19187,0.42855949197860968,14146,1241
19071,0.3535919540229885,2271,190
19043,0.3846942845746196,6202,549
19115,0.3788853647485274,3186,995
19175,0.38575279797402176,4477,245
19121,0.4030481087036357,6282,303
19137,0.4177674700010084,3628,515
19133,0.412071967498549,3345,205
19005,0.3753927084094396,4930,208
19073,0.4384563456345635,3403,494
19109,0.41443326807533928,5615,524
19063,0.3963944396177237,3346,304
19159,0.4060073559460564,1949,38
19059,0.4585119944373624,7663,250
19141,0.3973678470151967,4982,483
19075,0.47964355788096799,5421,446
19091,0.38585478133500736,3344,344
19151,0.4050460794681976,2478,203
19055,0.41620128152371996,6265,815
19025,0.4641083988415391,4175,312
19083,0.433277929478808,6417,882
19085,0.37084489999288208,4867,343
19143,0.3627056059080228,1964,197
19051,0.2757777777777778,2337,145
19145,0.4008737671278215,5573,483
19057,0.3631534375240588,13353,798
19131,0.3813527300207822,3856,181
19077,0.44971465993077,4498,309
19079,0.481554186691938,6462,652
19177,0.31360022714366839,2022,187
19001,0.39191834451901566,2500,303
19185,0.3142369197329607,1863,161
19119,0.28694172692471289,3214,159
19089,0.38851277571522166,3123,435
,,36,6
