County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,213446,39388,31620,396,360,36
Linn,92774,16000,13327,231,217,14
Scott,68207,13517,10451,139,131,8
Johnson,63056,10623,9028,45,41,4
Black Hawk,55818,12236,10376,207,194,13
Woodbury,48569,11848,9990,159,149,10
Dubuque,46887,10251,8789,133,126,7
Story,44662,7715,6524,26,22,4
Dallas,41972,7499,6015,62,52,10
Pottawattamie,38345,7815,5934,87,79,8
Warren,21564,3512,2600,28,26,2
Cerro Gordo,19246,4166,3271,56,48,8
Webster,18129,4229,3373,56,50,6
Clinton,17299,3945,3086,52,47,5
Muscatine,16957,3410,2698,72,65,7
Des Moines,16883,3365,2689,31,28,3
Marshall,16502,3884,3305,53,50,3
Jasper,14012,2685,2038,50,48,2
Wapello,13269,2980,2366,90,88,2
Sioux,12956,4200,3587,41,40,1
Buena Vista,12578,3542,2925,22,19,3
Lee,12577,2719,1917,23,19,4
Marion,11998,2510,1934,40,35,5
Plymouth,11014,3245,2595,46,40,6
Boone,10470,1733,1308,15,13,2
Benton,10043,1926,1590,34,30,4
Carroll,9338,2264,1882,27,21,6
Washington,9284,1751,1298,27,26,1
Bremer,9274,2183,1836,40,37,3
Pending Investigation,8973,484,389,0,0,0
Henry,8947,2399,1802,21,21,0
Dickinson,8494,1641,1273,13,11,2
Mahaska,8142,1586,1195,32,30,2
Jones,8037,2526,2238,38,37,1
Winneshiek,7725,1297,897,17,15,2
Buchanan,7459,1378,1104,16,15,1
Crawford,7231,2005,1700,17,14,3
Fayette,7132,1244,976,15,14,1
Jackson,7122,1719,1425,29,28,1
Cedar,7108,1311,1000,17,16,1
Tama,6799,1699,1432,55,53,2
Clay,6712,1486,1076,11,8,3
Poweshiek,6688,1144,934,22,21,1
Hardin,6659,1393,1080,24,22,2
Wright,6657,1466,1162,14,12,2
Iowa,6445,1103,864,19,19,0
Delaware,6432,1584,1363,28,27,1
Mills,6418,1237,1024,13,12,1
Floyd,6176,1233,946,31,23,8
Kossuth,6139,1441,943,25,24,1
Hamilton,5995,1395,1032,21,21,0
Jefferson,5837,909,656,20,19,1
Madison,5718,885,651,8,7,1
Clayton,5481,1298,1031,36,32,4
Butler,5461,1189,932,16,15,1
O'Brien,5429,1534,1240,48,44,4
Union,5418,973,699,16,16,0
Harrison,5200,1330,1005,51,48,3
Cass,4972,984,742,38,36,2
Page,4952,1318,1156,13,13,0
Winnebago,4889,1074,853,28,23,5
Allamakee,4795,1096,718,19,15,4
Cherokee,4716,1156,762,18,16,2
Hancock,4685,1113,804,23,19,4
Appanoose,4664,914,737,34,34,0
Grundy,4497,1003,791,14,12,2
Guthrie,4483,887,702,22,17,5
Calhoun,4479,1157,992,9,9,0
Mitchell,4450,959,729,24,24,0
Louisa,4367,1004,803,23,19,4
Sac,4343,1001,764,11,11,0
Chickasaw,4223,996,807,10,9,1
Shelby,4137,898,713,23,23,0
Emmet,4034,942,731,23,22,1
Franklin,4020,849,671,17,16,1
Humboldt,3822,909,716,18,15,3
Lyon,3651,1188,958,21,19,2
Palo Alto,3646,781,606,6,6,0
Clarke,3595,594,457,6,6,0
Howard,3429,664,490,15,11,4
Greene,3415,617,494,7,7,0
Montgomery,3372,674,432,13,12,1
Keokuk,3235,754,541,19,19,0
Monona,3000,527,395,14,13,1
Pocahontas,2915,669,516,8,8,0
Lucas,2884,471,306,7,7,0
Adair,2876,551,408,17,13,4
Worth,2867,472,340,2,2,0
Decatur,2626,393,313,3,3,0
Ida,2580,668,437,21,20,1
Davis,2491,605,449,18,17,1
Monroe,2468,564,415,16,15,1
Van Buren,2144,436,348,11,10,1
Fremont,2141,442,361,5,3,2
Taylor,2073,518,431,8,7,1
Osceola,1983,600,501,6,6,0
Audubon,1960,343,282,7,7,0
Ringgold,1889,339,195,7,6,1
Wayne,1767,353,282,21,17,4
Adams,1234,235,155,2,2,0
,,,,1,1,0
