County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,576591,58052,47693,549,489,60
Linn,247900,20627,18257,312,282,30
Black Hawk,183967,16231,14106,291,272,19
Johnson,179677,13820,12406,73,68,5
Scott,177749,18286,16102,207,192,15
Dubuque,160032,13535,11664,194,180,14
Story,138531,10197,8992,45,39,6
Woodbury,123250,14938,13097,211,195,16
Dallas,109187,11330,9306,90,79,11
Pottawattamie,102788,10766,9239,143,128,15
Marshall,70001,4956,4333,72,64,8
Cerro Gordo,66423,5330,4752,81,68,13
Warren,63482,5542,4713,74,69,5
Webster,60075,5178,4702,87,73,14
Clinton,52839,5426,4639,84,74,10
Des Moines,47388,4576,3996,61,53,8
Lee,46477,3750,3341,52,39,13
Muscatine,46010,4508,3926,91,82,9
Jasper,43205,4164,3388,66,62,4
Wapello,39565,4324,3565,108,104,4
Buena Vista,39511,4729,3978,36,33,3
Boone,38066,2591,2267,30,28,2
Sioux,36997,4936,4565,69,66,3
Washington,35198,2539,2246,47,43,4
Marion,34924,3586,3148,69,60,9
Poweshiek,34519,1537,1378,30,28,2
Plymouth,33061,3944,3496,77,69,8
Bremer,32072,2796,2492,54,47,7
Carroll,31390,2855,2558,48,40,8
Henry,31367,2930,2686,37,36,1
Benton,31250,2522,2133,54,44,10
Winneshiek,31018,1884,1635,27,23,4
Fayette,29903,1844,1664,35,32,3
Hardin,29316,1809,1573,39,33,6
Tama,28101,2132,1878,65,63,2
Mahaska,26137,2239,1991,46,41,5
Cedar,25780,1777,1568,23,21,2
Buchanan,25642,1847,1632,29,25,4
Clay,25313,1931,1739,25,20,5
Iowa,25275,1443,1295,23,21,2
Butler,25008,1662,1504,31,28,3
Crawford,23417,2734,2355,35,31,4
Delaware,23098,1889,1752,39,34,5
Jones,22123,2943,2733,54,50,4
Dickinson,22100,2172,1877,39,33,6
Jackson,22069,2213,1964,38,35,3
Floyd,21997,1626,1396,40,31,9
Kossuth,21818,2081,1832,54,47,7
O'Brien,21778,1940,1677,58,54,4
Clayton,21102,1681,1517,53,45,8
Hamilton,20659,1919,1612,42,41,1
Mills,19015,1630,1391,20,17,3
Wright,18615,1795,1667,31,26,5
Hancock,18382,1468,1317,29,24,5
Allamakee,18074,1452,1287,46,38,8
Cass,18022,1334,1134,51,46,5
Harrison,17852,1792,1546,69,65,4
Page,17573,1826,1696,19,18,1
Jefferson,17455,1383,1223,32,27,5
Cherokee,17443,1535,1377,35,29,6
Franklin,17368,1184,1037,19,18,1
Madison,17168,1541,1299,18,14,4
Sac,16865,1244,1130,18,18,0
Grundy,16528,1390,1212,30,25,5
Calhoun,15891,1333,1240,11,11,0
Palo Alto,15619,1049,920,21,19,2
Monona,15570,816,712,27,26,1
Appanoose,15399,1389,1116,47,43,4
Guthrie,15327,1162,1033,28,23,5
Mitchell,15188,1307,1151,40,38,2
Chickasaw,15150,1249,1145,13,12,1
Winnebago,15002,1380,1219,30,25,5
Louisa,14925,1281,1148,41,34,7
Union,14883,1263,1117,31,26,5
Howard,14297,1029,883,21,17,4
Emmet,14258,1211,1074,40,38,2
Shelby,14053,1205,1075,33,30,3
Humboldt,13397,1172,1061,25,22,3
Keokuk,13273,979,851,29,29,0
Pending Investigation,13024,986,828,0,0,0
Greene,12926,769,702,10,10,0
Lyon,12912,1458,1369,41,37,4
Montgomery,12304,1040,891,36,34,2
Clarke,11652,1003,835,20,20,0
Pocahontas,11343,852,776,19,19,0
Worth,10810,697,624,7,6,1
Adair,10792,920,681,28,22,6
Ida,10218,909,748,32,30,2
Audubon,10139,486,423,9,8,1
Davis,9230,826,698,23,22,1
Decatur,8736,575,517,9,9,0
Ringgold,8547,519,460,20,17,3
Monroe,8358,930,814,28,21,7
Lucas,7996,737,658,21,17,4
Taylor,7277,663,610,12,10,2
Van Buren,7262,560,503,18,15,3
Osceola,6880,702,644,14,12,2
Fremont,6405,586,533,9,7,2
Wayne,5083,487,405,21,17,4
Adams,4634,326,307,4,4,0
