Race,* Race Percent Vaccinated,Race
American Indian or Alaska Native,0.1869284876905041,American Indian or Alaska Native
Asian,0.397389412617839,Asian
Black,0.22106865461925766,Black
Native Hawaiian or Other Pacific Islander,0.3825978351373855,Native Hawaiian or Other Pacific Islander
Other Race,0.5704500662337243,Other Race
White,0.4377275207409376,White
