RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,462959,32035,209729,11473
19061,96996,3516,45955,1578
19169,93600,5856,42627,2486
19179,23276,1057,10086,2048
19113,221038,11641,100886,7656
19187,30013,1420,13757,1096
19099,31019,1641,14006,1377
19079,13737,535,6280,642
19059,15854,574,7521,235
19013,113750,5657,51557,4968
19027,18724,675,8543,961
19103,166644,8085,77081,4363
19145,11921,561,5456,439
19139,34688,1805,14639,3596
19127,34469,2256,14948,2321
19049,88389,5542,40366,2154
19193,74825,3906,33350,4222
19163,133201,7881,60318,4697
19147,6970,225,3272,203
19175,9414,433,4372,239
19105,18280,710,8315,910
19043,13105,328,6118,538
19155,69094,4308,31400,1999
19129,10815,614,4972,257
19075,11492,444,5316,415
19015,25285,1380,11624,663
19125,24436,1017,10688,2047
19065,16292,619,7577,518
19045,35238,1767,16105,1265
19123,13772,555,6249,716
19019,16797,690,7773,561
19121,13087,580,6107,290
19109,12046,524,5507,509
19181,44638,2630,20434,1154
19087,14728,603,6379,1372
19009,5035,172,2362,138
19017,22519,1028,10256,975
19077,9424,519,4303,300
19091,7150,244,3281,342
19039,6839,368,2899,672
19047,12142,452,5211,1268
19083,13802,467,6239,855
19041,12836,530,5985,338
19173,4428,138,2115,59
19057,28288,1658,12930,773
19111,23178,1113,10364,1342
19051,4913,231,2270,140
19021,15349,725,5959,2702
19033,39054,1801,17901,1457
19191,18973,711,8719,827
19007,8552,389,3892,381
19085,10317,471,4764,321
19197,10291,470,4476,869
19011,21786,867,10042,829
19149,18165,775,7702,1988
19167,21000,664,9380,1578
19141,10565,355,4869,473
19171,14891,664,6733,758
19067,12394,473,5734,453
19029,11494,467,5352,332
19031,16706,703,7691,622
19161,7740,196,3621,302
19097,15895,516,7520,339
19023,12984,401,6100,386
19115,7491,301,3107,975
19195,5731,182,2691,165
19183,18593,897,8538,622
19137,7957,343,3554,505
19131,7936,219,3774,167
19063,7262,416,3281,283
19025,8779,260,4117,282
19081,7802,225,3581,415
19165,10485,285,5002,195
19037,9446,300,4255,636
19157,16510,689,7708,409
19159,3974,119,1909,37
19003,2955,117,1395,48
19119,6638,135,3175,154
19095,15074,691,6885,616
19073,7407,442,3245,476
19151,5259,212,2425,197
19093,4794,137,2141,377
19055,13426,421,6109,787
19089,6809,232,3077,423
19133,6948,248,3256,187
19189,8107,311,3624,547
19069,7933,313,3646,329
19117,5668,229,2543,359
19135,5276,209,2388,291
19001,5254,288,2334,294
19071,4779,177,2210,182
19053,4683,202,2129,222
19107,7045,243,3265,271
19101,12882,704,5759,662
19005,10289,397,4844,205
19185,4014,220,1817,158
19143,4177,121,1933,191
19035,9211,283,4295,337
19177,4283,133,1986,180
,85,5,37,6
