ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,562663,28490,259555,15471
19059,16502,646,7780,289
19021,19764,1146,7330,3858
19027,22007,749,9915,1255
19049,96569,4585,45262,2820
19181,37071,1604,17244,1144
19013,150476,6343,68761,6406
19033,55879,2581,25521,2119
19169,107380,5074,49932,3235
19195,3576,68,1755,1
19083,14381,430,6262,1351
19189,8867,304,4015,513
19081,6935,151,3020,745
19155,102363,5534,45451,4995
19139,35254,1392,14250,5250
19009,4216,61,2028,101
19005,12019,413,5731,128
19099,30474,1071,14195,1220
19103,194115,7012,91416,4628
19017,27726,1013,12620,1478
19065,21984,660,10182,960
19061,128407,4232,60972,2422
19041,17637,686,8350,313
19063,10484,613,4662,417
19147,7142,229,3357,174
19193,99859,5700,44754,5071
19003,3641,84,1673,20
19173,4681,119,2249,36
19175,10780,501,5010,356
19067,14689,455,6532,1221
19035,10233,364,4746,372
19123,16542,703,7599,589
19183,16127,702,7409,594
19179,27224,1250,12400,1051
19073,9761,284,4440,525
19113,266810,9796,124313,9641
19019,13761,530,6433,374
19101,16872,781,7548,1003
19127,33050,1498,14221,3249
19109,13013,419,6013,529
19187,38502,1794,17517,1435
19037,6146,149,2822,362
19011,16267,520,7630,485
19141,11477,382,5340,413
19045,37841,1883,17081,1710
19131,9425,263,4471,194
19029,21857,603,10273,473
19135,7089,180,3252,373
19159,4450,123,2132,6
19163,179574,8452,81573,6765
19125,30055,1142,12297,4160
19149,18054,587,7219,2995
19015,24215,705,11486,607
19091,8865,313,3981,436
19151,4125,103,1917,179
19055,10723,414,4761,822
19031,13189,307,6307,300
19167,24102,893,10206,2788
19143,3296,50,1521,204
19161,6692,146,3227,70
19069,7563,239,3518,280
19133,4672,130,2164,231
19075,10347,438,4699,510
19171,18181,666,8219,985
19137,7738,441,3333,606
19111,28468,1306,12371,2190
19197,12110,356,4979,1815
19047,14736,612,6245,1608
19077,9441,282,4407,321
19093,3878,125,1610,537
19051,8544,231,3281,1697
19025,8592,154,4093,221
19145,15470,797,6895,855
19057,40308,2222,18617,796
19007,9595,462,4263,516
19157,19592,673,9269,477
19191,18527,786,8353,1071
19023,7971,110,3826,193
19087,17823,739,7480,2079
19053,6241,199,2905,137
19097,17127,512,8165,303
19001,4911,176,2219,344
19079,14995,377,7018,422
19039,10450,370,4341,1387
19095,12349,216,5729,654
19119,6299,151,3012,114
19043,13017,285,6009,669
19085,7322,407,3314,271
19117,7628,233,3433,441
19107,3392,63,1615,100
19165,12333,350,5879,187
19185,6575,203,2926,409
19115,8220,178,3239,1571
19121,14626,364,6997,189
19177,3044,69,1420,131
,10384,239,5210,1
19105,14017,392,6293,993
19129,12700,599,5945,179
19089,4883,253,2210,229
19071,3430,94,1619,98
