RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.496267552906086,230621,12630
19161,0.4186812056372801,3736,334
19027,0.49476816265807097,8982,995
19013,0.4605571981589295,55123,5315
19017,0.47466283616630758,10865,1031
19019,0.41591499409681229,8192,615
19195,0.40373933071399539,2803,177
19033,0.4853003533568905,18962,1639
19081,0.39435559736594547,3739,453
19169,0.5015805677687738,46036,2676
19139,0.4595443465216576,15804,3802
19165,0.4717129387113672,5186,217
19009,0.4821688500727802,2502,148
19191,0.5022760242108949,9173,868
19103,0.5739116051343126,82042,4699
19065,0.4301272264631043,7895,557
19061,0.5146283565064587,48375,1704
19147,0.4051316677920324,3382,218
19183,0.44447985431368089,9076,687
19193,0.38778162491392439,35512,4471
19003,0.42087729039422547,1458,58
19173,0.3685672275771933,2185,71
19041,0.4168956043956044,6296,381
19125,0.4038131897873876,11310,2118
19123,0.3311156370219507,6539,777
19157,0.46395373973194989,8137,448
19099,0.44932096275379859,15151,1557
19073,0.45589558955895589,3546,506
19113,0.5161971893112666,108846,8179
19171,0.46831612673549308,7102,791
19109,0.4278674137581854,5798,540
19187,0.44259692513368989,14550,1341
19011,0.44956131799571066,10641,888
19045,0.4026578216201081,17304,1391
19067,0.41471678813450965,5984,503
19189,0.4224454317172107,3800,574
19131,0.38947666729642929,3927,196
19029,0.46385166718603929,5603,351
19135,0.36616063319060596,2509,313
19049,0.49765122574984219,44190,2317
19127,0.4834006451776779,16482,2549
19063,0.40269331016507389,3397,311
19159,0.41479362484675116,1991,39
19115,0.39093792478477576,3293,1021
19163,0.40844093140514506,65504,5133
19149,0.4075545140405926,8189,2072
19059,0.4661026770193533,7787,257
19093,0.38206997084548108,2225,396
19015,0.5067850880536708,12572,723
19141,0.4058750818003345,5073,509
19075,0.49027141922825376,5532,465
19091,0.3945386064030132,3419,352
19151,0.4136576522133253,2529,209
19055,0.4233143260243372,6371,830
19101,0.3770975676414321,6195,704
19005,0.38174910499013667,5008,217
19181,0.4540084716123266,22083,1283
19025,0.47372776168804306,4249,331
19083,0.4414697851121928,6527,910
19069,0.4173783515392254,3840,363
19023,0.46720687028187549,6325,421
19133,0.41950087057457927,3394,220
19085,0.37824756210406437,4964,350
19137,0.43017041443985079,3744,522
19111,0.37192857355082156,11016,1502
19197,0.45343098232765485,4799,897
19179,0.37244416483170808,10712,2312
19121,0.41645244215938306,6484,320
19143,0.36925142665323937,2000,200
19051,0.28144444444444446,2378,155
19047,0.406064209274673,5525,1305
19145,0.41027338319984116,5687,511
19043,0.391304347826087,6299,568
19057,0.37893602278851337,13893,873
19007,0.3636729438274586,4107,412
19107,0.3622877220378684,3419,293
19077,0.46168958742632618,4606,329
19129,0.382487259249454,5504,275
19021,0.4749745158002039,6353,2966
19087,0.41249874711837228,6690,1541
19079,0.49441548771407298,6639,665
19035,0.4267022696929239,4440,354
19001,0.4007270693512304,2549,317
19037,0.4274700410625995,4427,674
19095,0.49555116164112708,7344,676
19167,0.32655286185626167,9748,1634
19089,0.3997597728761738,3207,454
19119,0.28966397277754149,3237,168
19185,0.3193603477720851,1892,165
19039,0.4089409260244811,3143,699
19097,0.4234785740007202,7864,368
19155,0.392024118618973,34434,2105
19117,0.35674418604651167,2685,383
19031,0.47393568475868366,8169,659
19175,0.3979250061269504,4618,253
19071,0.3629310344827586,2328,198
19053,0.30952986022871667,2210,226
19177,0.3188529244747303,2050,196
19105,0.47483197137469176,8811,1009
,,38,6
