County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,704476,64583,54852,622,548,74
Linn,296316,22119,19773,334,298,36
Black Hawk,217303,17224,15153,308,285,23
Scott,214643,21246,18433,240,217,23
Johnson,214194,15277,13707,83,77,6
Dubuque,194025,14606,12772,209,193,16
Story,164035,11314,10174,48,42,6
Woodbury,148519,16394,14561,228,209,19
Dallas,129854,12451,10722,98,85,13
Pottawattamie,121763,12161,10454,168,148,20
Marshall,83555,5177,4694,75,67,8
Warren,78526,6237,5395,88,78,10
Cerro Gordo,77608,5782,5091,89,74,15
Webster,69323,5391,4969,93,78,15
Clinton,64518,5995,5211,92,79,13
Des Moines,56988,4874,4331,66,55,11
Muscatine,56601,5077,4456,99,90,9
Lee,54610,3975,3625,55,42,13
Jasper,52532,4485,3999,71,66,5
Wapello,47749,4646,4121,122,118,4
Sioux,46587,5307,4947,74,70,4
Buena Vista,45582,4890,4170,40,36,4
Poweshiek,45236,1621,1495,33,30,3
Boone,44891,2814,2529,34,31,3
Marion,42984,3808,3479,75,64,11
Washington,42066,2706,2428,50,46,4
Winneshiek,40757,2046,1890,33,28,5
Bremer,39910,2966,2720,60,51,9
Plymouth,38914,4304,3866,80,72,8
Benton,37797,2710,2436,55,44,11
Carroll,37065,3062,2723,52,43,9
Fayette,36922,1928,1790,41,36,5
Henry,36705,3052,2817,37,36,1
Hardin,35416,1977,1740,43,34,9
Tama,33066,2213,1989,71,67,4
Cedar,31892,1980,1794,23,21,2
Mahaska,31748,2404,2168,51,46,5
Buchanan,31742,2006,1836,31,26,5
Clay,31165,2254,2056,25,20,5
Iowa,30138,1545,1426,24,22,2
Butler,29885,1734,1581,34,30,4
Delaware,29074,2124,1962,40,36,4
Crawford,28302,2895,2575,40,35,5
Dickinson,27256,2665,2342,43,37,6
Jones,26955,3094,2865,57,51,6
Kossuth,26665,2271,2054,64,56,8
O'Brien,26578,2145,1889,60,55,5
Floyd,26143,1776,1500,42,32,10
Jackson,26076,2339,2132,42,39,3
Clayton,25556,1781,1603,56,47,9
Hamilton,23667,1981,1725,49,45,4
Hancock,21778,1565,1390,34,27,7
Page,21758,1989,1868,22,20,2
Harrison,21668,1925,1673,73,69,4
Allamakee,21607,1558,1442,51,41,10
Mills,21490,1781,1556,22,19,3
Cherokee,21181,1685,1522,38,30,8
Madison,21080,1746,1502,19,15,4
Cass,21027,1460,1290,54,48,6
Wright,21005,1904,1755,36,29,7
Jefferson,20839,1438,1281,35,29,6
Sac,20637,1381,1239,19,19,0
Franklin,19826,1275,1100,21,19,2
Grundy,19578,1439,1317,33,27,6
Palo Alto,19187,1181,1070,23,22,1
Guthrie,18864,1290,1145,29,24,5
Calhoun,18703,1418,1319,13,12,1
Monona,18394,884,778,30,28,2
Appanoose,18231,1453,1211,48,43,5
Mitchell,18142,1367,1220,42,39,3
Winnebago,17821,1520,1321,31,26,5
Chickasaw,17795,1307,1210,15,13,2
Shelby,17691,1364,1232,37,33,4
Louisa,17580,1341,1215,49,42,7
Union,17476,1362,1201,33,26,7
Emmet,17334,1411,1231,40,38,2
Howard,17091,1088,1005,22,18,4
Lyon,16779,1584,1491,41,37,4
Keokuk,15983,1022,914,31,31,0
Humboldt,15626,1235,1154,26,23,3
Greene,15156,824,753,10,10,0
Montgomery,14582,1106,963,38,36,2
Clarke,13651,1057,958,24,22,2
Pocahontas,13499,897,817,22,22,0
Worth,13353,782,692,8,7,1
Ida,12734,1013,846,34,32,2
Adair,12425,982,811,32,22,10
Audubon,12394,526,478,10,9,1
Davis,11324,890,774,24,23,1
Decatur,10528,620,585,9,9,0
Ringgold,10016,574,527,24,18,6
Pending Investigation,9980,1035,964,0,0,0
Monroe,9879,994,901,29,22,7
Lucas,9520,799,728,23,18,5
Osceola,9204,806,718,16,13,3
Taylor,8814,679,640,12,10,2
Van Buren,8611,581,537,18,15,3
Fremont,7417,657,600,9,7,2
Wayne,7246,576,492,23,18,5
Adams,5753,349,324,4,4,0
