RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19135,5183,252,2324,283
19113,216541,13591,97757,7473
19145,11780,600,5375,420
19169,92126,6295,41700,2419
19193,73688,4105,32717,4155
19133,6857,303,3188,177
19141,10455,378,4811,456
19049,86507,6146,39146,2098
19011,21497,972,9856,808
19187,29657,1457,13570,1078
19153,452466,34584,203420,11058
19061,96026,3759,45369,1530
19115,7387,308,3055,969
19057,27782,1701,12669,748
19035,9139,314,4246,332
19181,43695,2831,19884,1110
19155,67518,4702,30439,1951
19013,111729,6252,50312,4841
19183,18325,977,8367,612
19065,16097,659,7465,506
19121,12883,673,5964,278
19099,30368,1880,13598,1301
19043,13008,340,6069,527
19191,18699,698,8593,817
19001,5207,301,2311,282
19149,17947,791,7598,1961
19103,163779,9340,75057,4290
19017,22197,1067,10086,956
19179,22811,1204,9802,2004
19097,15757,526,7454,326
19175,9244,486,4268,221
19055,13247,502,5983,778
19171,14684,699,6616,751
19157,16211,707,7556,396
19045,34587,1801,15788,1211
19027,18546,717,8446,936
19161,7680,219,3586,289
19031,16467,771,7546,606
19059,15688,599,7432,225
19067,12201,509,5631,429
19105,18085,765,8198,897
19085,10175,531,4666,315
19047,11937,497,5099,1242
19089,6743,246,3041,415
19039,6739,381,2847,663
19163,130200,8764,58449,4550
19073,7324,462,3197,468
19095,14891,694,6799,602
19087,14519,648,6269,1338
19015,24756,1419,11355,632
19009,4994,185,2338,133
19127,33893,2423,14590,2294
19111,22766,1092,10205,1268
19079,13510,570,6155,631
19077,9322,548,4241,293
19083,13651,501,6156,837
19125,23912,1280,10304,2024
19107,6959,280,3207,265
19139,34073,1852,14344,3529
19123,13395,605,6043,702
19167,20684,769,9189,1537
19041,12689,592,5888,323
19129,10628,688,4843,254
19081,7717,261,3522,412
19037,9375,309,4221,624
19131,7846,224,3733,154
19147,6903,246,3230,197
19119,6582,154,3140,149
19109,11909,547,5429,504
19093,4730,158,2100,372
19021,15140,734,5863,2681
19159,3918,147,1868,35
19143,4109,114,1908,180
19007,8407,461,3785,376
19019,16580,742,7648,543
19197,10176,482,4417,859
19195,5633,202,2636,157
19033,38277,2049,17416,1401
19117,5558,278,2464,352
19165,10388,304,4946,191
19025,8711,288,4072,277
19053,4581,248,2057,218
19075,11373,461,5254,403
19189,8008,320,3573,540
19137,7854,366,3497,494
19101,12634,804,5594,642
19005,10165,428,4772,195
19071,4711,206,2165,175
19029,11291,534,5231,299
19051,4856,251,2235,134
19023,12796,433,5999,368
19063,7177,441,3229,277
19003,2887,154,1344,45
19173,4376,161,2080,55
19185,3969,245,1784,155
19069,7852,311,3611,321
19151,5216,214,2406,190
19091,7061,262,3232,334
19177,4219,165,1943,169
,85,6,37,6
