RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19027,9074,8184,890
19171,6973,6261,712
19157,7225,6920,305
19061,44816,43511,1305
19051,2261,2153,108
19063,3362,3117,245
19009,2407,2280,127
19057,12671,12022,649
19099,13269,12200,1069
19103,74350,70342,4008
19169,40134,38124,2010
19113,95976,89033,6943
19153,190596,181164,9432
19195,2637,2503,134
19193,34836,30939,3897
19011,10005,9238,767
19155,28485,26671,1814
19043,6416,5922,494
19181,18859,17983,876
19177,2018,1867,151
19015,10907,10394,513
19149,9270,7358,1912
19125,11512,9620,1892
19137,3809,3346,463
19097,7453,7179,274
19013,51979,47516,4463
19075,5328,4987,341
19163,58831,54899,3932
19049,36878,35061,1817
19147,3294,3125,169
19187,13359,12378,981
19023,6021,5703,318
19091,3437,3126,311
19047,6077,4874,1203
19085,4748,4451,297
19033,17749,16569,1180
19089,3257,2879,378
19073,3500,3082,418
19041,5969,5685,284
19167,10253,8761,1492
19069,3722,3434,288
19083,6603,5854,749
19037,4630,4058,572
19139,16559,13262,3297
19029,5283,5014,269
19079,6192,5608,584
19065,7698,7222,476
19197,5008,4223,785
19017,10463,9577,886
19121,5789,5545,244
19151,2508,2323,185
19059,7407,7209,198
19109,5627,5200,427
19191,8759,8056,703
19001,2478,2225,253
19175,4221,4049,172
19031,7622,7064,558
19005,4707,4547,160
19095,7057,6515,542
19119,3157,3022,135
19189,3919,3444,475
19127,15352,13150,2202
19007,3990,3650,340
19141,5082,4652,430
19093,2359,2011,348
19087,6901,5802,1099
19179,11128,9205,1923
19105,7931,7127,804
19145,5282,4893,389
19129,4710,4495,215
19111,10630,9618,1012
19067,5640,5299,341
19077,4238,3986,252
19143,1995,1844,151
19101,5819,5255,564
19035,4411,4097,314
19019,7760,7274,486
19021,8113,5482,2631
19135,2507,2252,255
19081,3658,3309,349
19071,2225,2069,156
19107,3296,3055,241
19025,3870,3616,254
19183,8423,7853,570
19165,4955,4783,172
19053,2169,1979,190
19115,3769,2846,923
19003,1332,1300,32
19173,2077,2026,51
19045,15386,14324,1062
19131,3583,3468,115
19123,6321,5702,619
19117,2666,2342,324
19055,6469,5746,723
19133,3166,3022,144
19159,1826,1796,30
19161,3774,3496,278
,39,33,6
19185,1865,1725,140
19039,3328,2690,638
