County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,722597,65166,55937,631,554,77
Linn,303810,22359,20111,336,300,36
Black Hawk,222353,17334,15334,309,286,23
Scott,221834,21567,19133,243,219,24
Johnson,218998,15384,14117,84,77,7
Dubuque,199847,14706,13007,209,193,16
Story,167228,11417,10337,48,42,6
Woodbury,151581,16473,14792,228,209,19
Dallas,132794,12555,10895,98,85,13
Pottawattamie,124167,12283,10727,170,148,22
Marshall,85210,5214,4712,76,68,8
Warren,80838,6295,5558,90,80,10
Cerro Gordo,79797,5871,5185,89,74,15
Webster,70707,5409,5000,94,79,15
Clinton,66361,6059,5338,93,79,14
Des Moines,58639,4982,4404,66,55,11
Muscatine,58327,5177,4589,103,94,9
Lee,55896,4017,3654,55,42,13
Jasper,54015,4544,4060,72,66,6
Wapello,48709,4679,4136,122,118,4
Sioux,47455,5331,5018,74,71,3
Poweshiek,46890,1633,1508,35,32,3
Buena Vista,46125,4900,4191,40,36,4
Boone,45735,2855,2576,34,31,3
Marion,43941,3842,3505,76,65,11
Washington,43143,2716,2459,51,47,4
Winneshiek,41506,2050,1919,35,30,5
Bremer,41014,2998,2743,60,51,9
Plymouth,39665,4319,3912,80,72,8
Benton,38898,2726,2466,55,44,11
Carroll,37995,3073,2764,52,43,9
Fayette,37704,1934,1803,41,36,5
Henry,37518,3081,2844,37,36,1
Hardin,36622,1994,1786,44,34,10
Tama,33570,2225,2004,71,67,4
Buchanan,32624,2022,1858,33,27,6
Mahaska,32554,2418,2207,51,46,5
Cedar,32539,1999,1833,23,21,2
Clay,31860,2265,2106,26,21,5
Iowa,30699,1553,1447,24,22,2
Butler,30449,1743,1589,35,31,4
Delaware,30371,2150,2013,41,37,4
Crawford,29112,2916,2588,40,35,5
Dickinson,27953,2676,2408,44,38,6
Jones,27739,3119,2890,57,51,6
Kossuth,27156,2280,2082,65,56,9
O'Brien,26880,2155,1921,60,55,5
Jackson,26765,2361,2155,42,39,3
Floyd,26689,1797,1531,42,32,10
Clayton,26256,1792,1627,56,47,9
Hamilton,24075,1993,1743,50,45,5
Hancock,22458,1590,1413,34,27,7
Allamakee,22252,1575,1445,51,41,10
Page,22081,1996,1888,22,20,2
Harrison,22053,1934,1702,73,69,4
Mills,21832,1795,1578,23,20,3
Madison,21736,1771,1543,19,15,4
Cherokee,21471,1692,1538,38,30,8
Jefferson,21441,1446,1293,35,29,6
Wright,21401,1922,1778,37,30,7
Cass,21389,1471,1314,54,48,6
Sac,21222,1392,1272,19,19,0
Franklin,20529,1323,1115,21,19,2
Grundy,19876,1446,1325,33,27,6
Palo Alto,19493,1191,1092,23,22,1
Guthrie,19331,1307,1169,31,25,6
Calhoun,19163,1437,1323,13,12,1
Monona,18644,887,795,31,29,2
Appanoose,18636,1461,1223,49,44,5
Mitchell,18576,1377,1224,42,39,3
Winnebago,18350,1539,1353,31,26,5
Chickasaw,18300,1313,1218,16,14,2
Louisa,17991,1353,1228,49,42,7
Shelby,17983,1369,1260,37,33,4
Union,17912,1365,1209,33,26,7
Emmet,17672,1419,1267,40,38,2
Howard,17406,1091,1013,22,18,4
Lyon,17123,1591,1520,41,37,4
Keokuk,16211,1029,924,31,31,0
Humboldt,15880,1241,1160,26,23,3
Greene,15446,824,759,10,10,0
Montgomery,14784,1114,982,38,36,2
Clarke,13938,1064,964,24,22,2
Pocahontas,13836,901,829,22,22,0
Worth,13719,796,713,8,7,1
Ida,12939,1021,862,35,32,3
Audubon,12875,535,486,10,9,1
Adair,12623,990,826,32,22,10
Davis,11675,912,778,24,23,1
Decatur,10739,624,589,9,9,0
Ringgold,10393,575,533,24,18,6
Monroe,10082,1000,919,29,22,7
Lucas,9780,806,741,23,18,5
Osceola,9410,816,760,16,13,3
Taylor,9020,686,645,12,10,2
Van Buren,8811,585,541,18,15,3
Pending Investigation,8281,987,926,0,0,0
Fremont,7508,661,611,9,7,2
Wayne,7471,581,499,23,18,5
Adams,5926,353,334,4,4,0
