RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,0.5054211181000944,106638,7944
19169,0.4919221145628469,45162,2612
19167,0.3232247884091235,9647,1619
19099,0.43990856528169966,14835,1523
19165,0.46560153658110706,5117,216
19033,0.47597173144876328,18641,1564
19131,0.3824863026638957,3865,184
19195,0.39818452784175586,2768,171
19183,0.43724106533120879,8937,667
19155,0.3798789777482136,33351,2056
19103,0.5623064708217547,80393,4594
19083,0.43624599311409237,6461,888
19153,0.48100114044161,223556,12212
19031,0.4666344553604982,8044,648
19045,0.3913071571647031,16811,1357
19049,0.4831947610028571,42892,2264
19055,0.4185527011933455,6301,819
19017,0.46576490304045967,10658,1015
19023,0.4600041554124247,6238,404
19163,0.3978015878063871,63823,4974
19175,0.391144514337064,4541,247
19009,0.4710698689956332,2441,148
19095,0.48226643598615917,7162,643
19173,0.3644829276262049,2164,67
19111,0.36212377811450816,10745,1443
19041,0.41115134865134869,6223,362
19029,0.4581645372390153,5537,344
19141,0.4021667999709154,5039,492
19061,0.5075274121116832,47738,1650
19097,0.41838571943001187,7774,359
19193,0.3801099828333673,34802,4390
19139,0.4459497468591787,15292,3734
19073,0.4430693069306931,3442,496
19081,0.3876763875823142,3686,435
19181,0.4419033925309913,21512,1231
19127,0.47070029718814296,16112,2419
19105,0.4670470480150863,8679,980
19021,0.4664118246687054,6234,2917
19125,0.39626499864673866,11094,2083
19003,0.415047196002221,1441,54
19057,0.3665409192393564,13476,807
19047,0.39940546967895365,5426,1292
19191,0.49227152218498329,8989,852
19123,0.3253224711473184,6432,756
19053,0.3054637865311309,2181,223
19013,0.45106989362026397,54015,5178
19011,0.44137258724897646,10452,867
19117,0.3538372093023256,2672,371
19189,0.41587792157620248,3743,563
19145,0.40431588005560339,5619,489
19109,0.41882130560993727,5675,529
19007,0.3586834057621117,4055,402
19085,0.37461741049184996,4915,348
19187,0.4336285650623886,14273,1296
19019,0.4078866587957497,8055,582
19179,0.365809717178072,10535,2257
19115,0.3816039873130947,3211,1000
19059,0.46054003940201646,7696,252
19137,0.4238176868004437,3685,518
19079,0.4856156501726122,6518,656
19043,0.38731551655364979,6240,557
19161,0.41466927270856909,3700,331
19075,0.4843852190974493,5472,453
19027,0.48673444086288128,8832,983
19065,0.42493638676844788,7805,545
19147,0.40130542426288548,3353,213
19157,0.45487462170341549,7983,434
19171,0.46048415806336775,6984,777
19015,0.4923381870854616,12216,700
19067,0.40762050888633169,5899,477
19001,0.39373601789709175,2512,304
19025,0.4665908150599917,4196,315
19037,0.4226933713232213,4383,661
19135,0.36304658103023226,2495,303
19063,0.39845786272806257,3363,306
19159,0.40988966080915409,1968,38
19149,0.400683163204512,8044,2044
19093,0.3763848396501458,2190,392
19091,0.3879472693032015,3363,345
19151,0.4074633630457773,2492,205
19101,0.36807871003006289,6046,688
19005,0.3772192591510192,4953,210
19069,0.4097318768619662,3773,353
19133,0.41625072547881605,3377,209
19197,0.446266518070371,4718,888
19121,0.40904639490757746,6376,307
19143,0.36471970459885869,1975,198
19051,0.2778888888888889,2351,150
19107,0.3577981651376147,3381,285
19077,0.45373748713630837,4539,311
19129,0.3760672446885962,5412,270
19035,0.42251891410769917,4399,348
19087,0.4049814573519094,6581,1500
19185,0.31641049526471046,1875,163
19071,0.3594827586206897,2308,194
19177,0.3150198750709824,2026,193
19039,0.39850984566258648,3057,687
19089,0.3913518235422581,3147,437
19119,0.28745214802211829,3219,160
,,37,6
