County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,223444,42657,36558,421,382,39
Linn,96620,17010,15225,258,239,19
Scott,71006,14510,12562,153,145,8
Johnson,65892,11420,10127,47,43,4
Black Hawk,58014,13040,11595,222,209,13
Woodbury,50340,12531,11207,171,157,14
Dubuque,48400,10845,9769,140,132,8
Story,46348,8218,7341,32,28,4
Dallas,44105,8203,6948,66,56,10
Pottawattamie,40138,8534,7248,102,91,11
Warren,22696,3972,3190,37,35,2
Cerro Gordo,20073,4423,3913,63,52,11
Webster,18720,4535,3953,66,59,7
Clinton,18052,4236,3663,60,54,6
Muscatine,17761,3660,3184,75,68,7
Des Moines,17502,3636,3190,37,34,3
Marshall,17174,4140,3735,58,55,3
Jasper,14688,2972,2444,55,53,2
Wapello,13881,3208,2724,93,91,2
Sioux,13435,4394,3963,46,45,1
Lee,13161,2982,2472,28,23,5
Buena Vista,12999,3798,3298,27,24,3
Marion,12698,2840,2243,50,43,7
Plymouth,11433,3416,3038,61,55,6
Boone,11090,2019,1597,15,13,2
Benton,10440,2021,1821,39,35,4
Pending Investigation,10057,804,396,0,0,0
Washington,9766,1977,1576,29,28,1
Carroll,9703,2438,2108,31,25,6
Bremer,9600,2305,2106,46,43,3
Henry,9267,2522,2250,29,29,0
Dickinson,8809,1762,1543,21,19,2
Mahaska,8591,1803,1376,35,32,3
Jones,8273,2634,2444,48,47,1
Winneshiek,8080,1418,1155,19,17,2
Buchanan,7749,1494,1299,17,16,1
Crawford,7488,2184,1892,22,19,3
Fayette,7455,1467,1156,21,20,1
Cedar,7416,1421,1208,19,18,1
Jackson,7394,1815,1626,30,29,1
Tama,7043,1799,1573,57,55,2
Poweshiek,6980,1236,1071,24,22,2
Clay,6953,1585,1356,17,13,4
Hardin,6930,1488,1296,29,26,3
Wright,6873,1557,1382,21,19,2
Iowa,6689,1163,1025,21,20,1
Delaware,6660,1661,1506,33,31,2
Mills,6656,1311,1151,15,14,1
Kossuth,6430,1581,1371,35,34,1
Floyd,6396,1310,1157,36,28,8
Hamilton,6258,1522,1267,25,25,0
Jefferson,6201,1086,827,22,20,2
Madison,6047,1024,809,9,8,1
Clayton,5768,1441,1226,46,39,7
Butler,5712,1337,1134,23,20,3
O'Brien,5619,1629,1429,53,49,4
Union,5588,1046,911,19,19,0
Harrison,5462,1471,1186,59,56,3
Cass,5236,1081,873,40,38,2
Page,5129,1392,1265,14,13,1
Winnebago,5060,1127,986,28,23,5
Cherokee,4997,1293,1051,25,23,2
Allamakee,4996,1218,967,26,22,4
Hancock,4902,1215,972,24,19,5
Appanoose,4889,1007,862,36,36,0
Grundy,4735,1136,915,21,16,5
Guthrie,4709,983,824,23,18,5
Mitchell,4697,1086,884,31,31,0
Calhoun,4620,1196,1116,9,9,0
Louisa,4547,1103,921,26,22,4
Sac,4496,1061,949,14,14,0
Chickasaw,4416,1067,948,11,10,1
Shelby,4350,973,827,26,26,0
Franklin,4239,945,784,17,16,1
Emmet,4201,1043,853,28,27,1
Humboldt,3985,1003,843,18,15,3
Clarke,3858,721,535,7,7,0
Lyon,3838,1282,1126,28,26,2
Palo Alto,3762,847,722,9,9,0
Howard,3601,768,598,18,14,4
Montgomery,3557,785,566,17,16,1
Greene,3534,660,575,7,7,0
Keokuk,3385,815,710,25,25,0
Monona,3106,562,490,16,15,1
Lucas,3101,610,371,8,8,0
Worth,3035,546,417,3,2,1
Pocahontas,3033,750,619,11,11,0
Adair,2989,624,493,17,13,4
Decatur,2796,451,366,4,4,0
Monroe,2714,719,480,17,16,1
Ida,2688,715,606,29,28,1
Davis,2637,661,548,20,19,1
Van Buren,2233,468,409,12,11,1
Fremont,2229,475,413,5,3,2
Taylor,2140,562,487,9,7,2
Audubon,2103,395,320,8,8,0
Osceola,2051,622,580,8,7,1
Ringgold,1966,384,305,8,7,1
Wayne,1856,396,321,21,17,4
Adams,1306,275,202,3,3,0
