County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,27786,256081,15032,554586
Linn,10200,122310,9531,263076
Scott,8085,80569,6670,177116
Johnson,6863,90486,4557,192076
Black Hawk,6022,67970,6384,148546
Woodbury,5520,43978,5058,98113
Pottawattamie,5452,44757,4982,100872
Story,4968,49384,3163,106128
Dallas,4586,44563,2810,95155
Dubuque,4035,60344,2376,126906
Cerro Gordo,2580,25149,2105,55059
Des Moines,2181,18295,768,39595
Clinton,1849,16842,1700,37317
Webster,1735,17225,1432,37854
Warren,1591,17012,1128,36571
Marshall,1447,14017,3208,32555
Muscatine,1363,13966,5202,34613
Lee,1299,12147,2159,27985
Wapello,1226,12219,1038,26824
Marion,1127,12124,4122,29647
Buena Vista,1061,7155,3632,19100
Jasper,1052,14043,1203,30135
Bremer,1002,12428,1424,27275
Sioux,828,10076,2786,23775
Page,805,6788,855,15265
Jefferson,762,7451,1003,16660
Carroll,742,9775,1222,21687
Winneshiek,723,8233,1070,18224
Boone,720,11365,603,23978
Henry,703,7367,2019,17504
Tama,680,8181,984,18113
Washington,677,7320,594,15925
Dickinson,674,7656,280,16268
Clay,659,8258,313,17422
Mahaska,658,7487,589,16269
Poweshiek,641,9192,464,19391
Emmet,616,4634,408,10418
Cass,606,10205,467,21714
Mills,602,5879,167,12559
Fayette,597,10082,959,21730
Plymouth,588,7129,2995,17877
Crawford,583,6154,1608,14526
Buchanan,519,6315,367,13507
Jackson,505,8077,303,16947
Grundy,497,4570,500,10145
Benton,496,7589,479,16152
Union,493,4937,352,10623
Delaware,470,4620,822,10496
Hardin,440,6182,1351,14228
Floyd,435,6376,1217,14417
Appanoose,429,4221,508,9469
Montgomery,419,3278,601,7601
Allamakee,410,5647,126,11839
Kossuth,409,5973,524,12919
Clarke,397,4266,1387,10328
Madison,392,6921,182,14493
Jones,389,6214,989,13849
Harrison,364,3302,270,7253
Hamilton,363,6952,418,14845
Shelby,362,5806,172,12182
Wright,347,4905,1797,11933
O'Brien,345,5308,392,11357
Cherokee,331,4693,372,10096
Cedar,324,6246,298,13081
Humboldt,302,3944,436,8778
Winnebago,294,3975,513,8774
Guthrie,277,4370,316,9356
Clayton,273,5985,669,12957
Greene,269,4412,523,9687
Davis,245,3246,1689,8480
Out of State,240,5210,1,10381
Iowa,236,5691,652,12290
Mitchell,234,4442,188,9331
Franklin,229,3474,271,7456
Lucas,214,3411,441,7568
Decatur,209,2872,132,6181
Palo Alto,200,3331,167,7054
Wayne,199,2915,406,6545
Howard,190,2172,220,4737
Monroe,186,3222,367,7030
Louisa,177,3219,1561,8169
Adair,164,2209,344,4880
Lyon,149,2995,107,6256
Sac,141,3220,67,6670
Chickasaw,140,2807,362,6107
Ringgold,132,2104,6,4403
Hancock,125,3012,743,6891
Ida,123,1597,527,3841
Monona,122,2143,230,4622
Taylor,117,2238,31,4652
Pocahontas,108,1902,178,4094
Butler,106,3821,191,7954
Calhoun,105,4091,208,8527
Fremont,101,1607,98,3413
Adams,88,1664,18,3625
Van Buren,71,1420,131,3044
Keokuk,67,1608,100,3381
Worth,63,1751,1,3563
Osceola,52,1518,197,3284
Audubon,48,2026,101,4201
