County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,741602,65548,57107,638,560,78
Linn,311944,22575,20578,339,303,36
Scott,230132,21726,19858,245,221,24
Black Hawk,226801,17542,15531,312,288,24
Johnson,224807,15479,14411,85,77,8
Dubuque,204449,14812,13169,211,195,16
Story,169788,11470,10578,48,42,6
Woodbury,154814,16545,14937,230,211,19
Dallas,135707,12624,11096,99,85,14
Pottawattamie,126443,12343,10981,173,150,23
Marshall,86565,5237,4764,76,68,8
Warren,82967,6337,5694,91,81,10
Cerro Gordo,82676,5965,5324,93,78,15
Webster,72290,5434,5033,94,79,15
Clinton,68807,6095,5476,93,79,14
Des Moines,60885,5036,4532,70,58,12
Muscatine,59892,5214,4717,106,97,9
Lee,57719,4063,3718,56,43,13
Jasper,55125,4556,4123,72,67,5
Wapello,50181,4703,4182,122,118,4
Sioux,48249,5349,5078,74,71,3
Poweshiek,47833,1647,1522,36,33,3
Buena Vista,46927,4918,4207,40,36,4
Boone,46523,2869,2623,34,31,3
Marion,45105,3861,3571,76,65,11
Washington,44223,2736,2497,51,47,4
Winneshiek,42063,2056,1935,35,30,5
Bremer,42023,3017,2790,60,51,9
Plymouth,40390,4337,3933,81,73,8
Benton,39861,2746,2511,55,44,11
Carroll,38778,3077,2812,52,43,9
Henry,38610,3089,2887,37,36,1
Fayette,38287,1947,1814,43,38,5
Hardin,37495,2004,1817,44,34,10
Tama,34442,2244,2025,71,67,4
Buchanan,33474,2042,1878,33,27,6
Cedar,33383,2011,1877,23,21,2
Mahaska,33335,2431,2251,51,46,5
Clay,32582,2278,2132,27,22,5
Iowa,31355,1563,1469,24,22,2
Butler,31032,1750,1613,35,31,4
Delaware,31010,2154,2052,42,38,4
Crawford,29758,2922,2626,40,35,5
Dickinson,29018,2684,2445,44,38,6
Jones,28372,3138,2936,57,51,6
Kossuth,27760,2285,2101,66,57,9
Jackson,27500,2385,2183,42,39,3
O'Brien,27481,2153,1936,61,56,5
Floyd,27294,1808,1572,42,32,10
Clayton,27023,1802,1649,57,48,9
Hamilton,24477,2009,1757,51,46,5
Hancock,23039,1598,1451,34,27,7
Page,22716,2012,1909,22,20,2
Allamakee,22688,1584,1462,52,42,10
Harrison,22417,1938,1723,73,69,4
Madison,22335,1786,1612,19,15,4
Mills,22251,1801,1604,24,21,3
Jefferson,22230,1455,1300,35,29,6
Cherokee,22100,1694,1550,38,30,8
Sac,21816,1395,1287,20,19,1
Cass,21753,1476,1341,54,48,6
Wright,21710,1930,1812,40,33,7
Franklin,21480,1342,1179,23,21,2
Grundy,20217,1450,1333,33,27,6
Palo Alto,19914,1193,1104,23,22,1
Guthrie,19884,1312,1194,32,26,6
Calhoun,19636,1441,1373,13,12,1
Appanoose,19148,1468,1230,49,44,5
Mitchell,19041,1378,1232,43,40,3
Winnebago,18921,1557,1395,31,26,5
Monona,18866,890,800,31,29,2
Chickasaw,18666,1318,1229,17,14,3
Louisa,18447,1364,1236,49,42,7
Union,18355,1381,1253,35,27,8
Shelby,18211,1374,1278,37,33,4
Emmet,18067,1435,1298,41,39,2
Howard,17745,1100,1023,22,18,4
Lyon,17432,1596,1544,41,37,4
Keokuk,16531,1031,932,32,31,1
Humboldt,16126,1244,1166,26,23,3
Greene,15686,829,766,11,10,1
Montgomery,15025,1118,997,38,36,2
Pocahontas,14338,903,837,22,22,0
Clarke,14287,1069,979,24,22,2
Worth,14209,803,744,8,7,1
Audubon,13525,546,500,10,9,1
Ida,13168,1028,866,35,32,3
Adair,12756,993,836,32,22,10
Davis,11940,927,809,25,23,2
Decatur,10958,631,605,9,9,0
Ringgold,10575,581,539,24,18,6
Monroe,10318,1008,924,30,22,8
Lucas,10087,807,753,23,18,5
Osceola,9725,818,775,16,13,3
Taylor,9415,689,650,12,10,2
Van Buren,9060,589,543,18,15,3
Pending Investigation,8114,978,942,0,0,0
Fremont,8006,663,617,9,7,2
Wayne,7736,585,516,23,18,5
Adams,6132,355,337,4,4,0
