ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19195,1354,1354,0
19061,47110,45801,1309
19017,10236,9281,955
19053,2554,2449,105
19067,5414,4674,740
19033,19932,18713,1219
19147,2884,2796,88
19103,67129,64204,2925
19083,5890,4714,1176
19131,3876,3812,64
19095,4225,3748,477
19163,61518,57486,4032
19059,6229,6095,134
19057,14393,13834,559
19113,87058,80229,6829
19081,2934,2368,566
19111,10116,8927,1189
19137,2933,2428,505
19005,4928,4881,47
19011,6242,5879,363
19169,31992,30449,1543
19097,6127,5994,133
19105,4628,4023,605
19013,53642,49026,4616
19187,13709,12867,842
19153,160885,153753,7132
19121,5090,4985,105
19047,6179,4721,1458
19155,36861,32568,4293
19101,6377,5623,754
19031,5049,4848,201
19193,37281,34080,3201
19157,6182,6014,168
19127,10445,7928,2517
19115,4249,2756,1493
19093,1797,1371,426
19049,28168,26677,1491
19029,8703,8451,252
19161,2806,2806,0
19145,5568,4941,627
19073,3908,3556,352
19179,9216,8779,437
19021,8152,4992,3160
19015,8436,8121,315
19139,13150,9043,4107
19045,11910,10838,1072
19197,5239,3747,1492
19117,2832,2513,319
19023,3217,3114,103
19135,2767,2568,199
19019,5082,4892,190
19149,8545,5753,2792
19181,12036,11482,554
19003,1474,1473,1
19079,5583,5244,339
19175,3615,3477,138
19189,3396,3004,392
19027,8130,7338,792
19191,6251,5582,669
19171,6430,5488,942
19039,4421,3147,1274
19001,2143,1863,280
19009,1817,1717,100
19185,2799,2461,338
19069,3040,2854,186
19041,7075,7002,73
19025,3572,3451,121
19099,9748,9215,533
19091,3689,3373,316
19089,1599,1512,87
19063,4272,3975,297
19165,4777,4725,52
19123,5520,5243,277
19125,12688,8975,3713
19109,5192,4816,376
19183,5452,5051,401
19167,10039,7683,2356
19143,1375,1250,125
19055,4045,3435,610
19065,9241,8422,819
19035,3934,3761,173
19141,4413,4188,225
19051,4392,2797,1595
19177,1323,1254,69
19087,5821,5166,655
19173,1942,1942,0
19077,3315,3141,174
19037,2543,2245,298
19043,5865,5276,589
19085,2775,2588,187
19151,1550,1420,130
19159,1724,1724,0
19007,3956,3547,409
19107,1374,1274,100
19119,2437,2412,25
,4254,4254,0
19075,3801,3594,207
19133,1672,1567,105
19129,4194,4102,92
19071,1414,1341,73
