ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,569242,27998,263009,15616
19059,16649,629,7863,289
19021,20181,1273,7470,3870
19027,22273,736,10042,1280
19049,97808,4614,45859,2820
19181,37450,1531,17462,1165
19013,152311,6276,69699,6420
19033,56509,2565,25828,2139
19169,108524,5150,50455,3291
19195,3607,65,1772,1
19083,14509,418,6332,1351
19189,8960,299,4066,513
19081,6990,137,3052,749
19155,103644,5331,46186,5016
19139,35910,1575,14460,5301
19009,4245,56,2045,101
19005,12131,401,5792,129
19099,30707,1032,14331,1220
19103,195594,7045,92129,4683
19017,28022,976,12780,1495
19065,22130,683,10242,960
19061,129551,4161,61566,2443
19041,17796,697,8421,314
19063,10550,593,4701,424
19147,7198,216,3389,179
19193,101296,5648,45499,5077
19003,3651,85,1676,22
19173,4710,107,2269,37
19175,10887,497,5065,356
19067,14855,466,6604,1231
19035,10366,382,4801,374
19123,16743,700,7701,589
19183,16312,694,7501,598
19179,27577,1214,12591,1059
19073,9832,279,4479,525
19113,269303,9602,125622,9690
19019,13953,512,6533,382
19101,17050,790,7633,1003
19127,33573,1481,14487,3259
19109,13111,404,6068,534
19187,38990,1789,17766,1434
19037,6196,152,2846,362
19011,16436,516,7714,492
19141,11598,362,5405,425
19045,38300,1854,17314,1732
19131,9494,244,4514,196
19029,21993,587,10348,473
19135,7126,178,3269,378
19159,4500,108,2165,6
19163,181620,8473,82548,6842
19125,30378,1082,12475,4187
19149,18290,602,7329,2995
19015,24416,722,11573,617
19091,8945,292,4030,436
19151,4179,104,1943,182
19055,10850,444,4809,822
19031,13261,286,6353,301
19167,24383,924,10332,2788
19143,3329,45,1540,204
19161,6730,143,3244,76
19069,7643,217,3565,286
19133,4747,161,2184,234
19075,10434,430,4745,514
19171,18358,633,8324,985
19137,7833,419,3388,606
19111,28833,1187,12598,2220
19197,12215,350,5029,1829
19047,14939,608,6346,1609
19077,9512,252,4454,327
19093,3913,132,1621,543
19051,8622,223,3324,1700
19025,8627,144,4112,228
19145,15642,771,6994,857
19057,40821,2172,18894,802
19007,9691,452,4315,520
19157,19797,699,9351,487
19191,18764,778,8476,1071
19023,7987,102,3837,193
19087,18118,717,7612,2134
19053,6281,215,2917,138
19097,17338,483,8287,303
19001,4946,156,2247,344
19079,15124,381,7078,426
19039,10584,368,4409,1387
19095,12442,228,5764,663
19119,6364,166,3032,124
19043,13083,280,6047,668
19085,7385,387,3355,272
19117,7688,220,3468,442
19107,3410,60,1625,100
19165,12445,339,5938,195
19185,6634,216,2947,414
19115,8258,170,3255,1583
19121,14717,346,7049,193
19177,3093,80,1430,149
,10388,235,5210,1
19105,14163,390,6368,993
19129,13359,592,6279,184
19089,4967,274,2233,246
19071,3448,94,1628,98
