ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19169,28639,27715,924
19015,7656,7377,279
19083,5404,4261,1143
19103,59949,57191,2758
19131,3609,3609,0
19153,143517,136772,6745
19021,7838,4678,3160
19017,9707,8755,952
19033,18565,17426,1139
19061,42237,41128,1109
19087,5142,4565,577
19167,9429,7084,2345
19155,34692,30399,4293
19139,12324,8225,4099
19111,9403,8251,1152
19013,49483,44960,4523
19163,55915,51990,3925
19113,79546,72840,6706
19125,11927,8250,3677
19029,7974,7746,228
19137,2690,2191,499
19109,4738,4362,376
19145,5134,4507,627
19181,10754,10280,474
19105,4310,3705,605
19079,5179,4854,325
19045,11453,10408,1045
19173,1895,1895,0
19049,24288,22821,1467
19003,1390,1390,0
19157,5520,5382,138
19193,32212,29449,2763
19025,3359,3259,100
19059,5450,5335,115
19123,5143,4894,249
19063,3406,3109,297
19053,2364,2259,105
19075,3606,3406,200
19077,2993,2817,176
19027,7591,6823,768
19095,3777,3310,467
19051,4056,2478,1578
19175,3240,3126,114
19041,6650,6600,50
19001,1953,1698,255
19183,4901,4521,380
19177,1161,1092,69
19147,2681,2599,82
19069,2977,2802,175
19101,6062,5308,754
19091,3544,3229,315
19099,9000,8505,495
19117,2559,2253,306
19179,8462,8026,436
19129,3736,3651,85
19055,3753,3154,599
19187,12922,12093,829
19189,3105,2718,387
19141,4246,4021,225
19171,5718,4778,940
19149,7881,5103,2778
19161,2605,2605,0
19067,5080,4367,713
19023,3018,2953,65
19009,1695,1599,96
19121,4662,4584,78
19005,4651,4606,45
19127,9682,7173,2509
19065,8679,7870,809
19019,4579,4389,190
,4255,4255,0
19057,13209,12670,539
19195,1292,1292,0
19047,5728,4270,1458
19043,5371,4795,576
19073,3312,2977,335
19115,3920,2427,1493
19197,5081,3600,1481
19011,5382,5025,357
19035,3640,3471,169
19037,2358,2060,298
19039,4265,3016,1249
19191,5672,5158,514
19081,2757,2205,552
19031,4647,4446,201
19007,3727,3353,374
19165,4107,4069,38
19151,1476,1346,130
19143,1273,1153,120
19133,1582,1477,105
19097,5695,5573,122
19185,2563,2231,332
19071,1312,1239,73
19093,1642,1281,361
19085,2566,2379,187
19135,2484,2285,199
19089,1578,1491,87
19107,1278,1178,100
19159,1586,1586,0
19119,2227,2202,25
