RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,221202,209729,11473
19061,47533,45955,1578
19169,45113,42627,2486
19179,12134,10086,2048
19113,108542,100886,7656
19187,14853,13757,1096
19099,15383,14006,1377
19079,6922,6280,642
19059,7756,7521,235
19013,56525,51557,4968
19027,9504,8543,961
19103,81444,77081,4363
19145,5895,5456,439
19139,18235,14639,3596
19127,17269,14948,2321
19049,42520,40366,2154
19193,37572,33350,4222
19163,65015,60318,4697
19147,3475,3272,203
19175,4611,4372,239
19105,9225,8315,910
19043,6656,6118,538
19155,33399,31400,1999
19129,5229,4972,257
19075,5731,5316,415
19015,12287,11624,663
19125,12735,10688,2047
19065,8095,7577,518
19045,17370,16105,1265
19123,6965,6249,716
19019,8334,7773,561
19121,6397,6107,290
19109,6016,5507,509
19181,21588,20434,1154
19087,7751,6379,1372
19009,2500,2362,138
19017,11231,10256,975
19077,4603,4303,300
19091,3623,3281,342
19039,3571,2899,672
19047,6479,5211,1268
19083,7094,6239,855
19041,6323,5985,338
19173,2174,2115,59
19057,13703,12930,773
19111,11706,10364,1342
19051,2410,2270,140
19021,8661,5959,2702
19033,19358,17901,1457
19191,9546,8719,827
19007,4273,3892,381
19085,5085,4764,321
19197,5345,4476,869
19011,10871,10042,829
19149,9690,7702,1988
19167,10958,9380,1578
19141,5342,4869,473
19171,7491,6733,758
19067,6187,5734,453
19029,5684,5352,332
19031,8313,7691,622
19161,3923,3621,302
19097,7859,7520,339
19023,6486,6100,386
19115,4082,3107,975
19195,2856,2691,165
19183,9160,8538,622
19137,4059,3554,505
19131,3941,3774,167
19063,3564,3281,283
19025,4399,4117,282
19081,3996,3581,415
19165,5197,5002,195
19037,4891,4255,636
19157,8117,7708,409
19159,1946,1909,37
19003,1443,1395,48
19119,3329,3175,154
19095,7501,6885,616
19073,3721,3245,476
19151,2622,2425,197
19093,2518,2141,377
19055,6896,6109,787
19089,3500,3077,423
19133,3443,3256,187
19189,4171,3624,547
19069,3975,3646,329
19117,2902,2543,359
19135,2679,2388,291
19001,2628,2334,294
19071,2392,2210,182
19053,2351,2129,222
19107,3536,3265,271
19101,6421,5759,662
19005,5049,4844,205
19185,1975,1817,158
19143,2124,1933,191
19035,4632,4295,337
19177,2166,1986,180
,43,37,6
