County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,36316,77736,665,193847
Linn,20974,38254,3068,99539
Scott,18512,23658,889,67188
Johnson,15794,35072,228,86612
Black Hawk,14932,23621,2102,64422
Dubuque,13523,19145,310,52108
Woodbury,10867,13805,100,38174
Story,9259,13584,375,36681
Pottawattamie,8925,16200,3415,45488
Cerro Gordo,8311,7946,1003,25068
Webster,5098,4906,494,15390
Cass,4926,1597,0,8115
Dallas,4760,10752,1042,26758
Clinton,4644,4468,98,13686
Des Moines,4396,7038,213,18509
Muscatine,4037,3188,1293,11693
Warren,3873,5113,87,13900
Marshall,3766,2810,1576,10932
Lee,3471,4105,196,12037
Fayette,3368,2264,200,8077
Wapello,3362,3959,0,11273
Marion,3345,3658,989,11637
Bremer,2982,4934,110,12920
Allamakee,2864,1421,0,5704
Sioux,2759,3687,1301,11427
Jackson,2743,2443,0,7613
Boone,2580,3566,97,9765
Poweshiek,2574,1822,0,6222
Jasper,2495,5105,101,12557
Tama,2345,2297,622,7456
Emmet,2227,1028,0,4301
Clarke,2226,668,1107,4648
Clay,2190,3665,0,9446
Henry,2185,2018,104,6343
Dickinson,2165,2399,0,6953
Clayton,2154,2221,0,6597
Washington,2084,1645,1,5372
Benton,2010,2505,0,7022
Mahaska,1990,1999,0,5980
Kossuth,1972,2070,0,6108
Winneshiek,1962,2298,1,6555
Cedar,1935,1966,0,5864
Buena Vista,1915,2118,2431,8644
Madison,1890,1789,0,5466
Buchanan,1888,2104,0,6089
Appanoose,1866,1102,0,4056
Jefferson,1844,1809,95,5556
Mitchell,1799,1201,0,4203
Page,1789,1730,85,5329
Crawford,1760,1839,1267,6696
Carroll,1740,3278,599,8917
Shelby,1701,1672,33,5082
Hardin,1676,1956,0,5578
O'Brien,1645,2020,0,5694
Calhoun,1635,1369,0,4371
Floyd,1632,2004,144,5770
Hamilton,1522,2083,0,5697
Mills,1519,1723,0,4966
Union,1461,1319,0,4098
Cherokee,1390,1673,80,4813
Delaware,1384,1413,100,4308
Franklin,1376,1184,0,3738
Grundy,1371,1530,0,4435
Guthrie,1342,1210,0,3748
Jones,1322,1937,0,5241
Plymouth,1287,3253,2496,10288
Butler,1262,1615,0,4491
Palo Alto,1246,1114,0,3475
Iowa,1243,1972,0,5184
Winnebago,1203,1051,0,3303
Davis,1181,916,1436,4438
Sac,1170,1330,0,3832
Wright,1151,1476,1324,5411
Decatur,1144,716,0,2551
Chickasaw,1044,948,0,2936
Hancock,991,1073,0,3135
Lyon,909,1073,0,3053
Louisa,903,1174,1389,4637
Taylor,879,866,0,2607
Humboldt,879,1009,0,2895
Greene,868,1045,100,3056
Lucas,836,1024,96,2972
Adair,816,653,0,2119
Monroe,779,1032,99,2935
Wayne,745,1187,0,3120
Adams,718,572,0,1859
Montgomery,674,1139,99,3053
Ringgold,664,858,0,2368
Harrison,653,1397,0,3446
Pocahontas,598,618,85,1918
Audubon,592,873,0,2338
Van Buren,538,363,0,1263
Monona,497,897,0,2285
Howard,496,787,0,2069
Fremont,484,698,0,1880
Worth,482,691,0,1860
Ida,435,796,0,2031
Keokuk,417,669,0,1754
Osceola,415,632,0,1680
Out of State,265,3776,0,7837
