RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,0.4951495529020057,230113,12590
19161,0.4182697253368995,3732,334
19027,0.4936275725266551,8961,993
19013,0.45922364129606488,54973,5290
19171,0.4674261302954788,7092,786
19151,0.41320441154252909,2528,207
19193,0.3868505533086987,35428,4459
19129,0.38189158779535378,5497,273
19163,0.40740590830504849,65352,5106
19075,0.4896991497710922,5528,462
19145,0.4087509101740915,5670,505
19021,0.4734454638124363,6338,2951
19169,0.5006229599349239,45956,2663
19049,0.49644206178506847,44088,2306
19015,0.506137074026073,12556,722
19017,0.47394461734897455,10847,1031
19107,0.3617021276595745,3413,293
19127,0.4823084152505779,16452,2536
19187,0.44134358288770056,14524,1322
19019,0.4143093270365998,8166,607
19077,0.46037982973149968,4594,327
19181,0.4528815140092488,22027,1281
19165,0.47005412956172518,5168,216
19103,0.5731374884213312,81933,4691
19029,0.4636179495169835,5600,351
19113,0.514900355526541,108580,8151
19039,0.40617349654071319,3120,696
19041,0.416520979020979,6292,379
19069,0.41678252234359489,3834,363
19099,0.44781497915826276,15101,1551
19033,0.4845229681978799,18931,1637
19043,0.39062054817938349,6288,567
19111,0.37115607451644536,10994,1498
19157,0.46287289234760056,8123,442
19125,0.4017682615102397,11252,2108
19045,0.40183936763660646,17271,1386
19047,0.405410225921522,5514,1305
19083,0.4406387272943132,6516,907
19155,0.3911228890843937,34358,2097
19167,0.3261511978195381,9735,1633
19061,0.5139706713526734,48317,1698
19195,0.40279094973580817,2797,176
19081,0.3933207902163688,3728,453
19059,0.46494379418240819,7767,257
19139,0.45818488655540975,15751,3797
19091,0.3935969868173258,3412,350
19009,0.4799854439592431,2490,148
19037,0.4272186373921059,4424,674
19087,0.411747018141726,6678,1538
19191,0.5016257315792106,9161,867
19185,0.3187393261915852,1888,165
19079,0.4928585933798145,6620,661
19023,0.46637578779693886,6315,419
19131,0.3867372000755715,3903,191
19007,0.36286817962337039,4101,408
19175,0.3966996160444408,4605,251
19065,0.42951653944020359,7886,554
19057,0.37811481509995639,13863,871
19197,0.45183887915936957,4780,896
19085,0.37789166488718059,4960,349
19183,0.44375142271796039,9060,687
19071,0.3617816091954023,2321,197
19135,0.3655118723238614,2507,310
19159,0.4137719656722517,1987,38
19121,0.4152283021177623,6465,319
19109,0.4263147235536353,5776,539
19031,0.4723251194502604,8139,659
19051,0.2802222222222222,2369,153
19011,0.448118541626048,10607,885
19133,0.4188044109112014,3392,216
19101,0.3759497130363487,6174,704
19117,0.3563953488372093,2682,383
19149,0.4066012630575525,8171,2066
19105,0.47376819302741648,8790,1008
19147,0.4051316677920324,3382,218
19143,0.36925142665323937,2000,200
19189,0.42138304037087118,3789,574
19141,0.40558423616665459,5071,507
19003,0.42059966685174907,1458,57
19173,0.3682404835811142,2184,70
19067,0.413885692366705,5978,496
19123,0.33039149128762165,6527,773
19073,0.4533078307830783,3524,505
19035,0.42607921673342238,4433,354
19179,0.37118590751808747,10680,2300
19025,0.47310715763342989,4243,331
19001,0.4003076062639821,2546,317
19089,0.3982310548154619,3194,453
19097,0.42244971449148618,7845,367
19005,0.38131073281215757,5003,216
19053,0.30914866581956798,2208,225
19063,0.4024761077324066,3396,310
19137,0.42926288191993547,3738,519
19095,0.49375926841324765,7318,673
19177,0.31785917092561047,2044,195
19055,0.4226676856151902,6362,828
19115,0.38957861350249209,3281,1018
19093,0.3807580174927114,2216,396
19119,0.2891535516801361,3234,165
,,38,6
