RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19113,101204,93945,7259
19049,39987,37974,2013
19197,5167,4349,818
19153,207117,196610,10507
19181,20369,19332,1037
19103,77137,72963,4174
19067,5932,5529,403
19053,2238,2027,211
19169,43064,40748,2316
19193,36215,32142,4073
19089,3390,2988,402
19079,6664,6056,608
19011,10363,9575,788
19179,11546,9583,1963
19149,9478,7539,1939
19007,4094,3730,364
19015,11691,11092,599
19045,16508,15363,1145
19031,7964,7374,590
19099,14178,12986,1192
19013,54166,49475,4691
19163,61543,57218,4325
19033,18568,17229,1339
19075,5564,5181,383
19105,8809,7944,865
19055,6647,5891,756
19019,8063,7546,517
19173,2118,2065,53
19037,4784,4173,611
19097,7685,7376,309
19161,3840,3556,284
19065,7868,7385,483
19107,3408,3153,255
19083,6845,6036,809
19145,5714,5318,396
19057,13135,12417,718
19155,31278,29370,1908
19125,12082,10085,1997
19087,7218,5954,1264
19187,13854,12835,1019
19139,17384,13946,3438
19073,3609,3163,446
19121,6115,5845,270
19077,4405,4129,276
19001,2551,2279,272
19165,5066,4882,184
19129,5020,4779,241
19005,4860,4672,188
19047,6252,5026,1226
19009,2449,2319,130
19043,6515,6000,515
19191,9197,8406,791
19017,10857,9929,928
19175,4384,4178,206
19029,5458,5166,292
19059,7549,7336,213
19159,1873,1839,34
19051,2336,2212,124
19109,5775,5335,440
19061,46246,44798,1448
19167,10571,9050,1521
19021,8409,5743,2666
19111,11240,10045,1195
19003,1368,1331,37
19027,9252,8334,918
19091,3505,3183,322
19035,4521,4193,328
19119,3230,3085,145
19123,6570,5897,673
19131,3813,3663,150
19095,7247,6678,569
19141,5204,4757,447
19117,2760,2411,349
19183,8779,8183,596
19115,3922,2970,952
19071,2307,2139,168
19195,2758,2604,154
19081,3885,3493,392
19171,7219,6484,735
19127,16387,14114,2273
19147,3381,3197,184
19041,6151,5842,309
19157,7724,7369,355
19189,4057,3533,524
19135,2575,2300,275
19063,3452,3189,263
19093,2427,2068,359
19151,2575,2387,188
19101,6054,5443,611
19025,4273,4002,271
19039,3453,2806,647
19085,4940,4636,304
19069,3876,3564,312
19023,6297,5936,361
19133,3277,3124,153
19137,3922,3437,485
19143,2044,1874,170
19185,1911,1763,148
19177,2070,1907,163
,41,35,6
