RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19049,35572,33788,1784
19013,51257,46902,4355
19153,184067,174863,9204
19183,8197,7678,519
19197,4964,4183,781
19165,4904,4738,166
19017,10334,9455,879
19155,28130,26337,1793
19181,18378,17530,848
19163,58102,54216,3886
19141,5034,4607,427
19193,34549,30699,3850
19113,94084,87218,6866
19179,10995,9074,1921
19011,9813,9062,751
19169,38431,36452,1979
19117,2625,2307,318
19079,6116,5544,572
19171,6888,6182,706
19055,6246,5528,718
19105,7767,6981,786
19073,3460,3047,413
19015,10563,10063,500
19103,73145,69183,3962
19127,14663,12468,2195
19083,6531,5793,738
19151,2346,2170,176
19191,8436,7739,697
19089,3119,2761,358
19187,13157,12195,962
19033,17260,16100,1160
19195,2604,2470,134
19175,4167,4006,161
19027,8810,7960,850
19029,5245,4988,257
19091,3415,3106,309
19161,3745,3472,273
19039,3299,2664,635
19045,15093,14042,1051
19125,11161,9294,1867
19075,5237,4903,334
19023,5955,5644,311
19025,3814,3570,244
19035,4349,4038,311
19085,4545,4251,294
19095,6800,6270,530
19099,12604,11699,905
19101,5679,5119,560
19077,4128,3880,248
19061,44310,43061,1249
19047,6001,4803,1198
19019,7640,7165,475
19057,12497,11853,644
19097,7125,6862,263
19147,3246,3091,155
19121,5636,5399,237
19129,4685,4471,214
19139,16069,12815,3254
19043,6334,5844,490
19149,9218,7312,1906
19005,4571,4421,150
19173,2059,2011,48
19119,3131,3005,126
19059,7264,7078,186
19093,2318,1974,344
19109,5592,5173,419
19167,10058,8584,1474
19067,5522,5196,326
19031,7527,6983,544
19001,2442,2190,252
19003,1322,1291,31
19123,6223,5618,605
19135,2465,2216,249
19157,7100,6795,305
19111,10312,9339,973
19087,6545,5550,995
19137,3726,3272,454
19081,3637,3294,343
19107,3187,2951,236
19021,8050,5421,2629
19037,4485,3923,562
19009,2394,2271,123
19185,1839,1704,135
19041,5914,5637,277
19071,2220,2064,156
19053,2142,1954,188
19063,3324,3081,243
19065,7558,7088,470
19145,5221,4842,379
19115,3683,2769,914
19159,1804,1774,30
19007,3947,3614,333
19131,3564,3449,115
19069,3641,3359,282
19133,3103,2959,144
19051,2243,2135,108
19189,3876,3402,474
19177,1961,1815,146
19143,1933,1785,148
,39,33,6
