County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,27648,255710,14989,553669
Linn,10155,122196,9507,262779
Scott,8028,80455,6643,176802
Johnson,6822,90418,4550,191890
Black Hawk,5940,67859,6384,148244
Woodbury,5495,43907,5057,97945
Pottawattamie,5412,44702,4980,100717
Story,4945,49328,3159,105989
Dallas,4528,44520,2810,95010
Dubuque,4021,60268,2370,126729
Cerro Gordo,2572,25100,2080,54926
Des Moines,2176,18273,762,39540
Clinton,1844,16823,1698,37272
Webster,1737,17204,1430,37812
Warren,1587,17000,1127,36541
Marshall,1439,13999,3191,32493
Muscatine,1362,13941,5190,34551
Lee,1291,12141,2159,27965
Wapello,1215,12207,1038,26789
Marion,1121,12117,4122,29626
Buena Vista,1052,7142,3632,19065
Jasper,1049,14032,1202,30109
Bremer,1002,12392,1418,27200
Sioux,811,10065,2781,23731
Page,806,6785,855,15259
Jefferson,753,7446,1003,16641
Carroll,741,9759,1220,21652
Winneshiek,725,8224,1070,18208
Boone,721,11352,603,23954
Henry,692,7360,2018,17478
Tama,681,8180,984,18111
Washington,677,7307,592,15897
Dickinson,670,7653,280,16258
Clay,656,8254,313,17412
Mahaska,655,7484,589,16260
Poweshiek,639,9187,464,19380
Emmet,615,4633,408,10414
Cass,609,10200,467,21707
Mills,599,5878,167,12554
Plymouth,594,7117,2995,17859
Fayette,590,10078,958,21713
Crawford,584,6151,1608,14521
Buchanan,522,6295,367,13471
Jackson,500,8067,303,16922
Benton,495,7575,479,16125
Grundy,492,4559,498,10116
Union,483,4931,347,10597
Delaware,464,4615,822,10480
Hardin,441,6180,1351,14222
Appanoose,433,4212,506,9453
Floyd,432,6369,1217,14401
Montgomery,417,3275,599,7591
Kossuth,416,5959,517,12892
Allamakee,407,5634,126,11810
Clarke,395,4259,1387,10312
Madison,391,6918,182,14486
Jones,385,6208,989,13833
Shelby,365,5801,171,12174
Hamilton,355,6945,418,14824
Harrison,353,3302,270,7242
O'Brien,345,5301,390,11341
Wright,339,4904,1791,11917
Cedar,324,6240,298,13069
Cherokee,322,4693,372,10087
Humboldt,302,3943,432,8772
Winnebago,293,3973,513,8769
Guthrie,277,4366,316,9348
Greene,269,4410,523,9683
Clayton,256,5983,669,12936
Davis,243,3243,1689,8472
Iowa,240,5682,651,12275
Out of State,240,5210,1,10381
Mitchell,236,4435,188,9319
Franklin,229,3472,270,7451
Lucas,211,3410,441,7563
Palo Alto,204,3326,166,7047
Decatur,204,2864,132,6159
Wayne,201,2904,405,6524
Howard,190,2172,220,4737
Monroe,186,3221,366,7027
Louisa,175,3219,1561,8167
Adair,162,2205,344,4870
Lyon,147,2994,107,6252
Chickasaw,140,2805,362,6103
Sac,135,3220,67,6664
Ringgold,131,2103,6,4400
Ida,123,1594,527,3835
Monona,122,2143,230,4622
Taylor,121,2233,30,4645
Hancock,116,3009,741,6874
Pocahontas,109,1901,178,4093
Butler,107,3817,190,7950
Calhoun,105,4091,208,8527
Fremont,100,1607,98,3412
Adams,87,1664,16,3622
Van Buren,71,1420,131,3044
Keokuk,70,1604,100,3376
Worth,67,1743,1,3551
Osceola,52,1518,197,3284
Audubon,48,2026,101,4201
