County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,1047535,94164,77718,824,724,100
Linn,457737,36690,30713,433,388,45
Scott,324904,30173,25838,301,272,29
Johnson,324006,22218,18924,108,99,9
Black Hawk,322177,25229,21098,387,354,33
Dubuque,288261,21594,17381,246,224,22
Story,221719,15407,13413,59,51,8
Woodbury,212145,22901,19903,269,247,22
Dallas,190397,17760,14809,117,102,15
Pottawattamie,171247,18431,15267,219,190,29
Marshall,128153,7420,6518,94,83,11
Cerro Gordo,121713,9269,7588,128,109,19
Warren,117265,9629,8116,108,98,10
Webster,108483,8065,7099,125,105,20
Clinton,99443,9175,7399,116,100,16
Lee,92156,6575,5736,107,91,16
Des Moines,86917,7882,6925,109,95,14
Muscatine,85337,7393,6416,118,109,9
Jasper,78013,7013,5971,91,82,9
Wapello,72400,7352,6139,146,141,5
Boone,67076,4397,3728,43,39,4
Marion,66338,6117,5375,100,84,16
Washington,66297,4320,3784,65,61,4
Sioux,64365,6625,5859,77,73,4
Poweshiek,63971,2636,2258,43,40,3
Bremer,63897,4347,3721,74,64,10
Buena Vista,61398,5912,4939,49,44,5
Benton,59704,4618,3817,60,47,13
Fayette,58189,3147,2706,56,49,7
Hardin,57757,3196,2732,54,42,12
Henry,57215,4538,4095,55,51,4
Winneshiek,54978,2929,2449,44,37,7
Plymouth,51679,5401,4694,89,81,8
Carroll,50913,4052,3563,56,45,11
Cedar,49963,2929,2584,27,25,2
Buchanan,49020,3496,2924,43,36,7
Tama,47872,3098,2670,78,74,4
Mahaska,46478,4021,3466,67,61,6
Iowa,46463,2551,2186,36,34,2
Clay,45695,3184,2878,38,33,5
Delaware,44671,3242,2753,56,49,7
Butler,44008,2603,2187,47,40,7
Jones,40608,4470,3856,64,57,7
Floyd,40182,2945,2424,50,39,11
Clayton,39752,2834,2298,62,53,9
Kossuth,39449,3249,2769,78,69,9
Jackson,38437,3663,2870,47,43,4
Crawford,38146,3931,3449,48,42,6
Dickinson,37572,3493,3057,56,49,7
O'Brien,36781,2742,2298,66,60,6
Jefferson,36688,2632,2112,44,36,8
Hamilton,35928,2917,2480,58,52,6
Page,33860,2931,2643,35,30,5
Cass,33398,2537,2209,68,62,6
Hancock,32966,2481,2016,41,33,8
Cherokee,32413,2394,2003,47,35,12
Mills,31883,2570,2137,30,26,4
Franklin,31474,2105,1721,32,29,3
Madison,30942,2617,2272,25,21,4
Allamakee,30614,2271,1944,56,46,10
Harrison,29654,2732,2205,80,75,5
Calhoun,29541,2107,1920,19,18,1
Wright,29383,2862,2565,52,43,9
Appanoose,29318,2404,1930,58,52,6
Sac,29073,1926,1635,26,24,2
Mitchell,28693,2062,1719,44,41,3
Grundy,28416,2037,1739,37,31,6
Guthrie,28006,1856,1610,39,31,8
Winnebago,27947,2511,2028,40,34,6
Palo Alto,27380,1647,1443,32,31,1
Chickasaw,27129,2058,1714,23,19,4
Louisa,27089,1945,1701,53,46,7
Union,27082,2182,1773,41,33,8
Monona,26235,1376,1163,40,38,2
Shelby,25688,2163,1881,43,39,4
Howard,24947,1648,1379,24,20,4
Lyon,24807,2186,1982,42,38,4
Keokuk,23793,1664,1453,40,39,1
Emmet,23635,1984,1699,46,43,3
Humboldt,22988,2021,1772,33,28,5
Greene,22840,1384,1221,18,17,1
Montgomery,21633,1778,1547,47,44,3
Worth,21555,1366,1159,10,9,1
Clarke,20858,1775,1512,29,27,2
Audubon,19689,843,715,17,16,1
Pocahontas,19510,1312,1155,25,25,0
Davis,19436,1383,1193,25,23,2
Ida,18076,1531,1208,41,37,4
Adair,16506,1382,1066,41,30,11
Decatur,15950,1127,928,14,14,0
Lucas,15471,1347,1186,28,22,6
Monroe,15393,1558,1377,41,31,10
Ringgold,15073,859,730,30,24,6
Van Buren,14818,1045,868,23,20,3
Osceola,14372,1114,1014,18,15,3
Taylor,13869,1078,925,14,12,2
Wayne,12981,956,790,25,19,6
Fremont,10998,1080,927,14,10,4
Adams,9188,635,550,9,7,2
Unknown,6641,40,0,0,0,0
