RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5060337317738457,234977,13061
19161,0.4209443472893735,3755,337
19027,0.49843788742871317,9048,1003
19013,0.4687261864845917,56129,5381
19017,0.4817652222488229,11025,1049
19019,0.4250767414403778,8369,632
19195,0.41064896355507388,2844,187
19033,0.4938751472320377,19260,1705
19081,0.39774223894637819,3769,459
19169,0.5069658247268758,46508,2727
19139,0.4692012000750047,15993,4025
19165,0.47616553169198536,5229,225
19009,0.48653566229985448,2522,152
19191,0.5095292881796809,9295,891
19103,0.5803427285960037,82886,4827
19065,0.43694656488549618,8000,586
19061,0.5194376791935136,48792,1755
19147,0.40963313076749949,3417,223
19183,0.44985203733211928,9173,708
19193,0.39523989641828397,36153,4599
19003,0.4267073847862299,1476,61
19173,0.3728148995262212,2208,74
19041,0.42207792207792207,6362,398
19125,0.40889543800559349,11465,2132
19123,0.3364109527042317,6629,804
19157,0.4691958495460441,8228,454
19099,0.4556945004706199,15365,1580
19073,0.4610711071107111,3584,514
19113,0.5238899720342647,110392,8377
19049,0.5078060629407296,45087,2369
19171,0.47686009255962977,7190,847
19109,0.4347532572740161,5881,559
19187,0.4476381461675579,14689,1383
19011,0.4542015987521934,10749,899
19045,0.4097008335307674,17581,1441
19067,0.42142948472062399,6066,526
19189,0.4267915781340545,3839,580
19131,0.39212167013036089,3949,202
19029,0.4689934559052664,5666,354
19135,0.3712209679512132,2543,318
19127,0.49300210825776627,16796,2613
19063,0.4070373588184188,3435,313
19159,0.4180629342051492,2004,42
19115,0.39583144540099687,3332,1036
19163,0.415119432414148,66544,5248
19149,0.4132343011478731,8299,2105
19059,0.47033259937420326,7845,272
19093,0.3892128279883382,2265,405
19015,0.5140275977738812,12741,744
19141,0.4106013233476332,5125,522
19075,0.49419555264879008,5571,474
19091,0.39757271395689477,3438,362
19151,0.4249886689832301,2600,213
19055,0.4287813767562166,6448,846
19101,0.3810877288876742,6260,712
19005,0.38635201285891726,5060,228
19181,0.46026502933975829,22354,1334
19025,0.4775548200248242,4278,339
19083,0.44532826783806248,6581,921
19069,0.4222442899702085,3879,373
19023,0.4736477595401344,6401,438
19133,0.4227510156703424,3409,233
19085,0.3822336109331625,5008,362
19137,0.43400221841282646,3779,525
19111,0.3796535638945836,11232,1546
19197,0.45757045056519665,4841,907
19179,0.37919299951385518,10897,2363
19121,0.42189986534459547,6559,334
19143,0.37613293051359517,2023,218
19051,0.288,2431,161
19047,0.4123067776456599,5615,1320
19145,0.4151717746739922,5738,534
19043,0.394096529716793,6339,577
19057,0.3844021864654708,14094,885
19007,0.3677772412683084,4151,419
19107,0.36638688268592625,3452,302
19077,0.47067078304799328,4694,337
19129,0.3864584022767887,5560,279
19021,0.4828746177370031,6472,3002
19087,0.41911396211285958,6775,1588
19079,0.49888309754281459,6696,674
19035,0.43088562527814869,4473,368
19001,0.4035234899328859,2567,319
19037,0.4338389340484371,4487,690
19095,0.5015447355412753,7417,700
19167,0.3309998565485583,9866,1671
19089,0.40696658659095877,3259,468
19119,0.2919608677158656,3258,174
19185,0.3324018009625834,1970,171
19039,0.4138371474188398,3184,704
19097,0.4274396831112712,7935,374
19155,0.3982468939767826,34988,2131
19117,0.36186046511627908,2716,396
19031,0.4793579212970419,8266,663
19175,0.40339841516215999,4670,268
19071,0.36451149425287357,2339,198
19053,0.3133418043202033,2234,232
19177,0.32240204429301536,2064,207
19105,0.48029592379478749,8905,1028
,,38,6
