ADMIN_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19061,110280,4803,52040,1591
19045,29111,2585,12641,1161
19155,81283,7299,34266,4516
19027,18591,821,8344,942
19075,8726,433,4020,247
19157,16187,1152,7442,195
19051,7773,179,2972,1620
19109,11250,506,5155,381
19009,3921,74,1875,101
19057,32783,2137,15012,597
19099,24588,1974,11031,736
19103,161688,10960,73869,3408
19015,20144,1267,9284,376
19043,12285,320,5658,611
19169,86116,8404,38369,1897
19049,72745,6908,32731,1675
19189,7650,280,3464,420
19113,212806,16891,95005,7220
19193,80127,4664,35864,4148
19153,424383,44244,185760,8699
19177,2873,122,1331,88
19181,30674,2564,13823,656
19149,15752,467,6219,2811
19137,6454,367,2767,524
19097,15034,439,7225,160
19013,123231,7176,55315,5120
19163,143540,9428,64088,4641
19147,6377,229,3001,113
19187,31403,2216,14004,946
19065,19834,666,9151,847
19023,7576,246,3605,113
19033,45925,2710,20928,1293
19047,12468,424,5261,1496
19195,3214,156,1531,0
19079,12920,740,5829,374
19133,3876,327,1723,116
19041,15199,608,7253,123
19167,20663,887,8644,2473
19069,6735,220,3151,204
19083,12492,398,5419,1209
19037,5623,181,2575,298
19105,11240,1115,4698,681
19139,27954,1989,10789,4268
19029,19738,551,9337,301
19011,14270,685,6595,398
19197,10180,390,4136,1537
19121,12919,615,6071,120
19151,3709,127,1720,140
19059,14167,536,6726,168
19191,14668,1044,6425,757
19017,23196,1332,10419,1042
19001,4339,211,1949,295
19175,8825,474,4130,180
19039,8863,347,3599,1310
19063,9500,652,4214,319
19031,11661,539,5453,238
19005,10708,469,5081,74
,8448,250,4254,0
19141,9913,356,4643,261
19127,25465,2073,10457,2548
19087,14551,909,6130,1331
19125,25631,1176,10257,3803
19145,12815,1226,5465,645
19179,21799,1356,9933,471
19111,22819,1201,10020,1316
19077,8051,394,3724,195
19143,2934,93,1356,129
19101,13855,946,6048,806
19035,8845,359,4141,199
19019,11648,430,5498,228
19085,6660,423,3013,204
19021,15329,773,5644,3176
19095,11240,323,5196,510
19135,6026,205,2785,221
19089,4070,179,1886,135
19067,12332,538,5475,829
19185,6104,240,2712,346
19119,5736,281,2709,42
19091,7912,280,3582,329
19073,8629,360,3889,417
19081,6080,376,2552,600
19171,15014,1152,6477,956
19165,10823,339,5180,78
19053,5640,231,2609,105
19131,8147,413,3818,82
19115,7550,238,2918,1498
19055,9011,423,3969,672
19183,13155,888,5900,454
19123,13801,771,6324,335
19003,3392,117,1549,2
19173,4293,136,2063,9
19107,3104,114,1445,100
19071,3150,127,1473,78
19007,8434,395,3763,426
19025,7897,509,3612,142
19117,6626,252,2973,339
19129,9982,793,4533,100
19093,3452,145,1426,457
19159,3917,152,1859,1
19161,6466,152,3132,34
