ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1384
2020-12-17,1697
2020-12-18,2672
2020-12-19,432
2020-12-20,92
2020-12-21,2609
2020-12-22,4953
2020-12-23,9254
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,492
2020-12-28,8661
2020-12-29,7497
2020-12-30,9653
2020-12-31,5054
2021-01-01,234
2021-01-02,1970
2021-01-03,1380
2021-01-04,6109
2021-01-05,7466
2021-01-06,8658
2021-01-07,8198
2021-01-08,10489
2021-01-09,3363
2021-01-10,1332
2021-01-11,7819
2021-01-12,8918
2021-01-13,9041
2021-01-14,9434
2021-01-15,7307
2021-01-16,3805
2021-01-17,1459
2021-01-18,8537
2021-01-19,8335
2021-01-20,12206
2021-01-21,10259
2021-01-22,10171
2021-01-23,3218
2021-01-24,2295
2021-01-25,10553
2021-01-26,10427
2021-01-27,16718
2021-01-28,13920
2021-01-29,14805
2021-01-30,3976
2021-01-31,2449
2021-02-01,12325
2021-02-02,14247
2021-02-03,19611
2021-02-04,15491
2021-02-05,28167
2021-02-06,17329
2021-02-07,6433
2021-02-08,16821
2021-02-09,18772
2021-02-10,28090
2021-02-11,27812
2021-02-12,31450
2021-02-13,14450
2021-02-14,4346
2021-02-15,11627
2021-02-16,13445
2021-02-17,22741
2021-02-18,21028
2021-02-19,20402
2021-02-20,7092
2021-02-21,2020
2021-02-22,7539
2021-02-23,14327
2021-02-24,25819
2021-02-25,26986
2021-02-26,29452
2021-02-27,15394
2021-02-28,4630
2021-03-01,13309
2021-03-02,19030
2021-03-03,33123
2021-03-04,37741
2021-03-05,48265
2021-03-06,24962
2021-03-07,6618
2021-03-08,21365
2021-03-09,28939
2021-03-10,33095
2021-03-11,42222
2021-03-12,46174
2021-03-13,21814
2021-03-14,5015
2021-03-15,16821
2021-03-16,30824
2021-03-17,35309
2021-03-18,39043
2021-03-19,33896
2021-03-20,15099
2021-03-21,5736
2021-03-22,14736
2021-03-23,22836
2021-03-24,37562
2021-03-25,49103
2021-03-26,40802
2021-03-27,18693
2021-03-28,5421
2021-03-29,20405
2021-03-30,28652
2021-03-31,38610
2021-04-01,46071
2021-04-02,32934
2021-04-03,16209
2021-04-04,2556
2021-04-05,22179
2021-04-06,37258
2021-04-07,44061
2021-04-08,51554
2021-04-09,50021
2021-04-10,24299
2021-04-11,8227
2021-04-12,22245
2021-04-13,28867
2021-04-14,33059
2021-04-15,37094
2021-04-16,33435
2021-04-17,19294
2021-04-18,6946
2021-04-19,15814
2021-04-20,30710
2021-04-21,32682
2021-04-22,36447
2021-04-23,32270
2021-04-24,18151
2021-04-25,4827
2021-04-26,15991
2021-04-27,25042
2021-04-28,29389
2021-04-29,29398
2021-04-30,29892
2021-05-01,12718
2021-05-02,5285
2021-05-03,14519
2021-05-04,19256
2021-05-05,22217
2021-05-06,23209
2021-05-07,21797
2021-05-08,12770
2021-05-09,4390
2021-05-10,10019
2021-05-11,14071
2021-05-12,16448
2021-05-13,20986
2021-05-14,24237
2021-05-15,13672
2021-05-16,6553
2021-05-17,13243
2021-05-18,15761
2021-05-19,16934
2021-05-20,15088
2021-05-21,18924
2021-05-22,8383
2021-05-23,3625
2021-05-24,8517
2021-05-25,9163
2021-05-26,9824
2021-05-27,9380
2021-05-28,9227
2021-05-29,3900
2021-05-30,2029
2021-05-31,750
2021-06-01,7101
2021-06-02,7330
2021-06-03,8148
2021-06-04,11186
2021-06-05,6373
2021-06-06,3416
2021-06-07,8089
2021-06-08,7733
2021-06-09,8895
2021-06-10,8036
2021-06-11,10271
2021-06-12,4944
2021-06-13,2648
2021-06-14,6873
2021-06-15,6424
2021-06-16,6544
2021-06-17,5648
2021-06-18,6949
2021-06-19,3039
2021-06-20,1606
2021-06-21,3960
2021-06-22,4375
2021-06-23,4799
2021-06-24,4330
2021-06-25,5175
2021-06-26,2657
2021-06-27,1355
2021-06-28,3835
2021-06-29,3116
2021-06-30,3827
2021-07-01,3575
2021-07-02,3930
2021-07-03,1643
2021-07-04,369
2021-07-05,2412
2021-07-06,3374
2021-07-07,3728
2021-07-08,3249
2021-07-09,4233
2021-07-10,1989
2021-07-11,1178
2021-07-12,3274
2021-07-13,3016
2021-07-14,3169
2021-07-15,1321
