County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,219812,41189,34970,410,373,37
Linn,95246,16551,14732,245,229,16
Scott,70021,14064,11887,152,144,8
Johnson,64909,11088,9811,47,43,4
Black Hawk,57250,12747,11240,218,205,13
Woodbury,49724,12235,10766,167,155,12
Dubuque,47843,10583,9448,136,128,8
Story,45740,7983,7075,31,27,4
Dallas,43339,7870,6644,66,56,10
Pottawattamie,39517,8243,6880,95,86,9
Warren,22274,3759,2983,34,32,2
Cerro Gordo,19778,4319,3717,62,51,11
Webster,18511,4422,3760,64,57,7
Clinton,17798,4127,3490,55,49,6
Muscatine,17448,3562,3039,75,68,7
Des Moines,17280,3522,3038,34,31,3
Marshall,16861,4006,3588,57,54,3
Jasper,14440,2847,2303,53,51,2
Wapello,13608,3120,2607,90,88,2
Sioux,13263,4336,3862,44,43,1
Lee,12922,2846,2311,24,20,4
Buena Vista,12844,3699,3172,26,23,3
Marion,12454,2701,2124,47,41,6
Plymouth,11271,3345,2906,51,45,6
Boone,10855,1889,1474,15,13,2
Benton,10319,1976,1751,37,33,4
Pending Investigation,9815,669,396,0,0,0
Washington,9608,1875,1501,28,27,1
Carroll,9552,2362,2029,30,24,6
Bremer,9480,2259,2045,44,40,4
Henry,9157,2476,2105,27,27,0
Dickinson,8668,1704,1455,19,17,2
Mahaska,8429,1732,1313,34,31,3
Jones,8184,2581,2385,48,47,1
Winneshiek,7952,1381,1053,18,16,2
Buchanan,7631,1439,1227,16,15,1
Crawford,7361,2110,1826,22,19,3
Fayette,7330,1396,1108,19,18,1
Cedar,7316,1387,1140,18,17,1
Jackson,7284,1768,1565,29,28,1
Tama,6939,1751,1531,55,53,2
Clay,6871,1537,1259,12,9,3
Poweshiek,6867,1196,1034,24,22,2
Hardin,6827,1450,1237,26,24,2
Wright,6809,1528,1311,18,16,2
Iowa,6592,1133,995,21,20,1
Delaware,6565,1626,1469,29,28,1
Mills,6556,1271,1118,15,14,1
Kossuth,6358,1549,1226,32,31,1
Floyd,6326,1277,1113,34,26,8
Hamilton,6171,1471,1205,24,24,0
Jefferson,6085,1017,766,20,19,1
Madison,5922,963,755,8,7,1
Clayton,5648,1373,1161,46,39,7
Butler,5609,1267,1084,22,20,2
O'Brien,5550,1589,1374,53,49,4
Union,5525,1023,837,19,19,0
Harrison,5381,1430,1122,53,50,3
Cass,5136,1038,829,38,36,2
Page,5079,1358,1238,13,13,0
Winnebago,5004,1099,948,28,23,5
Allamakee,4933,1177,889,25,21,4
Cherokee,4891,1229,971,22,20,2
Hancock,4845,1173,919,24,19,5
Appanoose,4802,967,828,36,36,0
Grundy,4648,1083,889,17,14,3
Guthrie,4634,945,787,23,18,5
Mitchell,4615,1040,835,30,30,0
Calhoun,4568,1173,1091,9,9,0
Louisa,4481,1065,892,24,20,4
Sac,4446,1036,904,14,14,0
Chickasaw,4338,1034,917,11,10,1
Shelby,4274,945,790,24,24,0
Franklin,4154,896,755,17,16,1
Emmet,4138,1006,816,24,23,1
Humboldt,3940,977,819,18,15,3
Clarke,3777,681,508,6,6,0
Lyon,3776,1257,1063,25,23,2
Palo Alto,3721,808,681,8,8,0
Howard,3534,712,570,17,13,4
Montgomery,3494,761,512,15,14,1
Greene,3488,645,543,7,7,0
Keokuk,3324,787,665,25,25,0
Monona,3060,542,463,16,15,1
Lucas,3051,570,342,7,7,0
Pocahontas,2987,718,597,12,12,0
Worth,2981,521,397,3,2,1
Adair,2945,603,461,17,13,4
Decatur,2760,425,345,3,3,0
Monroe,2652,649,458,17,16,1
Ida,2644,693,541,28,27,1
Davis,2590,637,524,20,19,1
Van Buren,2204,453,395,11,10,1
Fremont,2203,466,394,5,3,2
Taylor,2122,543,479,9,7,2
Audubon,2052,369,307,7,7,0
Osceola,2018,611,550,8,7,1
Ringgold,1939,360,253,7,6,1
Wayne,1814,373,303,21,17,4
Adams,1277,262,187,2,2,0
