County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,605916,59460,49575,574,511,63
Linn,258788,20849,18787,320,288,32
Black Hawk,192383,16445,14413,296,276,20
Johnson,187730,14008,12730,76,71,5
Scott,184881,18600,16564,217,200,17
Dubuque,166632,13686,11941,199,186,13
Story,144827,10438,9234,46,40,6
Woodbury,128234,15277,13299,216,199,17
Dallas,114418,11625,9715,93,82,11
Pottawattamie,106249,10976,9467,149,132,17
Marshall,73330,5035,4474,74,66,8
Cerro Gordo,69137,5408,4840,85,71,14
Warren,66998,5691,4885,79,71,8
Webster,62264,5252,4775,88,74,14
Clinton,55249,5498,4786,87,76,11
Des Moines,50246,4637,4116,61,53,8
Lee,48558,3769,3429,54,41,13
Muscatine,47851,4612,4008,93,84,9
Jasper,45542,4241,3574,69,64,5
Wapello,41487,4461,3726,114,110,4
Buena Vista,40987,4776,4005,37,34,3
Boone,39744,2647,2338,30,28,2
Sioux,38620,5007,4627,69,66,3
Marion,36985,3653,3264,74,64,10
Washington,36707,2574,2319,48,44,4
Poweshiek,36631,1568,1430,30,28,2
Bremer,34376,2862,2552,56,48,8
Plymouth,34008,4016,3539,79,71,8
Winneshiek,33398,1926,1730,30,26,4
Benton,32954,2596,2237,54,44,10
Henry,32723,2947,2730,37,36,1
Carroll,32546,2900,2584,49,42,7
Fayette,31170,1874,1716,36,33,3
Hardin,30491,1842,1616,39,33,6
Tama,29356,2158,1906,68,65,3
Mahaska,27450,2275,2056,47,42,5
Cedar,27274,1826,1607,23,21,2
Buchanan,27134,1891,1690,30,26,4
Butler,26417,1684,1529,32,28,4
Iowa,26366,1476,1332,23,21,2
Clay,26241,1996,1791,25,20,5
Crawford,24717,2797,2423,36,31,5
Delaware,24112,1915,1796,40,35,5
Dickinson,23053,2258,1932,40,34,6
Jones,23034,2964,2775,55,51,4
Kossuth,22937,2119,1873,57,51,6
Jackson,22928,2237,2027,39,36,3
O'Brien,22843,1999,1710,58,54,4
Floyd,22695,1655,1419,41,31,10
Clayton,22077,1689,1536,55,46,9
Hamilton,21418,1929,1668,42,41,1
Mills,19500,1656,1438,20,17,3
Wright,19148,1818,1683,31,26,5
Page,19070,1877,1755,19,18,1
Hancock,19023,1485,1327,33,27,6
Allamakee,19012,1514,1329,48,38,10
Cass,18750,1380,1184,52,47,5
Harrison,18746,1810,1577,70,66,4
Madison,18445,1603,1376,18,14,4
Cherokee,18387,1593,1388,37,29,8
Jefferson,18282,1399,1246,34,28,6
Franklin,17947,1196,1057,20,19,1
Sac,17654,1281,1144,18,18,0
Grundy,17362,1401,1256,31,26,5
Calhoun,16506,1352,1258,11,11,0
Monona,16274,829,731,29,27,2
Guthrie,16171,1184,1050,28,23,5
Palo Alto,16160,1074,959,22,20,2
Appanoose,15991,1398,1148,47,43,4
Mitchell,15789,1332,1156,40,38,2
Chickasaw,15690,1266,1166,15,13,2
Winnebago,15629,1413,1243,31,26,5
Louisa,15497,1293,1155,48,41,7
Union,15413,1277,1147,31,26,5
Howard,15200,1049,942,22,18,4
Shelby,14772,1252,1097,34,31,3
Emmet,14723,1233,1094,40,38,2
Keokuk,14021,993,877,29,29,0
Humboldt,13931,1191,1087,25,22,3
Lyon,13582,1480,1393,41,37,4
Greene,13372,786,711,10,10,0
Montgomery,12877,1044,924,36,34,2
Pending Investigation,12591,1022,862,0,0,0
Clarke,12136,1020,889,21,21,0
Pocahontas,11781,860,788,19,19,0
Worth,11216,707,643,8,7,1
Adair,11209,939,744,31,22,9
Ida,10885,956,765,32,30,2
Audubon,10715,495,443,9,8,1
Davis,9747,842,723,23,22,1
Decatur,9258,590,538,9,9,0
Ringgold,8863,531,475,22,18,4
Monroe,8707,945,843,28,21,7
Lucas,8336,762,669,21,17,4
Taylor,7665,666,618,12,10,2
Van Buren,7592,562,519,18,15,3
Osceola,7369,710,649,15,13,2
Fremont,6544,592,536,9,7,2
Wayne,5526,527,417,21,17,4
Adams,4868,327,315,4,4,0
