RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,529756,24649,245290,14527
19161,8331,272,3844,371
19027,20205,585,9276,1068
19013,127402,4954,58383,5682
19017,24748,808,11415,1110
19019,18683,659,8679,666
19103,180092,5355,84778,5181
19195,6296,193,2953,197
19033,43476,1703,19968,1837
19081,8498,242,3882,492
19169,102599,3952,47837,2973
19139,38988,1548,16578,4284
19165,11318,323,5372,251
19009,5460,131,2583,163
19191,20535,518,9549,919
19065,17697,623,8225,624
19061,104859,2829,50071,1888
19147,7495,232,3510,243
19183,20472,750,9483,756
19003,3225,128,1512,73
19173,4802,142,2288,84
19041,14007,471,6563,410
19125,27142,1108,11896,2242
19123,15283,646,6895,847
19157,18060,619,8481,479
19099,34945,1373,15946,1680
19073,8229,315,3689,536
19113,245852,8839,113998,9017
19049,100455,4208,46807,2633
19193,85255,4411,38055,4734
19171,16433,706,7415,897
19109,13098,414,6047,590
19187,33419,1386,15263,1507
19011,24106,894,11131,950
19141,11399,331,5255,558
19045,39804,1596,18331,1546
19067,13631,512,6253,613
19189,8815,287,3967,594
19131,8655,272,4077,229
19029,12479,399,5844,392
19135,5799,194,2624,357
19127,39393,1657,17423,2890
19063,7807,424,3528,327
19159,4284,128,2055,46
19115,8424,343,3495,1091
19163,150438,6410,69213,5602
19149,20077,719,8607,2144
19059,17013,592,8062,297
19093,5276,193,2326,431
19015,28167,987,13174,832
19075,12534,575,5704,551
19091,7766,280,3543,400
19151,5756,176,2669,242
19055,14687,543,6627,890
19101,14386,638,6505,738
19005,11128,441,5225,237
19181,50024,2208,23148,1520
19025,9414,288,4376,374
19083,14980,550,6736,958
19069,8728,348,3991,398
19023,14100,465,6578,479
19133,7458,260,3472,254
19085,11229,566,5141,381
19137,8784,417,3911,545
19111,26058,1055,11642,1719
19037,10304,310,4619,756
19197,11359,378,5009,963
19179,26322,1137,11352,2481
19121,14534,570,6793,378
19095,16642,591,7652,747
19143,4473,108,2063,239
19051,5452,211,2531,179
19047,13570,548,5828,1366
19145,13036,622,5933,548
19043,13868,370,6450,598
19057,32167,1631,14789,958
19007,9389,402,4270,447
19107,7704,261,3562,319
19077,10457,399,4840,378
19129,12312,558,5727,300
19021,17673,943,6836,3058
19087,16402,693,7024,1661
19053,5115,235,2313,254
19097,17291,537,8170,414
19155,79235,4025,36487,2236
19079,15112,509,6946,711
19035,9960,376,4590,404
19001,5833,244,2626,337
19175,10417,446,4836,299
19167,22915,809,10167,1772
19089,7454,283,3332,507
19119,7023,160,3327,209
19185,4409,156,2031,191
19039,7818,379,3348,743
19117,6236,215,2796,429
19031,18381,574,8552,703
19071,5189,191,2399,200
19177,4669,176,2128,237
19105,19924,589,9115,1105
,75,7,32,4
