RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19155,0.3826470398901358,33604,2061
19153,0.4849223010398624,225336,12354
19085,0.3753292049256175,4925,348
19163,0.40083727008320665,64282,5040
19083,0.43820491511338008,6489,893
19113,0.5085176395860719,107243,8041
19057,0.36987707547411916,13601,812
19009,0.4796215429403202,2488,148
19169,0.49413593912497297,45353,2636
19061,0.5095826782172622,47921,1667
19097,0.4199804516693246,7802,362
19079,0.49028633317538758,6583,660
19011,0.4440241762526808,10513,874
19193,0.38308747223757846,35073,4426
19183,0.44038242658775325,9000,673
19013,0.45408754229280337,54356,5233
19171,0.46238281713539816,7009,784
19073,0.44779477947794779,3478,502
19127,0.47517081968045929,16257,2450
19161,0.41652093406028187,3717,332
19121,0.4111886399804138,6409,309
19027,0.48906521200099187,8872,990
19015,0.49801783944499508,12353,712
19179,0.36818324801967458,10606,2269
19075,0.486592544146501,5497,455
19105,0.46980320100575409,8721,995
19045,0.39376251911520818,16914,1368
19017,0.4685180751735695,10721,1021
19049,0.48641563138690038,43179,2278
19145,0.40557357516383138,5630,497
19081,0.3901222953904045,3706,441
19111,0.367055887333987,10877,1477
19055,0.420257480453824,6325,824
19019,0.41043683589138138,8101,590
19181,0.4443710410756616,21626,1244
19195,0.4006232217856659,2785,172
19071,0.3607758620689655,2314,197
19033,0.4810836277974087,18823,1599
19187,0.4363580659536542,14360,1307
19139,0.45157509844365276,15507,3759
19165,0.4673476514754671,5135,218
19191,0.496373368015607,9067,856
19103,0.5653036919412465,80829,4611
19125,0.3984903617718702,11151,2100
19051,0.2792222222222222,2360,153
19059,0.4630316375014486,7734,257
19197,0.4495303295653558,4755,892
19117,0.3554651162790698,2680,377
19043,0.3878853495925694,6249,558
19129,0.3781190019193858,5441,272
19115,0.3847757136384232,3234,1012
19065,0.4262595419847328,7824,552
19151,0.4100317268469557,2507,207
19099,0.4427860696517413,14927,1538
19047,0.40166468489892989,5458,1298
19037,0.424117992122685,4397,664
19041,0.41227522477522479,6240,363
19149,0.40338404098979227,8104,2052
19063,0.40041268462206777,3381,306
19039,0.4017030335284726,3083,691
19101,0.3706477179557256,6087,694
19109,0.42138661986093298,5711,531
19067,0.4106252397391638,5942,481
19147,0.40276839972991226,3365,214
19119,0.28847299021692898,3229,162
19095,0.48535590706870987,7206,649
19007,0.36045388701110578,4073,406
19133,0.4176436448055717,3384,214
19023,0.46256665974097929,6268,411
19123,0.3276759447838878,6476,764
19035,0.4246550956831331,4418,353
19189,0.4179061232373962,3760,567
19003,0.416435313714603,1445,55
19173,0.3654631596144421,2167,70
19031,0.4692113598539754,8085,655
19185,0.3178077938208353,1882,165
19077,0.4564505566470203,4564,315
19053,0.3072426937738246,2195,223
19089,0.39484603625245687,3179,437
19069,0.41360476663356507,3808,357
19141,0.4033301825056351,5046,501
19157,0.4580090791180285,8034,441
19135,0.3638250940703257,2498,306
19167,0.3244010902309568,9683,1624
19175,0.39473899191242547,4583,249
19025,0.46741828713280927,4202,317
19107,0.3592621510833496,3393,288
19021,0.46931702344546386,6275,2933
19137,0.425128567106988,3696,520
19005,0.3791919339519252,4975,215
19091,0.3902490060682151,3383,347
19001,0.3976510067114094,2533,311
19029,0.46073543159862886,5566,348
19177,0.3153038046564452,2028,193
19143,0.36555891238670698,1978,200
19087,0.4075373358725068,6620,1512
19131,0.38550916304553187,3894,187
19093,0.3782798833819242,2200,395
19159,0.41070698814875358,1972,38
,,39,6
