ADMIN_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,255643,243076,12567
19021,10263,6693,3570
19027,10498,9395,1103
19049,44895,42447,2448
19181,17475,16489,986
19013,71039,64903,6136
19033,25902,23999,1903
19169,50434,47654,2780
19195,1713,1712,1
19083,7350,6018,1332
19189,4312,3812,500
19155,47624,42777,4847
19139,18242,13318,4924
19009,2096,1995,101
19005,5592,5478,114
19099,14656,13518,1138
19103,91905,87701,4204
19017,13110,11868,1242
19065,10756,9838,918
19061,60505,58331,2174
19041,8252,7973,279
19147,3377,3228,149
19193,46252,41423,4829
19003,1646,1637,9
19173,2198,2178,20
19175,5035,4729,306
19067,7216,6171,1045
19063,4907,4527,380
19035,4810,4537,273
19123,7744,7185,559
19183,7555,7012,543
19179,12557,11654,903
19073,4819,4314,505
19113,126391,117702,8689
19019,6390,6056,334
19101,8108,7141,967
19127,16086,13228,2858
19109,6248,5761,487
19187,17768,16443,1325
19037,3084,2745,339
19011,7791,7328,463
19045,17501,15926,1575
19081,3682,2963,719
19131,4458,4302,156
19029,10391,9963,428
19135,3412,3118,294
19059,7642,7393,249
19159,2053,2047,6
19163,83250,77053,6197
19125,15676,11654,4022
19149,9822,6877,2945
19015,11504,10943,561
19141,5478,5133,345
19091,4229,3846,383
19151,2006,1857,149
19055,5239,4477,762
19031,6354,6074,280
19167,12358,9706,2652
19143,1650,1477,173
19161,3256,3206,50
19069,3657,3408,249
19133,2304,2101,203
19075,4853,4456,397
19171,9021,8037,984
19137,3712,3135,577
19111,13482,11577,1905
19197,6447,4734,1713
19047,7479,5888,1591
19077,4528,4269,259
19093,2053,1560,493
19051,4802,3143,1659
19025,4249,4072,177
19145,7383,6540,843
19057,18060,17344,716
19007,4578,4101,477
19157,9329,8903,426
19191,8877,7852,1025
19023,3946,3776,170
19087,8963,7066,1897
19001,2494,2163,331
19079,7164,6758,406
19095,6180,5562,618
19119,3001,2927,74
19043,6572,5911,661
19117,3703,3307,396
19039,5456,4092,1364
19107,1676,1576,100
19165,5744,5608,136
19185,3240,2863,377
19115,4687,3159,1528
19053,2912,2794,118
19177,1517,1404,113
19121,6905,6748,157
19085,3493,3246,247
,5212,5211,1
19105,6917,6019,898
19097,8116,7858,258
19129,5865,5719,146
19089,2275,2093,182
19071,1682,1584,98
