ADMIN_ADDRESS_COUNTY,Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,274468,259021,15447
19059,8048,7763,285
19021,11154,7296,3858
19027,11142,9889,1253
19049,47981,45162,2819
19181,18360,17216,1144
19013,75055,68649,6406
19033,27586,25470,2116
19169,53058,49827,3231
19195,1756,1755,1
19083,7599,6248,1351
19189,4524,4011,513
19081,3765,3020,745
19155,50353,45361,4992
19139,19385,14140,5245
19009,2129,2028,101
19005,5854,5726,128
19099,15398,14178,1220
19103,95757,91147,4610
19017,14076,12608,1468
19065,11130,10170,960
19061,63311,60894,2417
19041,8653,8340,313
19063,5076,4659,417
19147,3524,3355,169
19193,49712,44641,5071
19003,1693,1673,20
19173,2285,2249,36
19175,5352,4996,356
19067,7678,6458,1220
19035,5108,4736,372
19123,8165,7576,589
19183,7991,7397,594
19179,13422,12373,1049
19073,4959,4434,525
19113,133231,123601,9630
19019,6782,6408,374
19101,8545,7542,1003
19127,17433,14190,3243
19109,6531,6003,528
19187,18889,17454,1435
19037,3184,2822,362
19011,8101,7617,484
19141,5740,5338,402
19045,18756,17046,1710
19131,4663,4471,192
19029,10740,10267,473
19135,3625,3252,373
19159,2134,2128,6
19163,88207,81448,6759
19125,16431,12271,4160
19149,10197,7202,2995
19015,12077,11470,607
19091,4411,3975,436
19151,2096,1917,179
19055,5553,4731,822
19031,6598,6299,299
19167,12981,10193,2788
19143,1720,1521,199
19161,3297,3227,70
19069,3788,3508,280
19133,2392,2161,231
19075,5165,4655,510
19171,9192,8207,985
19137,3919,3314,605
19111,14526,12337,2189
19197,6784,4972,1812
19047,7839,6231,1608
19077,4727,4406,321
19093,2145,1608,537
19051,4973,3276,1697
19025,4314,4093,221
19145,7738,6883,855
19057,19363,18568,795
19007,4770,4254,516
19157,9734,9257,477
19191,9413,8342,1071
19023,4019,3826,193
19087,9551,7472,2079
19053,3036,2899,137
19097,8461,8158,303
19001,2563,2219,344
19079,7430,7008,422
19039,5715,4328,1387
19095,6377,5724,653
19119,3126,3012,114
19043,6677,6008,669
19085,3584,3313,271
19117,3873,3432,441
19107,1714,1614,100
19165,6053,5869,184
19185,3335,2926,409
19115,4802,3231,1571
19121,7182,6993,189
19177,1551,1420,131
,5211,5210,1
19105,7277,6284,993
19129,6105,5934,171
19089,2433,2204,229
19071,1714,1616,98
