County,Two-Dose Series Initiated,Two-Dose Series Completed,Single-Dose Series Completed,Total Doses Administered
Polk,46572,83949,1151,217025
Linn,23845,43328,3529,113019
Scott,19780,28194,1016,78126
Johnson,15839,40567,338,97763
Black Hawk,15449,27605,2195,73001
Dubuque,13228,23507,319,60548
Pottawattamie,11037,17972,3599,51393
Story,10282,15736,396,42030
Woodbury,9700,17285,1223,45044
Dallas,7744,11614,1057,31478
Cerro Gordo,7142,10474,1014,28974
Cass,5672,2015,0,9689
Webster,5377,5963,495,17787
Clinton,5296,5185,102,15762
Fayette,4981,2700,200,10560
Des Moines,4626,7892,299,20534
Marshall,4164,3182,1775,12270
Warren,3988,6054,101,15917
Marion,3925,4272,2467,14921
Muscatine,3834,4130,1293,13372
Lee,3543,4820,214,13559
Wapello,3537,4510,0,12550
Bremer,3368,5499,110,14434
Jasper,2830,5628,101,13940
Sioux,2746,4356,1340,12790
Boone,2696,4110,97,10965
Henry,2649,2172,104,7115
Allamakee,2643,1918,0,6479
Clay,2376,4190,0,10681
Poweshiek,2250,2778,0,7808
Mitchell,2211,1464,0,5141
Emmet,2204,1256,1,4739
Mahaska,2177,2538,0,7240
Clarke,2177,861,1107,4987
Clayton,2141,2597,0,7333
Tama,2135,2766,649,8221
Benton,2126,2959,0,8047
Madison,2063,2329,0,6722
Washington,2026,2388,1,6800
Winneshiek,2007,2616,1,7235
Appanoose,2005,1403,0,4797
Page,1996,2698,85,7471
Dickinson,1989,3165,0,8304
Kossuth,1962,2476,0,6911
Jefferson,1942,2091,95,6217
Hamilton,1936,2430,0,6812
Carroll,1922,3712,600,9971
Cedar,1907,2576,0,7056
Shelby,1892,2019,33,5961
Floyd,1878,2453,145,6914
Buchanan,1875,2539,0,6945
Hardin,1805,2264,0,6322
Crawford,1765,2365,1267,7752
Buena Vista,1706,2765,2437,9733
Wright,1692,1804,1323,6600
Grundy,1683,1635,0,4958
Calhoun,1644,1676,0,4994
O'Brien,1636,2379,0,6405
Mills,1597,2113,0,5820
Decatur,1419,856,0,3103
Palo Alto,1409,1294,0,3997
Union,1392,1682,0,4754
Franklin,1377,1409,0,4190
Guthrie,1369,1547,0,4446
Plymouth,1345,3657,2513,11172
Jackson,1291,4306,0,9894
Davis,1284,1206,1477,5162
Cherokee,1283,2072,80,5504
Delaware,1277,1861,100,5095
Jones,1270,2196,0,5707
Winnebago,1267,1303,0,3870
Butler,1126,1948,0,5019
Lucas,1095,1148,96,3479
Sac,1069,1624,0,4317
Humboldt,986,1140,0,3262
Louisa,978,1443,1389,5246
Harrison,943,1563,0,4070
Lyon,912,1292,0,3492
Monroe,901,1260,99,3513
Iowa,891,2448,0,5783
Wayne,874,1356,0,3587
Adair,871,793,0,2454
Greene,867,1275,100,3515
Taylor,852,1084,0,3017
Chickasaw,828,1282,0,3388
Adams,798,694,0,2185
Hancock,756,1474,0,3701
Ringgold,709,934,0,2564
Montgomery,637,1372,99,3480
Audubon,618,980,0,2579
Howard,599,921,0,2439
Monona,487,1017,0,2514
Fremont,473,800,0,2073
Worth,471,797,0,2061
Van Buren,445,627,0,1698
Osceola,432,733,0,1899
Ida,420,898,0,2220
Keokuk,414,775,0,1963
Pocahontas,412,907,95,2321
Out of State,293,4255,0,8352
