County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,739830,65520,57044,638,560,78
Linn,311184,22552,20527,339,303,36
Scott,229304,21709,19825,244,220,24
Black Hawk,226270,17510,15518,311,288,23
Johnson,224251,15472,14390,85,77,8
Dubuque,204076,14797,13160,211,195,16
Story,169545,11467,10562,48,42,6
Woodbury,154527,16527,14925,229,210,19
Dallas,135426,12618,11085,99,85,14
Pottawattamie,126245,12337,10968,173,150,23
Marshall,86480,5234,4760,76,68,8
Warren,82797,6336,5693,91,81,10
Cerro Gordo,82383,5961,5312,93,78,15
Webster,72178,5432,5034,94,79,15
Clinton,68609,6088,5470,93,79,14
Des Moines,60723,5037,4513,70,58,12
Muscatine,59707,5211,4711,106,97,9
Lee,57612,4056,3715,56,43,13
Jasper,55049,4555,4119,72,67,5
Wapello,50097,4702,4176,122,118,4
Sioux,48202,5346,5074,74,71,3
Poweshiek,47800,1648,1520,36,33,3
Buena Vista,46840,4916,4207,40,36,4
Boone,46480,2866,2618,34,31,3
Marion,45007,3861,3567,76,65,11
Washington,44139,2737,2498,51,47,4
Winneshiek,42001,2053,1935,35,30,5
Bremer,41952,3012,2783,60,51,9
Plymouth,40355,4336,3931,81,73,8
Benton,39793,2748,2512,55,44,11
Carroll,38684,3077,2812,52,43,9
Henry,38522,3092,2883,37,36,1
Fayette,38231,1945,1814,43,38,5
Hardin,37425,2006,1814,44,34,10
Tama,34384,2240,2023,71,67,4
Buchanan,33406,2039,1877,33,27,6
Cedar,33299,2007,1878,23,21,2
Mahaska,33293,2430,2247,51,46,5
Clay,32540,2277,2130,27,22,5
Iowa,31285,1559,1468,24,22,2
Delaware,30981,2154,2052,42,38,4
Butler,30909,1752,1612,35,31,4
Crawford,29719,2924,2626,40,35,5
Dickinson,28962,2685,2443,44,38,6
Jones,28303,3137,2934,57,51,6
Kossuth,27698,2281,2099,66,57,9
Jackson,27456,2386,2180,42,39,3
O'Brien,27454,2153,1936,61,56,5
Floyd,27238,1809,1569,42,32,10
Clayton,26934,1798,1648,57,48,9
Hamilton,24456,2003,1752,51,46,5
Hancock,22999,1597,1444,34,27,7
Page,22682,2012,1907,22,20,2
Allamakee,22647,1583,1463,52,42,10
Harrison,22327,1935,1723,73,69,4
Madison,22292,1788,1608,19,15,4
Mills,22196,1797,1602,24,21,3
Jefferson,22193,1454,1298,35,29,6
Cherokee,22085,1694,1547,38,30,8
Sac,21793,1391,1288,20,19,1
Cass,21731,1477,1341,54,48,6
Wright,21682,1930,1809,40,33,7
Franklin,21361,1341,1174,23,21,2
Grundy,20178,1449,1333,33,27,6
Palo Alto,19883,1194,1103,23,22,1
Guthrie,19864,1313,1192,32,26,6
Calhoun,19600,1441,1373,13,12,1
Appanoose,19102,1469,1230,49,44,5
Mitchell,19009,1377,1232,42,39,3
Winnebago,18883,1555,1393,31,26,5
Monona,18851,888,800,31,29,2
Chickasaw,18640,1314,1229,17,14,3
Louisa,18380,1362,1235,49,42,7
Union,18292,1380,1252,35,27,8
Shelby,18177,1375,1278,37,33,4
Emmet,18041,1438,1297,41,39,2
Howard,17705,1098,1024,22,18,4
Lyon,17413,1596,1541,41,37,4
Keokuk,16513,1031,929,32,31,1
Humboldt,16103,1243,1166,26,23,3
Greene,15666,829,766,11,10,1
Montgomery,15007,1115,997,38,36,2
Pocahontas,14300,903,837,22,22,0
Clarke,14257,1069,979,24,22,2
Worth,14178,800,742,8,7,1
Audubon,13420,546,498,10,9,1
Ida,13157,1027,865,35,32,3
Adair,12750,993,836,32,22,10
Davis,11916,923,805,25,23,2
Decatur,10938,629,605,9,9,0
Ringgold,10562,580,539,24,18,6
Monroe,10286,1005,924,30,22,8
Lucas,10066,807,753,23,18,5
Osceola,9703,816,773,16,13,3
Taylor,9360,689,650,12,10,2
Van Buren,9039,589,541,18,15,3
Pending Investigation,8147,981,941,0,0,0
Fremont,7985,662,617,9,7,2
Wayne,7718,585,516,23,18,5
Adams,6123,354,337,4,4,0
