RECIP_ADDRESS_COUNTY,* Percent Vaccinated by Resident County (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),2-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd),1-Dose Vaccinations Completed (Merged from datasource: ec049a78-938f-43ce-8c53-e977ad7594bd)
19153,0.5379987391897765,248922,14784
19059,0.49258314984355086,8186,315
19161,0.4400781812570723,3895,383
19027,0.5192660550458715,9388,1083
19013,0.49427713597707809,59135,5728
19017,0.5070624850371079,11584,1124
19019,0.44953955135773318,8845,674
19103,0.6007873494773058,85559,5244
19195,0.43354559002845147,3002,198
19033,0.5217667844522969,20297,1852
19081,0.4157102539981185,3927,492
19169,0.5289599143301379,48330,3041
19139,0.4966013500843803,16875,4312
19165,0.4966823817007159,5428,261
19009,0.50254730713246,2598,164
19191,0.5292381571707269,9656,924
19065,0.45643765903307889,8339,630
19061,0.5398053662998017,50603,1926
19147,0.4268512266486608,3544,249
19183,0.47220578192579107,9611,761
19003,0.4464186563020544,1535,73
19173,0.39078581931057018,2307,85
19041,0.44087162837162838,6648,413
19125,0.4318407361741798,12088,2272
19123,0.35682281059063139,7026,858
19157,0.4900021616947687,8570,497
19099,0.48032808928331319,16165,1696
19073,0.48267326732673268,3742,548
19113,0.5514851834534595,115903,9122
19049,0.5372433201716371,47519,2688
19193,0.42229916494515409,38796,4746
19171,0.49899133736798387,7503,907
19109,0.4518328495240667,6095,598
19187,0.4746267825311943,15523,1518
19011,0.4785338272567752,11309,963
19141,0.4257252962989893,5287,568
19045,0.4340606086713046,18587,1566
19067,0.4488556450581767,6405,616
19189,0.44552829824222525,4015,598
19131,0.41195919138484796,4130,231
19029,0.4921315051417887,5915,402
19135,0.3918515635136888,2657,363
19127,0.5235083441286291,17686,2924
19063,0.42408774978279759,3576,329
19159,0.4358398038414385,2087,46
19163,0.4390868667711327,70249,5688
19115,0.42392387856819216,3572,1106
19149,0.4324581959725146,8743,2145
19093,0.4065597667638484,2351,438
19015,0.5410917130441412,13353,842
19075,0.5250981033355134,5865,558
19091,0.41839296924042687,3598,401
19151,0.4471974618522435,2709,251
19055,0.45147257656810299,6788,892
19101,0.40114785460508337,6590,749
19005,0.4068824431942719,5330,239
19181,0.4872148602961178,23526,1549
19025,0.5,4446,388
19083,0.46557046183070169,6831,1012
19069,0.44419066534260179,4066,407
19023,0.4950481335272526,6660,488
19133,0.4412071967498549,3532,269
19085,0.39675421738202007,5192,382
19137,0.4559846727841081,3972,550
19111,0.40475978251181035,11871,1752
19037,0.4564652643928601,4683,764
19197,0.4818500238815475,5078,975
19179,0.40164145385913238,11545,2500
19121,0.44607663116660548,6901,387
19095,0.5305239742956006,7828,758
19143,0.3885532057737496,2072,243
19051,0.30544444444444449,2562,187
19047,0.4343043995243757,5932,1373
19155,0.42347059202197287,37218,2252
19145,0.43555967432316147,6029,551
19043,0.4052652572796171,6512,600
19057,0.4129648163830934,15097,995
19007,0.3843553838725253,4319,457
19107,0.3848331056021862,3618,325
19077,0.4941528674338105,4897,385
19129,0.4059170031107287,5822,311
19021,0.5228848114169216,6998,3261
19087,0.4441715946677358,7151,1712
19053,0.33227445997458707,2356,259
19097,0.44786254436956637,8290,416
19079,0.5271102687335003,7063,724
19035,0.4499332443257677,4648,407
19001,0.41834451901565997,2652,340
19175,0.4260272853525039,4908,307
19167,0.34637785109740357,10292,1781
19089,0.42738589211618258,3400,514
19119,0.303615482773288,3353,216
19185,0.3490141282409564,2053,195
19039,0.44385311335816926,3425,745
19117,0.37883720930232558,2825,433
19031,0.5048585386804102,8697,707
19071,0.37801724137931039,2431,200
19177,0.33943781942078368,2149,242
19105,0.5009912480054156,9248,1113
,,30,4
