RECIP_ADDRESS_COUNTY,Vaccinations Completed,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19015,11183,10641,542
19029,5335,5060,275
19155,30271,28433,1838
19193,35196,31238,3958
19169,41101,38950,2151
19153,198089,188186,9903
19187,13649,12653,996
19013,53163,48603,4560
19007,4037,3692,345
19097,7567,7271,296
19063,3400,3148,252
19059,7446,7243,203
19127,15809,13591,2218
19189,3951,3468,483
19113,98257,91167,7090
19103,75555,71495,4060
19033,17986,16751,1235
19099,13655,12536,1119
19009,2424,2295,129
19107,3330,3084,246
19025,4208,3945,263
19163,59777,55675,4102
19183,8561,7982,579
19057,12826,12153,673
19181,19559,18606,953
19039,3405,2764,641
19135,2543,2280,263
19111,10948,9815,1133
19117,2710,2375,335
19131,3787,3649,138
19125,11748,9807,1941
19165,4997,4824,173
19173,2089,2038,51
19049,38305,36416,1889
19139,16937,13578,3359
19161,3794,3515,279
19035,4459,4138,321
19143,1999,1847,152
19095,7152,6606,546
19157,7582,7252,330
19067,5772,5402,370
19145,5376,4988,388
19195,2686,2550,136
19027,9176,8276,900
19115,3824,2891,933
19079,6486,5890,596
19055,6522,5791,731
19021,8261,5626,2635
19093,2384,2028,356
19091,3455,3140,315
19045,15973,14866,1107
19087,7036,5842,1194
19137,3848,3379,469
19089,3292,2912,380
19191,8910,8177,733
19065,7764,7285,479
19037,4683,4095,588
19031,7798,7230,568
19167,10328,8828,1500
19075,5451,5098,353
19171,7076,6359,717
19141,5114,4679,435
19011,10183,9410,773
19197,5067,4264,803
19083,6708,5923,785
19017,10634,9724,910
19151,2521,2335,186
19005,4751,4585,166
19041,6026,5733,293
19081,3701,3338,363
19061,45573,44205,1368
19019,7879,7382,497
19105,8453,7610,843
19149,9322,7396,1926
19147,3340,3165,175
19121,5903,5648,255
19077,4319,4058,261
19069,3781,3488,293
19051,2302,2183,119
19179,11287,9352,1935
19185,1880,1738,142
19053,2205,2009,196
19109,5683,5251,432
19123,6370,5740,630
19085,4787,4489,298
19073,3558,3121,437
19129,4892,4671,221
19047,6147,4941,1206
19175,4278,4088,190
19043,6450,5945,505
19001,2497,2239,258
19133,3209,3065,144
19003,1341,1307,34
19071,2259,2098,161
19119,3180,3045,135
19023,6191,5860,331
19101,5919,5338,581
19159,1848,1817,31
19177,2047,1888,159
,40,34,6
