County,Individuals Tested,Individuals Positive,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,230309,44957,38801,441,398,43
Linn,99149,17573,15720,270,249,21
Scott,73302,15228,13346,161,152,9
Johnson,67994,11925,10477,49,45,4
Black Hawk,59527,13559,12110,228,215,13
Woodbury,51464,12899,11677,175,162,13
Dubuque,49557,11237,10102,148,139,9
Story,47850,8585,7687,33,29,4
Dallas,45521,8745,7392,69,58,11
Pottawattamie,41128,8872,7715,112,99,13
Warren,23358,4308,3457,37,35,2
Cerro Gordo,20637,4594,4105,66,55,11
Webster,19083,4646,4185,69,62,7
Clinton,18684,4457,3882,61,55,6
Muscatine,18302,3825,3327,75,68,7
Des Moines,18012,3778,3336,40,36,4
Marshall,17660,4247,3889,61,56,5
Jasper,15145,3160,2628,55,53,2
Wapello,14382,3381,2876,97,95,2
Sioux,13783,4529,4137,51,50,1
Lee,13527,3112,2678,28,23,5
Buena Vista,13236,3895,3517,29,26,3
Marion,13078,2994,2452,52,45,7
Plymouth,11646,3484,3187,67,61,6
Boone,11576,2144,1712,16,14,2
Benton,10692,2075,1896,43,39,4
Washington,10082,2139,1712,31,30,1
Carroll,9963,2524,2231,33,27,6
Bremer,9916,2402,2181,48,44,4
Pending Investigation,9752,939,468,0,0,0
Henry,9499,2622,2366,30,30,0
Dickinson,8973,1833,1631,26,24,2
Mahaska,8872,1899,1532,36,33,3
Jones,8493,2690,2506,49,48,1
Winneshiek,8359,1517,1266,19,17,2
Buchanan,7962,1570,1363,20,19,1
Fayette,7733,1575,1227,22,20,2
Crawford,7667,2277,1992,22,19,3
Jackson,7639,1898,1694,31,30,1
Cedar,7638,1492,1282,19,18,1
Tama,7210,1848,1642,57,55,2
Poweshiek,7191,1311,1124,24,22,2
Clay,7150,1654,1465,19,15,4
Hardin,7090,1531,1382,29,26,3
Wright,6993,1619,1453,24,22,2
Iowa,6903,1222,1081,22,21,1
Mills,6801,1353,1219,16,15,1
Delaware,6798,1713,1553,36,32,4
Kossuth,6620,1697,1476,41,38,3
Floyd,6587,1374,1210,36,28,8
Jefferson,6446,1186,891,23,21,2
Hamilton,6408,1569,1365,28,27,1
Madison,6342,1164,875,9,8,1
Clayton,5938,1500,1286,48,41,7
Butler,5908,1453,1176,23,20,3
O'Brien,5763,1676,1500,54,50,4
Union,5738,1080,960,22,21,1
Harrison,5605,1530,1297,62,58,4
Cass,5363,1118,947,41,39,2
Page,5246,1433,1314,15,14,1
Cherokee,5210,1372,1137,25,23,2
Winnebago,5199,1179,1040,29,24,5
Allamakee,5109,1261,1068,27,23,4
Appanoose,5072,1088,902,38,38,0
Hancock,5035,1279,1086,24,19,5
Grundy,4866,1187,1001,22,17,5
Mitchell,4835,1148,943,34,34,0
Guthrie,4827,1022,867,24,19,5
Calhoun,4680,1215,1148,9,9,0
Louisa,4670,1137,973,29,25,4
Sac,4612,1101,993,15,15,0
Chickasaw,4545,1104,986,11,10,1
Shelby,4487,1008,869,26,26,0
Franklin,4384,999,825,18,17,1
Emmet,4356,1099,911,31,30,1
Humboldt,4092,1040,892,19,16,3
Clarke,4005,771,575,7,7,0
Lyon,3957,1331,1173,32,29,3
Palo Alto,3856,897,775,9,9,0
Howard,3727,817,639,19,15,4
Montgomery,3701,832,659,22,21,1
Greene,3598,683,616,7,7,0
Keokuk,3482,841,747,25,25,0
Lucas,3213,645,451,8,8,0
Monona,3205,626,518,16,15,1
Worth,3136,592,467,3,2,1
Adair,3082,681,531,20,16,4
Pocahontas,3080,772,663,11,11,0
Decatur,2901,474,392,4,4,0
Monroe,2840,799,549,18,16,2
Ida,2759,735,656,30,29,1
Davis,2714,682,592,21,20,1
Van Buren,2294,492,426,12,11,1
Fremont,2291,500,443,5,3,2
Taylor,2205,590,516,9,7,2
Audubon,2160,411,350,8,8,0
Osceola,2108,634,596,9,7,2
Ringgold,2021,422,331,9,8,1
Wayne,1896,413,342,21,17,4
Adams,1344,292,228,3,3,0
