County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,754367,65791,57508,643,564,79
Linn,317722,22726,20795,341,305,36
Scott,235508,21793,20049,249,225,24
Black Hawk,232203,17878,15681,316,292,24
Johnson,229475,15544,14509,85,77,8
Dubuque,206542,14862,13264,213,195,18
Story,171634,11501,10643,48,42,6
Woodbury,157310,16586,15006,230,211,19
Dallas,137809,12661,11172,99,85,14
Pottawattamie,127720,12381,11041,177,153,24
Marshall,88617,5268,4790,76,68,8
Cerro Gordo,84908,6012,5415,97,80,17
Warren,84203,6367,5734,92,82,10
Webster,74003,5521,5044,94,79,15
Clinton,70160,6107,5520,93,79,14
Des Moines,62444,5072,4606,73,61,12
Muscatine,61104,5237,4771,106,97,9
Lee,59623,4108,3763,57,44,13
Jasper,55918,4570,4140,73,67,6
Wapello,51151,4718,4210,122,118,4
Sioux,48725,5364,5094,74,71,3
Poweshiek,48237,1651,1539,36,33,3
Buena Vista,47520,4976,4222,40,36,4
Boone,47044,2882,2652,34,31,3
Marion,45697,3864,3596,77,65,12
Washington,45042,2744,2518,51,47,4
Bremer,43307,3035,2810,62,52,10
Winneshiek,42959,2084,1941,35,30,5
Plymouth,40859,4351,3945,82,74,8
Benton,40728,2788,2526,55,44,11
Carroll,39441,3087,2819,52,43,9
Henry,39324,3104,2906,37,36,1
Fayette,38907,1964,1822,43,38,5
Hardin,38086,2016,1832,44,34,10
Tama,35068,2258,2039,72,68,4
Cedar,34154,2017,1889,23,21,2
Buchanan,34129,2060,1893,34,27,7
Mahaska,33822,2441,2262,51,46,5
Clay,33095,2284,2138,27,22,5
Iowa,31855,1564,1478,24,22,2
Butler,31494,1761,1622,35,31,4
Delaware,31450,2160,2064,43,38,5
Crawford,30130,2937,2647,41,35,6
Dickinson,29356,2692,2452,45,39,6
Jones,28812,3141,2953,57,51,6
Kossuth,28226,2285,2104,66,57,9
Jackson,28163,2384,2213,42,39,3
Floyd,28014,1819,1586,42,32,10
O'Brien,27663,2154,1941,61,56,5
Clayton,27563,1800,1660,57,48,9
Hamilton,24818,2016,1767,51,46,5
Hancock,23615,1605,1464,34,27,7
Jefferson,23094,1464,1308,35,29,6
Allamakee,23065,1591,1473,52,42,10
Page,23034,2012,1925,22,20,2
Madison,22768,1789,1630,19,15,4
Mills,22546,1814,1609,24,21,3
Harrison,22527,1942,1727,73,69,4
Cherokee,22470,1702,1554,38,30,8
Sac,22081,1397,1292,20,19,1
Wright,21951,1943,1824,40,33,7
Cass,21927,1477,1341,55,49,6
Franklin,21865,1351,1206,23,21,2
Grundy,20472,1454,1339,33,27,6
Palo Alto,20174,1196,1108,24,23,1
Guthrie,20160,1323,1202,32,26,6
Calhoun,19929,1451,1376,13,12,1
Appanoose,19481,1469,1243,49,44,5
Mitchell,19454,1380,1232,43,40,3
Winnebago,19308,1565,1410,31,26,5
Monona,19206,898,808,31,29,2
Chickasaw,18994,1329,1234,17,14,3
Louisa,18985,1367,1251,49,42,7
Union,18647,1384,1268,35,27,8
Shelby,18378,1381,1279,37,33,4
Emmet,18246,1437,1313,41,39,2
Howard,18021,1105,1024,22,18,4
Lyon,17739,1610,1551,41,37,4
Keokuk,16820,1038,933,32,31,1
Humboldt,16465,1258,1170,26,23,3
Greene,15888,829,770,11,10,1
Montgomery,15165,1115,1000,38,36,2
Worth,14742,808,752,8,7,1
Pocahontas,14528,903,838,22,22,0
Clarke,14504,1079,986,24,22,2
Audubon,14075,553,518,11,10,1
Ida,13338,1028,876,35,32,3
Adair,12904,995,842,32,22,10
Davis,12110,927,825,25,23,2
Decatur,11123,639,610,9,9,0
Ringgold,10779,583,541,24,18,6
Monroe,10500,1011,929,32,24,8
Lucas,10248,808,759,23,18,5
Osceola,9806,817,775,17,14,3
Taylor,9625,689,654,12,10,2
Van Buren,9321,591,547,18,15,3
Fremont,8078,668,621,10,8,2
Pending Investigation,7946,978,937,0,0,0
Wayne,7884,592,520,23,18,5
Adams,6296,359,342,4,4,0
