RECIP_ADDRESS_COUNTY,RECIP_ID,First Dose Given,2-Dose Vaccinations Completed,1-Dose Vaccinations Completed
19153,456476,33977,205634,11241
19103,164459,9322,75396,4313
19127,34135,2365,14736,2301
19169,92673,6132,42040,2448
19027,18631,686,8497,949
19113,218356,12832,99005,7549
19163,131220,8565,59035,4598
19161,7702,216,3596,294
19171,14803,669,6687,757
19155,68063,4550,30776,1974
19079,13637,550,6225,638
19167,20825,702,9288,1548
19183,18419,952,8425,615
19013,112615,6052,50830,4894
19115,7435,305,3079,973
19181,44072,2781,20085,1134
19149,18043,796,7637,1976
19051,4881,239,2253,135
19011,21640,921,9947,820
19179,22984,1136,9916,2017
19145,11862,567,5426,432
19049,87098,6087,39459,2125
19041,12728,573,5915,327
19017,22336,1059,10156,961
19073,7358,457,3213,475
19137,7899,352,3525,497
19059,15768,601,7468,230
19109,11952,541,5452,507
19021,15202,727,5894,2687
19087,14625,629,6323,1355
19045,34773,1803,15869,1233
19101,12739,765,5661,652
19191,18818,684,8659,818
19015,24941,1408,11446,647
19121,12940,663,5995,284
19055,13317,462,6035,784
19105,18175,746,8250,901
19033,38448,2041,17497,1420
19001,5225,295,2321,284
19187,29779,1463,13623,1085
19085,10200,528,4679,317
19023,12862,437,6024,380
19057,27975,1679,12769,762
19099,30674,1746,13801,1336
19139,34367,1843,14482,3554
19061,96291,3774,45485,1548
19193,74085,4086,32904,4195
19053,4639,212,2103,220
19175,9345,459,4330,228
19019,16681,714,7707,552
19091,7099,259,3250,339
19125,24212,1088,10549,2031
19005,10251,403,4824,202
19131,7893,249,3739,164
19035,9168,307,4263,334
19025,8725,284,4080,279
19075,11449,469,5283,413
19081,7775,230,3566,413
19095,14958,711,6821,608
19195,5655,209,2643,158
19165,10429,309,4963,192
19009,5021,176,2355,135
19065,16190,622,7528,511
19147,6919,250,3234,201
19003,2937,120,1385,47
19173,4395,155,2092,55
19123,13624,577,6167,710
19157,16314,694,7611,402
19067,12273,523,5655,439
19189,8044,319,3590,543
19029,11391,501,5294,310
19135,5236,218,2367,284
19063,7212,435,3247,282
19159,3934,144,1877,36
19093,4745,155,2107,376
19141,10511,363,4844,462
19151,5227,207,2415,191
19083,13702,499,6178,845
19069,7881,324,3618,322
19133,6871,302,3193,182
19111,22989,1097,10301,1296
19197,10232,481,4444,862
19143,4120,116,1912,181
19047,12053,475,5157,1264
19043,13051,335,6093,527
19007,8487,421,3844,379
19107,7002,252,3241,268
19077,9368,537,4269,294
19129,10681,687,4869,256
19037,9404,309,4235,625
19185,3985,238,1795,156
19177,4257,149,1966,178
19117,5622,252,2511,355
19119,6599,147,3152,149
19097,15821,531,7483,327
19039,6786,374,2870,671
19089,6775,234,3062,417
19031,16553,751,7596,611
19071,4747,190,2191,175
,85,5,37,6
